"","Module Membership","significance"
"OTU_21522",-0.742887255409749,2.7e-22
"OTU_21837",-0.521443401043244,1e-09
"OTU_21841",0.597500939720285,5.8e-13
"OTU_21915",0.731536610179441,2.3e-21
"OTU_21937",-0.686114301840346,5.3e-18
"OTU_22242",0.715675295716883,4.1e-20
"OTU_22456",0.609514046518466,1.5e-13
"OTU_22899",0.695774228985125,1.1e-18
"OTU_23091",-0.740703854759361,4.1e-22
"OTU_23319",-0.59903455794617,4.9e-13
"OTU_25392",0.681136109031425,1.1e-17
"OTU_7",0.618753674293291,5e-14
"OTU_32",0.87478103868577,6.1e-39
"OTU_96",0.79171190104774,5.1e-27
"OTU_126",0.850743791942998,9.3e-35
"OTU_175",0.849213692096317,1.6e-34
"OTU_207",0.869226593226524,6.7e-38
"OTU_349",0.806938277995645,9.4e-29
"OTU_449",0.779877775176791,9.1e-26
"OTU_1610",0.619432981742505,4.6e-14
"OTU_13",0.805504497236624,1.4e-28
"OTU_23",0.649204685899271,1.1e-15
"OTU_26",0.560686902610983,2.7e-11
"OTU_35",0.598244873361381,5.4e-13
"OTU_41",0.763318692662254,3.9e-24
"OTU_88",0.767889595210313,1.4e-24
"OTU_106",0.708211315895771,1.5e-19
"OTU_131",0.917454928756263,4.6e-49
"OTU_181",0.745102899618139,1.7e-22
"OTU_202",0.789097671575252,9.8e-27
"OTU_248",0.593962007862574,8.6e-13
"OTU_482",0.839292240525478,5.1e-33
"OTU_1370",0.801809352727268,3.7e-28
"OTU_2412",0.66203702975461,1.8e-16
"OTU_8849",0.648406134714734,1.2e-15
"OTU_20810",0.773146393228024,4.4e-25
"OTU_22981",0.82391188700092,7e-31
"OTU_14",0.823338882565938,8.3e-31
"OTU_15",0.80054044670745,5.2e-28
"OTU_27",0.821957816696383,1.3e-30
"OTU_38",-0.578341564377352,4.6e-12
"OTU_49",0.757877042722082,1.2e-23
"OTU_53",0.884080431459006,8.6e-41
"OTU_58",0.876199164896885,3.3e-39
"OTU_60",0.8697749744253,5.3e-38
"OTU_61",0.845587550994302,5.9e-34
"OTU_62",-0.601351832056456,3.8e-13
"OTU_67",-0.418280703305822,2e-06
"OTU_68",0.869549544831821,5.9e-38
"OTU_70",0.810651690316801,3.4e-29
"OTU_75",0.791867568239801,4.9e-27
"OTU_81",0.907861623905531,2.3e-46
"OTU_83",0.691616558995841,2.2e-18
"OTU_84",-0.586461870327886,1.9e-12
"OTU_93",-0.487580043494507,1.6e-08
"OTU_116",0.711601576626982,8.3e-20
"OTU_118",0.504243136355121,4.3e-09
"OTU_119",0.700697691892071,5.2e-19
"OTU_129",-0.64227072338,2.7e-15
"OTU_132",0.594489722119595,8.2e-13
"OTU_134",-0.648272157299365,1.2e-15
"OTU_137",-0.687698803475232,4.1e-18
"OTU_144",0.652618728985333,6.7e-16
"OTU_150",-0.555426514501659,4.6e-11
"OTU_161",0.696546517307609,1e-18
"OTU_171",0.626513753908138,2e-14
"OTU_174",-0.509968558569852,2.7e-09
"OTU_191",0.798418397865359,9.2e-28
"OTU_196",0.82334526025584,8.3e-31
"OTU_200",0.723495874601328,1e-20
"OTU_206",-0.601166964360171,3.9e-13
"OTU_225",0.741008272935792,3.8e-22
"OTU_232",0.790503326184398,6.9e-27
"OTU_277",0.567461496110043,1.4e-11
"OTU_297",0.740706962407383,4.1e-22
"OTU_301",0.539599693784853,2e-10
"OTU_302",0.751690108720587,4.5e-23
"OTU_304",0.831345841838879,6.9e-32
"OTU_312",0.538931230393555,2.2e-10
"OTU_326",0.341642611685777,0.00013
"OTU_335",-0.678605401618481,1.6e-17
"OTU_338",0.692709969086938,1.9e-18
"OTU_350",-0.523779509960401,8.3e-10
"OTU_371",0.515227934526337,1.7e-09
"OTU_402",0.46475835950192,8.9e-08
"OTU_403",0.635551714661239,6.3e-15
"OTU_405",0.649670362451058,1e-15
"OTU_416",0.552978721280959,5.8e-11
"OTU_435",-0.53429588053049,3.3e-10
"OTU_444",-0.575600165124721,6.1e-12
"OTU_465",0.865295611967154,3.4e-37
"OTU_467",-0.568556571548412,1.3e-11
"OTU_468",-0.601623956140176,3.7e-13
"OTU_495",0.756552434630492,1.6e-23
"OTU_511",0.628660693678501,1.5e-14
"OTU_513",0.614729578782592,8.1e-14
"OTU_527",0.730034962412517,3.1e-21
"OTU_543",0.753412476001434,3.2e-23
"OTU_579",-0.540965892447199,1.8e-10
"OTU_584",0.833566467063089,3.4e-32
"OTU_604",0.713219878710473,6.3e-20
"OTU_664",0.80172674706675,3.8e-28
"OTU_677",0.826681953915779,3e-31
"OTU_713",0.788610049232634,1.1e-26
"OTU_741",0.544625492676762,1.3e-10
"OTU_758",0.81331723488416,1.6e-29
"OTU_807",0.711445991276586,8.5e-20
"OTU_841",-0.670160121941875,5.7e-17
"OTU_850",0.544090915827443,1.3e-10
"OTU_924",0.741706441276943,3.3e-22
"OTU_958",0.805258314501652,1.5e-28
"OTU_999",0.734857822474913,1.3e-21
"OTU_1061",0.711930327767076,7.9e-20
"OTU_1101",0.774374399294168,3.3e-25
"OTU_1119",0.65675070779047,3.8e-16
"OTU_1203",0.828107049393493,1.9e-31
"OTU_1382",-0.593731044453546,8.9e-13
"OTU_1988",0.789480245735706,8.9e-27
"OTU_2932",0.691254584558787,2.4e-18
"OTU_3148",0.736436988490629,9.3e-22
"OTU_3284",0.67156171333932,4.7e-17
"OTU_3634",0.838936325857128,5.8e-33
"OTU_4524",-0.582193551702332,3.1e-12
"OTU_5155",-0.619568002193343,4.6e-14
"OTU_6597",-0.589474847816155,1.4e-12
"OTU_6608",-0.49854384599065,6.8e-09
"OTU_7456",-0.649380954414235,1e-15
"OTU_8377",0.362559744133485,4.7e-05
"OTU_8943",0.70611424615356,2.1e-19
"OTU_9957",-0.576441199909931,5.6e-12
"OTU_10488",0.879410055678376,7.7e-40
"OTU_11931",0.68306889002819,8.4e-18
"OTU_12310",-0.576448121654754,5.6e-12
"OTU_12516",0.719501215920588,2.1e-20
"OTU_12543",0.830450901572865,9.2e-32
"OTU_12580",-0.623489838625056,2.8e-14
"OTU_13168",0.681672951051035,1e-17
"OTU_13177",0.819480641316899,2.6e-30
"OTU_14574",0.657557490254431,3.4e-16
"OTU_15640",-0.552028911748094,6.3e-11
"OTU_16045",0.597150250064301,6.1e-13
"OTU_17787",0.788674317042811,1.1e-26
"OTU_18641",0.627441007637548,1.7e-14
"OTU_19050",-0.567871855789463,1.3e-11
"OTU_19707",0.577231277432157,5.2e-12
"OTU_20797",0.855339485088668,1.7e-35
"OTU_21239",0.822428852864695,1.1e-30
"OTU_21361",0.801487683525138,4.1e-28
"OTU_22049",-0.530453236139451,4.6e-10
"OTU_22658",-0.560216322413579,2.9e-11
"OTU_22728",0.811643745343699,2.5e-29
"OTU_23906",0.683261193488339,8.1e-18
"OTU_24102",0.675146678443178,2.8e-17
"OTU_25900",0.824336041826077,6.1e-31
"OTU_26248",0.8216192039397,1.4e-30
"OTU_21",0.789340235948862,9.2e-27
"OTU_47",0.743293412485544,2.4e-22
"OTU_102",0.844184037062215,9.6e-34
"OTU_108",0.645491640723754,1.7e-15
"OTU_179",0.634996333868725,6.8e-15
"OTU_187",0.797297848702566,1.2e-27
"OTU_190",0.859159970734777,3.9e-36
"OTU_215",0.810543244884844,3.5e-29
"OTU_226",0.819057708073532,3e-30
"OTU_245",0.865341678814523,3.4e-37
"OTU_269",0.666324738751984,9.9e-17
"OTU_385",0.810300193468131,3.7e-29
"OTU_496",0.704982954193502,2.5e-19
"OTU_623",0.818177748849326,3.9e-30
"OTU_689",0.835426006733472,1.9e-32
"OTU_695",0.870536265983596,3.9e-38
"OTU_724",0.646974641918411,1.4e-15
"OTU_14733",0.793587551708393,3.2e-27
"OTU_18010",0.512430911094834,2.2e-09
"OTU_18890",0.764786968353817,2.8e-24
"OTU_19766",0.841097689447165,2.8e-33
"OTU_20094",0.670837277708537,5.2e-17
"OTU_23115",0.656856887013604,3.7e-16
"OTU_33",0.834801225665382,2.3e-32
"OTU_44",0.764450210767108,3e-24
"OTU_3822",0.837314738414338,9.9e-33
"OTU_5062",0.800329935206905,5.5e-28
"OTU_9679",0.707169007742677,1.8e-19
"OTU_9905",0.844435091739623,8.8e-34
"OTU_12359",0.775038808567362,2.8e-25
"OTU_16427",0.736430258247264,9.3e-22
"OTU_17462",0.809082563684861,5.2e-29
"OTU_45",0.335323733227082,0.00018
"OTU_55",0.825498634666292,4.3e-31
"OTU_59",0.534402242055365,3.2e-10
"OTU_89",0.570153279560533,1.1e-11
"OTU_110",0.821942184128565,1.3e-30
"OTU_112",0.829265090173472,1.3e-31
"OTU_117",0.766339961824678,2e-24
"OTU_121",0.79173658557308,5.1e-27
"OTU_128",0.694323202939285,1.4e-18
"OTU_136",0.731083647619979,2.5e-21
"OTU_141",0.837450911071119,9.5e-33
"OTU_143",0.411775376870243,3e-06
"OTU_167",0.507266284206845,3.4e-09
"OTU_185",0.837663749766641,8.8e-33
"OTU_208",0.532438715586278,3.9e-10
"OTU_244",0.778191185281325,1.4e-25
"OTU_276",0.419210886028757,1.9e-06
"OTU_354",0.472447640040867,5.1e-08
"OTU_363",0.488809590810256,1.5e-08
"OTU_382",0.777730726603155,1.5e-25
"OTU_388",0.537582425492655,2.4e-10
"OTU_438",0.759336228754362,9.1e-24
"OTU_464",0.713053598190242,6.5e-20
"OTU_487",0.722459641628017,1.2e-20
"OTU_514",0.777065717991419,1.8e-25
"OTU_529",0.762729583049152,4.4e-24
"OTU_576",0.710973558835628,9.3e-20
"OTU_578",0.638033384736743,4.6e-15
"OTU_681",0.576815499070763,5.4e-12
"OTU_715",0.536489269270843,2.7e-10
"OTU_732",0.553124390485129,5.7e-11
"OTU_740",0.545555934790811,1.2e-10
"OTU_759",0.438054018008108,5.6e-07
"OTU_886",0.690794062668433,2.5e-18
"OTU_1172",0.730554935728682,2.8e-21
"OTU_1202",0.736250992789869,9.6e-22
"OTU_1298",0.418062105299324,2e-06
"OTU_1313",0.655491922857221,4.5e-16
"OTU_1934",0.557107138849117,3.9e-11
"OTU_2191",0.604492936882196,2.7e-13
"OTU_4163",0.483919333673262,2.2e-08
"OTU_5730",0.819436888004767,2.7e-30
"OTU_9189",0.53487692641061,3.1e-10
"OTU_11326",0.617089894190118,6.1e-14
"OTU_13791",0.527819794700231,5.8e-10
"OTU_14293",0.567734519226506,1.4e-11
"OTU_14351",0.54891433795852,8.5e-11
"OTU_15903",0.703874420222451,3.1e-19
"OTU_19287",0.730410093208335,2.9e-21
"OTU_22338",0.785243688180954,2.5e-26
"OTU_22366",0.473763601081939,4.6e-08
"OTU_23377",0.542028776516001,1.6e-10
"OTU_24061",0.501666356830129,5.3e-09
"OTU_24324",0.570963623963308,9.8e-12
"OTU_24474",0.671852951604483,4.5e-17
"OTU_25345",0.682094693357032,9.7e-18
"OTU_25972",0.670178554417738,5.7e-17
"OTU_98",0.9122370179704,1.5e-47
"OTU_146",0.545956034599098,1.1e-10
"OTU_238",0.879253976188614,8.2e-40
"OTU_240",0.908905609811757,1.2e-46
"OTU_423",0.657713410787699,3.3e-16
"OTU_462",0.826515311076448,3.2e-31
"OTU_2303",0.228133401986892,0.012
"OTU_5678",0.63027106321503,1.2e-14
"OTU_24748",0.821994496584162,1.2e-30
"OTU_151",0.802811291239762,2.9e-28
"OTU_270",0.648697697945376,1.1e-15
"OTU_310",0.897096431745122,1.1e-43
"OTU_420",0.716901618834964,3.3e-20
"OTU_433",0.84293763584588,1.5e-33
"OTU_478",0.871738930790987,2.3e-38
"OTU_716",0.644856680205809,1.9e-15
"OTU_9779",0.835710189033365,1.7e-32
"OTU_11054",0.854348999521571,2.5e-35
"OTU_22051",0.635391014972201,6.4e-15
"OTU_24085",0.616893530813024,6.3e-14
"OTU_415",0.654588486345706,5.1e-16
"OTU_441",-0.505335753530803,3.9e-09
"OTU_443",-0.487307016653258,1.7e-08
"OTU_483",0.598607509911875,5.2e-13
"OTU_504",0.454311633358315,1.9e-07
"OTU_507",0.267856009855755,0.0031
"OTU_508",0.539641972583535,2e-10
"OTU_561",0.615817698424635,7.1e-14
"OTU_563",0.507907090172236,3.2e-09
"OTU_608",0.709737664202459,1.1e-19
"OTU_630",0.551891207555311,6.4e-11
"OTU_644",0.307958594362602,0.00062
"OTU_683",0.595604333990961,7.2e-13
"OTU_684",0.666961500058128,9.1e-17
"OTU_685",0.694428719274405,1.4e-18
"OTU_721",0.352852244685775,7.7e-05
"OTU_761",0.389556700854087,1.1e-05
"OTU_790",-0.412124882491965,2.9e-06
"OTU_799",-0.609208866757298,1.5e-13
"OTU_817",0.686097815684554,5.3e-18
"OTU_842",0.472566337776229,5e-08
"OTU_891",0.650931102946163,8.4e-16
"OTU_892",-0.592314289527045,1e-12
"OTU_911",0.542194267253533,1.6e-10
"OTU_922",0.568333044813903,1.3e-11
"OTU_940",-0.385570035028174,1.4e-05
"OTU_961",0.577049531093464,5.3e-12
"OTU_983",-0.540993553109382,1.8e-10
"OTU_1014",-0.323221729748589,0.00032
"OTU_1020",0.608594001878484,1.7e-13
"OTU_1021",0.532830029102767,3.7e-10
"OTU_1039",0.470939058561796,5.7e-08
"OTU_1078",-0.260542264764685,0.0041
"OTU_1091",0.63358953890134,8.1e-15
"OTU_1092",0.691830439900053,2.2e-18
"OTU_1140",0.651530826150639,7.8e-16
"OTU_1173",0.459291546548778,1.3e-07
"OTU_1190",0.393157000291775,8.9e-06
"OTU_1211",-0.411065512342581,3.1e-06
"OTU_1228",0.608567437715045,1.7e-13
"OTU_1278",0.547324795701355,9.9e-11
"OTU_1337",0.728099688822712,4.4e-21
"OTU_1387",-0.596876317652569,6.3e-13
"OTU_1396",0.509903234348309,2.7e-09
"OTU_1434",-0.458692745510153,1.4e-07
"OTU_1479",-0.530971280577415,4.4e-10
"OTU_1487",-0.33876036285155,0.00015
"OTU_1513",-0.578155927108019,4.7e-12
"OTU_1589",0.749279479377759,7.4e-23
"OTU_1684",-0.490943439003837,1.2e-08
"OTU_1728",0.68242714749604,9.2e-18
"OTU_1769",-0.542418239116043,1.6e-10
"OTU_1773",-0.498211303475938,7e-09
"OTU_1835",0.533046764147945,3.7e-10
"OTU_1947",-0.402894439710989,5.1e-06
"OTU_2027",0.360726740615731,5.2e-05
"OTU_2155",-0.336743686655602,0.00017
"OTU_2172",0.712736968472402,6.8e-20
"OTU_2230",0.755970697710123,1.9e-23
"OTU_2304",0.467998506000064,7.1e-08
"OTU_2591",-0.413175236192813,2.7e-06
"OTU_2793",-0.5158056722223,1.6e-09
"OTU_2944",0.544073688166129,1.3e-10
"OTU_3754",-0.55720103232117,3.9e-11
"OTU_5625",-0.550498186847943,7.3e-11
"OTU_7905",-0.357215536927703,6.2e-05
"OTU_8145",0.68567088515746,5.6e-18
"OTU_8379",0.678604501809777,1.6e-17
"OTU_8971",0.481288947297732,2.6e-08
"OTU_9994",-0.537541923192051,2.4e-10
"OTU_10251",0.515913099945886,1.6e-09
"OTU_10370",0.666696948988815,9.4e-17
"OTU_10632",0.434784473044127,7e-07
"OTU_13294",0.472743566875771,5e-08
"OTU_14864",-0.594772138391721,7.9e-13
"OTU_16896",0.209336291420298,0.022
"OTU_18117",-0.404777834075705,4.5e-06
"OTU_18343",0.31169366922262,0.00053
"OTU_19958",0.571276493291315,9.5e-12
"OTU_20058",0.416286480497221,2.3e-06
"OTU_20360",0.63957936414183,3.8e-15
"OTU_20452",0.357208080400592,6.2e-05
"OTU_21582",-0.410928629459242,3.1e-06
"OTU_21849",0.458728096648176,1.4e-07
"OTU_22558",0.558217402500052,3.5e-11
"OTU_22698",0.565690637343988,1.7e-11
"OTU_23060",0.626592494208074,1.9e-14
"OTU_23738",0.565225392696869,1.8e-11
"OTU_23828",0.676716978979895,2.2e-17
"OTU_24536",-0.391299140048627,9.9e-06
"OTU_24893",0.653355030820569,6.1e-16
"OTU_25138",0.184479140340517,0.044
"OTU_25976",0.706838165770649,1.9e-19
"OTU_26168",0.514170165929998,1.9e-09
