"","MEblack","MEblue","MEbrown","MEgreen","MEgreenyellow","MEmagenta","MEpink","MEpurple","MEred","MEtan","MEturquoise","MEyellow"
"1",0.0543288018523062,0.0885111820811373,0.171135387623284,-0.0680423678761237,-0.00952966507696737,-0.0367371574217064,-0.0813508796656995,0.0450284503055151,-0.0376987915153177,-0.0708824168252631,-0.134535955603189,-0.0160654392969559
"2",0.0186499045003217,0.120141508780288,0.180220150193279,-0.0703032649454797,0.0354723439383583,-0.0116279120678709,-0.0941672391000056,0.0304939985032643,-0.00805314434728024,-0.0182550143924417,-0.134864498913862,-0.0216391756842561
"3",0.0507634322887913,0.15530838133129,0.149733282782676,-0.00702231348036385,0.113520368855479,0.0436667058667315,-0.0987352266369915,-0.0292535645848421,-0.101547806914076,-0.0360658393288727,-0.0897367497789351,0.0894321998069544
"4",-0.00025586861297962,0.091351210459276,0.0460152822118955,-0.0206415281582641,-0.0596636152296302,0.00154760814924745,-0.123530542272832,0.347646573348208,-0.135993812182744,-0.0581813847148556,-0.0634735536272062,0.376799808747733
"5",-0.00496237929043083,0.0939317926590063,0.0949752643929427,-0.0392531117621423,-0.088778106621762,0.0216637383951813,-0.0962840041107901,-0.00932138131660654,-0.0240390048203456,-0.0644975622475947,-0.0782599832692625,-0.0208248983805456
"6",0.0598499908234266,0.0296238063326439,0.0676423346751422,-0.0838754811003009,-0.00792194055575258,-0.0724033325545749,-0.141533627820835,0.0288447630550181,-0.0921459532452037,-0.0798745908780429,-0.0856070891732511,-0.0330700891699172
"7",0.00696353005216198,0.124400553294769,0.131043310950368,-0.0260970323179342,0.00257800687584443,-0.00712200654932308,-0.0815166438394167,0.0710942757883013,-0.0721644407975618,-0.0788173929513399,-0.0847656773575696,-0.0307312877181044
"8",-0.0653503172141825,0.0317887687180728,0.0811244543735207,-0.0647899056947588,-0.0629695022827911,0.0333262994396345,-0.0999821688356624,-0.0150517230220554,-0.0210415246437293,-0.0126097540949315,-0.0845052362337343,-0.0384321238894468
"9",-0.0565128523920863,0.0472263835976665,0.0509224233428077,-0.039339391311073,-0.0667962017278006,-0.0120922135316649,-0.1099426862697,0.265534315030065,-0.118873377958921,-0.0565532965524391,-0.070222183558727,0.0414462244117548
"10",-0.0253832924217086,0.0481588664018503,0.103933109930213,-0.0384729594851296,-0.0666705938160821,0.0177201575285661,-0.105075262352377,0.041328582301638,-0.00861906650556257,-0.0763708837961748,-0.092304192632067,-0.0390464860678262
"11",-0.0531449283609611,0.0272554215557856,0.10069438711779,-0.0340993004197242,0.0159699741727391,0.0176262088480539,-0.10255189926114,0.261873520604574,-0.0179116566733264,-0.037649957936167,-0.0762011369839944,0.131225742977803
"12",-0.00419306234298661,0.0767061216363191,0.0960245001908079,-0.0388657034381672,-0.043526069597276,-0.0335462857203272,-0.043458579099677,0.0384580758436893,-0.0412152150526795,0.0368919304380172,-0.0787022775679101,-0.0183992708965859
"13",-0.0389322817841339,0.0619452739117833,0.0366518978036447,-0.0459455562688436,-0.0548928612966163,-0.0008043666844916,-0.13821373893869,0.402822067525787,-0.116103846872366,-0.083661840061356,-0.0666777420702923,0.330575665148309
"14",0.286640329577565,0.099720281939038,0.0875854556856706,-0.0505037569697968,0.110906703175713,0.0137142058961592,-0.132960339837742,0.190501719051264,-0.0532717343809062,-0.0133657136437743,-0.0735925980208153,0.120795463628852
"15",0.149887600385008,0.209837990081606,0.191842004184577,-0.0165854747105106,0.175820870693484,0.0533176246163542,-0.137819333309131,0.120042128900641,-0.109969984358979,-0.0780860153401273,-0.107346600909056,0.0243461585742333
"16",-0.0107561505347664,0.0252006817777679,0.107614758033175,-0.106010386170264,-0.0730569224141385,-0.0662928901267067,-0.139788064915334,0.15126938848429,-0.0420138923113989,-0.0770824148568119,-0.116035977966924,0.08495074522079
"17",-0.0137168194633128,0.0778214438574789,0.113548599474701,-0.0191638323551935,-0.0391613951455052,0.058562342926951,-0.0650989606238079,0.0425214205233127,0.01314634957407,0.013712270262603,-0.107129341577503,0.0121348952532442
"18",0.0525144770491388,0.134712802873703,0.156106185938464,-0.0037339565775113,-0.0143578341507842,0.098802485246538,-0.132590739879514,0.210740271174916,-0.113989767041771,-0.0629014295634875,-0.0720633334202404,0.0344615813897027
"19",0.0894510227174556,0.100941905133287,0.127161524655943,-0.0320170700963583,0.0364555258684311,-0.0123216304912197,-0.0565086313171003,0.00216233207416828,-0.0458877903431352,-0.0493868449518788,-0.0839924387724934,-0.0672712748242172
"20",-0.0447950129756193,0.132310061308136,0.11138523502857,0.0502071097267366,-0.0709908575687247,0.12606968841178,-0.093648896498488,0.063768067346055,-0.102493803912772,-0.0832043494535501,-0.0640190343667431,0.0153747757904125
"21",0.00161854953325195,0.0683081314063358,0.0760850742773364,0.0151711934813362,0.01739085398835,0.05427088026866,-0.0372706729112358,0.0892299134768062,-0.0802625691635741,-0.0100760687104188,-0.0438633148846062,-0.0892932030657782
"22",0.0621779219946059,0.0754320185266992,0.10586102705438,-0.062332291342899,0.0694861770301774,-0.0402220594478968,-0.0876632933126769,-0.00940719000428506,-0.0789323249519063,-0.0718757542824111,-0.0783325828137882,-0.0481379584074178
"23",0.125376222438427,0.0540275094068872,0.145517453958926,-0.0935227325472629,-0.0134026030334075,-0.083513674776362,-0.0495028968019654,-0.0362869607530577,0.0584108286760253,-0.0685907254306207,-0.119322003551704,-0.0765989792854316
"24",0.156790211231591,0.0921412052898862,0.157303531372183,-0.0931424097377961,0.0243416214943369,-0.0844721325217057,-0.114655434509948,-0.0539895624695159,0.0128269410233238,-0.0522948037555575,-0.118858142686893,-0.0994265678943686
"25",-0.0311774975027405,-0.016074484474302,0.0393871666385879,-0.0627001570024489,0.106185309483456,-0.0515733898708094,-0.0197200892057092,-0.062399886256911,0.124924333062086,-0.0351880782124898,-0.0645708298550158,-0.0563348384135571
"26",-0.0559331195726058,0.00387631981030793,-0.0252368326832856,0.00729836467358587,-0.0774089185714179,0.118032400060621,-0.0158979313622031,-0.00471270759312927,-0.0440596267062525,0.221420895878214,4.75439057960112e-06,-0.072773089168563
"27",-0.0734865591615279,-0.187094978351649,-0.150629005037321,0.0183245310543889,-0.107388272233307,-0.0361994024734792,0.0463044911507403,-0.0730926575014766,0.0193401096466733,-0.0226187514836351,0.166889887771598,0.0594433723472013
