ID	"node.degree"	"node.betw"	"node.stress"	"node.evcent"	"Clustering.Coefficient"	No. module	Zi	Pi	Role	Flag	Taxonomy	Abundance	Top?
OTU_329	3	0.587301587301587	3	5.77677336578959e-11	0.666666666666667	4	-0.61588176205144	0	0	-1	Firmicutes	682	0
OTU_348	3	0.5	1	0.0025217354266341	0.666666666666667	2	-0.0239525252382652	0	0	-1	Acidobacteria	1636	0
OTU_374	1	0	0	4.446774225952e-121	0	18	0	0	0	0	Actinobacteria	969	0
OTU_376	1	0	0	3.66741244523013e-07	0	3	-0.725318520735366	0	0	-1	WS3	988	1
OTU_378	1	0	0	0.0339373272561443	0	0	-0.805344649586667	0	0	0	Actinobacteria	778	0
OTU_382	6	179.1746865918	1138	0.159478241923077	0.466666666666667	0	0.334294005488805	0	0	0	Proteobacteria	1244	0
OTU_386	1	0	0	0.000987305397829147	0	1	-0.77958656331879	0	0	-1	Unclassified	644	0
OTU_422	1	0	0	0.000888182792919194	0	2	-0.790433332862751	0	0	0	Actinobacteria	1414	0
OTU_423	9	1700.34078663154	10015	0.171281542737576	0.166666666666667	0	1.01807719853409	0	0	0	Proteobacteria	1248	0
OTU_440	4	315.674551812126	1782	0.000813223164568956	0.166666666666667	1	0.34106912145197	0	0	-1	Proteobacteria	1363	0
OTU_462	1	0	0	0.0184115967947594	0	0	-0.805344649586667	0	0	0	Proteobacteria	1160	0
OTU_464	5	33.4806266662188	178	0.114531410851722	0.5	0	0.106366274473711	0	0	0	Bacteroidetes	1384	1
OTU_475	1	0	0	0.00992598934531063	0	0	-0.805344649586667	0	0	0	Actinobacteria	379	0
OTU_478	1	0	0	4.446774225952e-121	0	26	0	0	0	-1	Unclassified	2187	1
OTU_487	5	14.8694555444555	91	0.13138725274651	0.7	0	0.106366274473711	0	0	-1	Acidobacteria	751	0
OTU_492	1	0	0	0.00513276864700317	0	0	-0.805344649586667	0	0	-1	Actinobacteria	682	0
OTU_503	2	1	1	3.28114024398818e-101	0	14	0	0	0	-1	Acidobacteria	1655	0
OTU_514	4	7.08296627120156	111	0.126818533886161	0.666666666666667	0	-0.121561456541384	0	0	0	Actinobacteria	693	0
OTU_529	4	5.94407738231267	101	0.101446555699618	0.833333333333333	0	-0.121561456541384	0	0	0	Actinobacteria	1147	0
OTU_560	1	0	0	1.6360271811807e-70	0	7	-0.866025403784439	0	0	-1	Unclassified	562	0
OTU_576	1	0	0	0.024278882672132	0	0	-0.805344649586667	0	0	0	Actinobacteria	1520	0
OTU_579	1	0	0	4.446774225952e-121	0	28	0	0	0	0	Proteobacteria	1892	0
OTU_597	8	8.89880952380952	41	1.69114554609809e-10	0.571428571428571	4	0.92382264307716	0	0	0	Firmicutes	1190	0
OTU_600	2	6.14581390831391	52	8.3756563294379e-05	0	1	-0.406034668395203	0	0	-1	Proteobacteria	687	0
OTU_608	1	0	0	4.55100908521856e-08	0	3	-0.725318520735366	0	0	-1	Proteobacteria	803	0
OTU_612	1	0	0	0.00462262977665541	0	2	-0.790433332862751	0	0	0	Actinobacteria	480	0
OTU_628	2	0	0	0.00122276509910791	1	1	-0.406034668395203	0	0	-1	Acidobacteria	831	0
OTU_660	1	0	0	0.02278733292499	0	0	-0.805344649586667	0	0	0	Actinobacteria	594	0
OTU_664	2	17.0437229437229	62	7.65814968409527e-05	0	1	-0.406034668395203	0	0	-1	Proteobacteria	606	0
OTU_674	2	0	0	0.0798876647054661	1	0	-0.577416918571572	0	0	0	Bacteroidetes	833	1
OTU_695	5	474.641341991342	1356	0.000252124289733226	0.1	1	0.714621016375557	0	0	-1	Actinobacteria	2356	0
OTU_740	1	0	0	0.00196578347621357	0	2	-0.790433332862751	0	0	-1	Proteobacteria	592	0
OTU_750	2	5.03290043290043	56	0.0624927107910468	0	0	-0.577416918571572	0	0	0	Bacteroidetes	921	1
OTU_759	1	0	0	0.00992598934531063	0	0	-0.805344649586667	0	0	0	Bacteroidetes	567	0
OTU_785	1	0	0	0.0309826848748677	0	0	-0.805344649586667	0	0	0	Actinobacteria	852	0
OTU_804	3	5	5	5.97669179548768e-86	0	5	1.75	0	0	-1	Chloroflexi	271	1
OTU_842	1	0	0	1.89055633337842e-70	0	7	-0.866025403784439	0	0	-1	Verrucomicrobia	828	0
OTU_868	1	0	0	0.00513276864700317	0	0	-0.805344649586667	0	0	-1	Proteobacteria	689	0
OTU_886	1	0	0	0.0309826848748677	0	0	-0.805344649586667	0	0	0	Bacteroidetes	737	1
OTU_888	2	0	0	0.00227403775358275	1	2	-0.407192929050508	0	0	0	Proteobacteria	486	0
OTU_913	1	0	0	0.000145910729751485	0	1	-0.77958656331879	0	0	-1	Acidobacteria	242	0
OTU_944	5	0.708333333333333	4	1.19068747933825e-10	0.9	4	0	0	0	0	Firmicutes	12461	1
OTU_985	1	0	0	2.23708490099209e-05	0	3	-0.725318520735366	0	0	-1	Acidobacteria	932	0
OTU_1020	1	0	0	1.89055633337842e-70	0	7	-0.866025403784439	0	0	-1	Verrucomicrobia	435	0
OTU_1022	2	0	0	0.0078749273547673	1	2	-0.407192929050508	0	0	0	Proteobacteria	776	0
OTU_1046	4	4.125	9	6.35791435321947e-11	0.666666666666667	4	-0.30794088102572	0	0	0	Firmicutes	29674	1
OTU_1068	1	0	0	0.02278733292499	0	0	-0.805344649586667	0	0	-1	Bacteroidetes	739	1
OTU_1103	1	0	0	4.446774225952e-121	0	25	0	0	0	-1	Actinobacteria	789	0
OTU_1195	3	461	1265	3.0001996942736e-06	0	3	0.989070710093681	0	0	-1	Verrucomicrobia	649	0
OTU_1251	1	0	0	1.53457918670683e-11	0	4	-1.23176352410288	0	0	0	Firmicutes	728	0
OTU_1325	1	0	0	2.475626799815e-86	0	5	-0.75	0	0	0	Planctomycetes	162	1
OTU_1326	2	0	0	0.0260096263102545	1	0	-0.577416918571572	0	0	0	Proteobacteria	786	0
OTU_1338	1	0	0	2.475626799815e-86	0	5	-0.75	0	0	-1	Proteobacteria	204	0
OTU_1360	2	0	0	1.68408193806295e-63	1	10	-0.301511344577764	0	0	-1	Acidobacteria	7653	1
OTU_1370	3	17.0708401076048	143	0.000674714939891546	0.666666666666667	2	-0.0239525252382652	0	0	0	Actinobacteria	1253	0
OTU_1469	1	0	0	5.89519831304028e-05	0	1	-0.77958656331879	0	0	-1	Acidobacteria	641	0
OTU_1488	1	0	0	4.446774225952e-121	0	24	0	0	0	-1	Unclassified	114	0
OTU_1580	1	0	0	1.64057012199409e-101	0	17	0	0	0	-1	Actinobacteria	1534	0
OTU_1646	1	0	0	0.0309826848748677	0	0	-0.805344649586667	0	0	0	Bacteroidetes	597	0
OTU_1802	1	0	0	4.446774225952e-121	0	23	0	0	0	-1	Cyanobacteria/Chloroplast	30782	1
OTU_1973	1	0	0	0.00196578347621357	0	2	-0.790433332862751	0	0	0	Proteobacteria	6354	1
OTU_2269	1	0	0	0.000733284512685189	0	2	-0.790433332862751	0	0	-1	Proteobacteria	4898	0
OTU_2293	8	8.26150793650794	38	1.68316665452917e-10	0.607142857142857	4	0.92382264307716	0	0	-1	Firmicutes	9094	1
OTU_2373	1	0	0	2.475626799815e-86	0	5	-0.75	0	0	-1	Proteobacteria	117	0
OTU_2822	1	0	0	3.06879447992464e-05	0	2	-0.790433332862751	0	0	0	Actinobacteria	1257	0
OTU_2932	1	0	0	4.446774225952e-121	0	24	0	0	0	-1	Unclassified	239	0
OTU_2953	2	155	427	3.12869073308767e-05	0	1	-0.406034668395203	0	0	0	Actinobacteria	2042	0
OTU_4888	3	5.03290043290043	56	0.0809043075858062	0.666666666666667	0	-0.349489187556478	0	0	0	Proteobacteria	1010	0
OTU_5678	2	6.06397306397306	50	0.0445704158353161	0	0	-0.577416918571572	0	0	0	Proteobacteria	2676	0
OTU_5730	5	1.95555555555556	14	0.127379222928545	0.7	0	0.106366274473711	0	0	-1	Actinobacteria	1168	0
OTU_5766	1	0	0	2.91143495287951e-77	0	12	-1.41421356237309	0	0	-1	Verrucomicrobia	2215	1
OTU_5886	6	4.26587301587302	16	1.07439277501331e-10	0.6	4	0.30794088102572	0	0	-1	Firmicutes	2310	0
OTU_7456	2	1	1	3.28114024398818e-101	0	15	0	0	0	-1	Acidobacteria	1893	0
OTU_7983	1	0	0	4.446774225952e-121	0	21	0	0	0	0	Proteobacteria	1772	0
OTU_8100	2	0	0	4.82588463063546e-11	1	4	-0.92382264307716	0	0	0	Firmicutes	10397	1
OTU_8148	3	0.5	1	1.60645109522126e-67	0.666666666666667	9	1	0	0	-1	Proteobacteria	3847	0
OTU_8325	1	0	0	4.446774225952e-121	0	23	0	0	0	-1	Cyanobacteria/Chloroplast	965	1
OTU_8377	2	0	0	0.000150408813366198	1	1	-0.406034668395203	0	0	-1	Acidobacteria	2119	0
OTU_8428	3	0	0	0.0933979564683724	1	0	-0.349489187556478	0	0	0	Bacteroidetes	1219	1
OTU_8598	1	0	0	8.84842131014635e-64	0	10	-1.20604537831106	0	0	-1	Acidobacteria	8885	1
OTU_8849	1	0	0	2.33553381086562e-06	0	2	-0.790433332862751	0	0	-1	Actinobacteria	2844	0
OTU_8875	1	0	0	1.53457918670683e-11	0	4	-1.23176352410288	0	0	0	Firmicutes	651	0
OTU_9957	1	0	0	1.64057012199409e-101	0	14	0	0	0	-1	Proteobacteria	1116	0
OTU_11423	2	1	1	3.28114024398818e-101	0	13	0	0	0	-1	Verrucomicrobia	1281	1
OTU_11791	6	8.25	27	1.20892906525396e-10	0.466666666666667	4	0.30794088102572	0	0	-1	Firmicutes	1910	0
OTU_12094	2	155	447	0.00100228185370967	0	1	-0.406034668395203	0	0	-1	Acidobacteria	5018	0
OTU_12417	1	0	0	4.446774225952e-121	0	20	0	0	0	-1	Proteobacteria	117	0
OTU_12580	1	0	0	1.64057012199409e-101	0	15	0	0	0	-1	Acidobacteria	1273	0
OTU_12734	3	2	2	6.31806564793453e-77	0.333333333333333	12	1.41421356237309	0	0	-1	Verrucomicrobia	4352	1
OTU_13791	3	6.49948107448107	36	0.116127420585228	0.666666666666667	0	-0.349489187556478	0	0	-1	Proteobacteria	1065	0
OTU_14293	1	0	0	4.446774225952e-121	0	19	0	0	0	0	Proteobacteria	5210	0
OTU_14351	6	117.63890663102	811	0.177797069983319	0.466666666666667	0	0.334294005488805	0	0	0	Proteobacteria	1417	0
OTU_14565	2	0	0	0.0345250059916057	1	0	-0.577416918571572	0	0	0	Proteobacteria	640	0
OTU_14601	3	0	0	5.015889999567e-11	1	4	-0.61588176205144	0	0	0	Firmicutes	1006	0
OTU_14617	2	0	0	5.39965696565969e-77	1	12	0	0	0	-1	Verrucomicrobia	19862	1
OTU_14733	2	0	0	3.52658351455911e-70	1	8	0	0	0	-1	Actinobacteria	1968	0
OTU_14736	10	33.5992063492063	93	1.78567534711369e-10	0.422222222222222	4	1.5397044051286	0	0	-1	Firmicutes	6705	1
OTU_16162	2	0	0	1.21052708701598e-81	1	11	0	0	0	-1	Cyanobacteria/Chloroplast	512	1
OTU_16473	2	0	0	1.25427911319129e-67	1	9	-1	0	0	-1	Proteobacteria	1452	0
OTU_16676	1	0	0	0.0135877309604484	0	0	-0.805344649586667	0	0	0	Proteobacteria	840	0
OTU_16896	2	6.14581390831391	52	8.3756563294379e-05	0	1	-0.406034668395203	0	0	-1	Verrucomicrobia	563	0
OTU_17207	2	76.452198203606	1080	0.0260700436781604	0	0	-0.577416918571572	0	0	0	Proteobacteria	1044	0
OTU_18617	3	0.511111111111111	3	6.82021995790499e-11	0.666666666666667	4	-0.61588176205144	0	0	-1	Firmicutes	742	0
OTU_18671	5	793.858282135701	2570	0.0016246403035001	0.1	1	-0.0324827734716162	0.56	0	-1	Verrucomicrobia	795	0
OTU_18685	1	0	0	0.00590914387855373	0	2	-0.790433332862751	0	0	0	Proteobacteria	803	0
OTU_19287	4	0.515151515151515	3	0.110523628912633	0.833333333333333	0	-0.121561456541384	0	0	-1	Proteobacteria	968	0
OTU_19459	2	155	350	0.000519531220597408	0	1	-0.406034668395203	0	0	-1	Acidobacteria	1552	0
OTU_19652	1	0	0	4.446774225952e-121	0	20	0	0	0	-1	Acidobacteria	210	0
OTU_20178	1	0	0	1.53457918670683e-11	0	4	-1.23176352410288	0	0	0	Firmicutes	247	0
OTU_20797	5	573.557359307359	3236	0.000319216710081435	0.2	1	0.34106912145197	0.32	0	-1	Actinobacteria	3713	0
OTU_20810	4	420.681904533375	1145	0.00069353574557186	0.5	2	0.359287878573978	0	0	0	Actinobacteria	2375	0
OTU_21239	1	0	0	3.08942482507765e-06	0	6	-2	0	0	-1	Actinobacteria	2220	0
OTU_21262	4	7	7	4.62389818321565e-70	0.166666666666667	7	1.73205080756888	0	0	-1	Verrucomicrobia	1725	1
OTU_21434	5	521.52745245836	3061	0.00192622491835924	0.5	1	0.714621016375557	0	0	-1	Verrucomicrobia	1913	1
OTU_21522	2	0	0	0.00113548036707881	1	2	-0.407192929050508	0	0	0	Actinobacteria	3493	0
OTU_21739	1	0	0	1.64057012199409e-101	0	13	0	0	0	-1	Verrucomicrobia	1246	0
OTU_21867	1	0	0	4.446774225952e-121	0	18	0	0	0	0	Actinobacteria	2019	0
OTU_21915	4	5	6	2.43660289246801e-63	0.333333333333333	10	1.50755672288882	0	0	-1	Acidobacteria	6333	1
OTU_21929	2	0	0	0.000583038168742933	1	1	-0.406034668395203	0	0	-1	Verrucomicrobia	12920	1
OTU_22242	3	4	4	4.0013740808424e-70	0.333333333333333	7	0.866025403784439	0	0	-1	Proteobacteria	967	0
OTU_22338	6	53.9804528804529	332	0.157225642106318	0.4	0	0.334294005488805	0	0	0	Actinobacteria	725	0
OTU_22489	1	0	0	4.446774225952e-121	0	21	0	0	0	-1	Proteobacteria	1702	0
OTU_22506	1	0	0	4.446774225952e-121	0	22	0	0	0	-1	Actinobacteria	1614	0
OTU_22802	1	0	0	1.64057012199409e-101	0	13	0	0	0	-1	Verrucomicrobia	1249	0
OTU_22899	1	0	0	1.89055633337842e-70	0	8	-0.866025403784439	0	0	-1	Acidobacteria	2120	0
OTU_22981	3	2.26666666666667	10	0.00149604300001815	0.666666666666667	2	-0.0239525252382652	0	0	0	Actinobacteria	2798	0
OTU_23325	1	0	0	4.446774225952e-121	0	28	0	0	0	0	Proteobacteria	1350	0
OTU_23377	1	0	0	0.0362397558797615	0	0	-0.805344649586667	0	0	0	Proteobacteria	471	0
OTU_24085	1	0	0	4.446774225952e-121	0	25	0	0	0	-1	Crenarchaeota	2889	1
OTU_24090	10	39.784126984127	103	1.48027165356499e-10	0.266666666666667	4	1.5397044051286	0	0	-1	Firmicutes	14091	1
OTU_24435	1	0	0	1.89055633337842e-70	0	8	-0.866025403784439	0	0	-1	Acidobacteria	1854	0
