ID	"node.degree"	"node.betw"	"node.stress"	"node.evcent"	"Clustering.Coefficient"	No. module	Zi	Pi	Role	Flag	Taxonomy	Abundance	Top?
OTU_202	10	1676.22436860451	7470	0.00418359354521687	0.311111111111111	0	1.79772821694388	0.18	0	-1	Actinobacteria	3214	0
OTU_204	1	0	0	1.43890995150829e-11	0	4	-1.19139522081402	0	0	-1	Firmicutes	3356	1
OTU_205	3	81.6515459167297	422	0.0237971329080611	0.666666666666667	2	-0.454541241173814	0	0	0	Bacteroidetes	2720	1
OTU_207	3	44.2335459338	424	0.000671717595382167	0.666666666666667	1	-0.0988533609478406	0	0	-1	Proteobacteria	1332	0
OTU_208	2	0	0	0.0291656871567298	1	2	-0.638659212282194	0	0	0	Bacteroidetes	1232	1
OTU_210	1	0	0	2.52208165467899e-97	0	30	0	0	0	-1	Actinobacteria	2634	0
OTU_211	1	0	0	1.340789851166e-06	0	3	-0.806225774829855	0	0	-1	Proteobacteria	3042	0
OTU_214	5	13.3	23	0.00103979548685815	0.6	0	0.535201530235202	0	0	0	Actinobacteria	1716	0
OTU_215	5	8.83457551925792	90	0.00296103470627539	0.8	1	0.494266804739203	0	0	-1	Acidobacteria	913	0
OTU_216	2	0	0	1.13358836794604e-05	1	9	0	0	0	-1	Proteobacteria	1249	0
OTU_221	1	0	0	0.00016904000760321	0	1	-0.691973526634884	0	0	0	Gemmatimonadetes	1837	1
OTU_223	5	492.992099854536	1098	0.00217916687099199	0.2	1	0.197706721895681	0.32	0	-1	Acidobacteria	1128	0
OTU_225	4	0.333333333333333	1	4.9111339309236e-11	0.833333333333333	4	-0.435317484528198	0	0	0	Firmicutes	2902	0
OTU_232	3	9.48333333333333	21	0.000556779763537007	0.333333333333333	1	-0.0988533609478406	0	0	-1	Proteobacteria	1407	0
OTU_234	1	0	0	6.7059160914392e-75	0	12	-0.577350269189626	0	0	-1	Acidobacteria	1393	0
OTU_238	11	845.10266662377	3730	0.076782620235979	0.163636363636364	2	1.01840252769323	0	0	-1	Actinobacteria	3554	0
OTU_240	10	267.229005137711	1570	0.145323729398415	0.422222222222222	2	0.834284556584848	0	0	0	Proteobacteria	1890	0
OTU_244	6	6.15486542443064	43	0.132795226975067	0.666666666666667	2	0.0978126721513271	0	0	0	Proteobacteria	1284	0
OTU_245	4	0	0	0.0027399359195895	1	1	0.197706721895681	0	0	-1	Acidobacteria	983	0
OTU_264	1	0	0	2.29714007026569e-05	0	3	-0.806225774829855	0	0	-1	Acidobacteria	1169	0
OTU_269	1	0	0	0.000329529070803006	0	1	-0.691973526634884	0	0	0	Proteobacteria	643	0
OTU_276	1	0	0	0.0202677642549917	0	2	-0.822777183390575	0	0	0	Actinobacteria	1225	0
OTU_279	2	2	2	2.10899351939026e-77	0	8	1	0	0	-1	Unclassified	7089	1
OTU_285	3	217.966666666667	494	0.000186951924618613	0	3	0	0.444444444444444	0	-1	Acidobacteria	1152	0
OTU_287	3	197.52380952381	1482	0.000131905144289103	0	1	-0.0988533609478406	0	0	-1	Unclassified	1685	0
OTU_292	2	20.5833333333333	44	0.000474319957064632	0	1	-0.395413443791362	0	0	-1	Acidobacteria	1012	0
OTU_297	1	0	0	3.70607300258924e-05	0	1	-0.691973526634884	0	0	-1	Unclassified	2227	1
OTU_299	3	139.471560057403	953	0.0509658595977322	0.666666666666667	2	-0.638659212282194	0.444444444444444	0	0	Actinobacteria	1114	0
OTU_301	2	0	0	0.00187996780694843	1	1	-0.395413443791362	0	0	-1	Acidobacteria	869	0
OTU_302	1	0	0	0.000167398887234851	0	1	-0.691973526634884	0	0	-1	Acidobacteria	1153	0
OTU_321	2	52.2	275	0.00190899188733738	0	0	-0.411693484796309	0	0	-1	Actinobacteria	849	0
OTU_329	3	0	0	3.8930398454993e-11	1	4	-0.687343396623471	0	0	-1	Firmicutes	682	0
OTU_348	4	32.0111111111111	104	0.002887674734004	0.333333333333333	0	0.219569858558032	0	0	-1	Acidobacteria	1636	0
OTU_360	1	0	0	0.000206946938147748	0	0	-0.72732515647348	0	0	0	Nitrospira	597	1
OTU_363	1	0	0	0.00627388635308757	0	0	-0.72732515647348	0	0	0	Proteobacteria	1450	0
OTU_374	1	0	0	2.52208165467899e-97	0	32	0	0	0	0	Actinobacteria	969	0
OTU_376	1	0	0	1.34064086931086e-07	0	3	-0.806225774829855	0	0	-1	WS3	988	1
OTU_378	1	0	0	0.0267478719893392	0	2	-0.822777183390575	0	0	0	Actinobacteria	778	0
OTU_382	6	245.5985691751	1578	0.112918796073902	0.533333333333333	2	0.0978126721513271	0	0	0	Proteobacteria	1244	0
OTU_386	1	0	0	0.00081418913024585	0	1	-0.691973526634884	0	0	-1	Unclassified	644	0
OTU_389	1	0	0	0.000227161007251441	0	1	-0.691973526634884	0	0	-1	Unclassified	566	0
OTU_422	2	0	0	0.00528031768853142	1	0	-0.411693484796309	0	0	0	Actinobacteria	1414	0
OTU_423	11	2131.7709383507	9170	0.174846765107501	0.327272727272727	2	1.01840252769323	0	0	0	Proteobacteria	1248	0
OTU_440	4	897.482674804893	3044	0.00211646362304391	0.166666666666667	1	0.197706721895681	0	0	-1	Proteobacteria	1363	0
OTU_462	1	0	0	0.0142499716451295	0	2	-0.822777183390575	0	0	0	Proteobacteria	1160	0
OTU_464	5	27.3605149236728	217	0.0845753510020113	0.7	2	-0.0863052989570533	0	0	0	Bacteroidetes	1384	1
OTU_475	1	0	0	0.0105558566627578	0	2	-0.822777183390575	0	0	0	Actinobacteria	379	0
OTU_478	1	0	0	2.52208165467899e-97	0	29	0	0	0	-1	Unclassified	2187	1
OTU_480	1	0	0	0.00180703292808271	0	0	-0.72732515647348	0	0	-1	Bacteroidetes	1329	1
OTU_487	7	8.13971861471861	43	0.160719705569572	0.80952380952381	2	0.281930643259707	0	0	-1	Acidobacteria	751	0
OTU_492	1	0	0	0.00752905369089273	0	2	-0.822777183390575	0	0	-1	Actinobacteria	682	0
OTU_503	3	3	3	2.01177482743176e-74	0	12	1.73205080756888	0	0	-1	Acidobacteria	1655	0
OTU_514	5	0	0	0.129608835032032	1	2	-0.0863052989570533	0	0	0	Actinobacteria	693	0
OTU_529	4	0	0	0.0892401243333219	1	2	-0.270423270065434	0	0	0	Actinobacteria	1147	0
OTU_550	1	0	0	0.0109797787807859	0	2	-0.822777183390575	0	0	0	Proteobacteria	782	0
