Node	Degree	Clustering coefficient	Eccentricity	Average neighbor degree	Degree centrality	Closeness centrality	Betweenness centrality	Harmonic centrality	Load centrality	Subgraph centrality	Mean centrality rank	Module number (greedy modularity)	Z-score (greedy modularity)	P-score (greedy modularity)	Module number (label propagation)	Z-score (label propagation)	P-score (label propagation)
OTU_61	5	0.2	10	3	0.0200803	0.102987	0.011478	32.6532	0.0116399	7.64698	192	9	1	0.32	8	1	0.32
OTU_612	1	0	8	7	0.00401606	0.14144	0	39.0774	0	2.17943	99	2	-0.790433	0	18	-0.707107	0
OTU_628	2	1	7	7	0.00803213	0.145656	0	41.15	0	4.84665	127	1	-0.406035	0	2	-0.572637	0
OTU_660	1	0	9	12	0.00401606	0.134251	0	38.8147	0	3.99943	103	0	-0.835586	0	0	-0.805345	0
OTU_664	2	0	10	6.5	0.00803213	0.104084	0.000552006	32.4198	0.000587835	3.37668	158	1	-0.406035	0	5	-0.2965	0
OTU_674	2	1	11	20	0.00803213	0.11992	0	39.5076	0	28.1217	124	0	-0.610784	0	0	-0.577417	0
OTU_695	5	0.1	9	5.6	0.0200803	0.121864	0.0153725	39.3992	0.0153519	10.5269	214	1	0.714621	0	2	-0.572637	0.72
OTU_7	1	0	3	3	0.00401606	0.00912742	0	2.66667	0	1.67205	39	7	-1.20605	0	7	-1.20605	0
OTU_70	1	0	9	10	0.00401606	0.118899	0	35.1492	0	2.53543	89	1	-0.779587	0	10	-0.912871	0
OTU_72	1	0	9	3	0.00401606	0.112468	0	31.4825	0	1.67628	81	1	-0.779587	0	23	-0.707107	0
OTU_73	2	0	9	3.5	0.00803213	0.138239	0.00502008	38.8254	0.00502008	2.71465	170	2	-0.407193	0	30	0	0.5
OTU_740	1	0	8	14	0.00401606	0.145873	0	40.956	0	2.98236	113	2	-0.790433	0	4	-0.612372	0
OTU_7456	2	0	1	1	0.00803213	0.00803213	3.23876e-05	2	3.23876e-05	2.17818	106	17	1.41421	0	20	1.41421	0
OTU_75	3	0.666667	11	3.66667	0.0120482	0.089419	0.000109115	27.3406	0.000112457	5.32584	151	9	0	0	8	0	0
OTU_750	2	0	11	16.5	0.00803213	0.12081	0.000163004	40.0909	0.000166041	17.8552	169	0	-0.610784	0	0	-0.577417	0
OTU_759	1	0	12	6	0.00401606	0.10107	0	30.9394	0	2.16583	73	0	-0.835586	0	0	-0.805345	0
OTU_785	1	0	11	18	0.00401606	0.107756	0	34.6215	0	6.21627	94	0	-0.835586	0	0	-0.805345	0
OTU_7983	1	0	1	1	0.00401606	0.00401606	0	1	0	1.54308	16	25	0	0	33	0	0
OTU_80	1	0	2	2	0.00401606	0.00535475	0	1.5	0	1.58909	25	18	-0.707107	0	21	-0.707107	0
OTU_804	3	0	2	1.33333	0.0120482	0.0128514	0.000161938	3.5	0.000161938	2.96688	132	10	1.75	0	15	1.41421	0.444444
OTU_81	3	0	9	5.66667	0.0120482	0.12066	0.016489	37.4825	0.0171054	4.68568	193	1	-0.406035	0.444444	5	-0.963624	0.666667
OTU_8100	2	1	3	9.5	0.00803213	0.0368976	0	10.1667	0	11.4301	93	3	-0.923823	0	1	-0.923823	0
OTU_8148	3	0.666667	1	2.33333	0.0120482	0.0120482	1.61938e-05	3	1.61938e-05	4.24822	125	11	1	0	11	1	0
OTU_8325	1	0	1	1	0.00401606	0.00401606	0	1	0	1.54308	18	27	0	0	36	0	0
OTU_8377	2	1	9	6.5	0.00803213	0.119334	0	35.8992	0	4.071	114	1	-0.406035	0	10	0	0
OTU_842	1	0	3	4	0.00401606	0.0100402	0	2.83333	0	1.71671	42	6	-0.866025	0	6	-0.866025	0
OTU_8428	3	1	11	14.6667	0.0120482	0.120067	0	40.0076	0	39.3339	136	0	-0.385982	0	0	-0.349489	0
OTU_8598	1	0	3	4	0.00401606	0.0100402	0	2.83333	0	1.74547	44	7	-1.20605	0	7	-1.20605	0
OTU_868	1	0	12	7	0.00401606	0.0934368	0	28.9781	0	2.08913	65	5	-0.515711	0	0	-0.805345	0
OTU_87	2	0	1	1	0.00803213	0.00803213	3.23876e-05	2	3.23876e-05	2.17818	109	18	1.41421	0	21	1.41421	0
OTU_88	2	0	9	5.5	0.00803213	0.112598	0.00502008	32.7671	0.00502008	3.29777	163	2	-0.407193	0	32	0	0.5
OTU_8849	1	0	11	2	0.00401606	0.0803741	0	22.2367	0	1.59304	46	2	-0.790433	0	25	0	0
OTU_886	1	0	11	18	0.00401606	0.107756	0	34.6215	0	6.21627	95	0	-0.835586	0	0	-0.805345	0
OTU_8875	1	0	4	8	0.00401606	0.0316265	0	8.66667	0	2.64556	48	3	-1.23176	0	1	-1.23176	0
OTU_888	2	1	8	8.5	0.00803213	0.146091	0	41.456	0	4.88577	130	2	-0.407193	0	4	-0.163299	0
OTU_89	12	0.121212	8	6.41667	0.0481928	0.170567	0.110558	55.1274	0.10845	144.406	249	0	1.41244	0.152778	0	1.47393	0.152778
OTU_913	1	0	9	9	0.00401606	0.117753	0	34.4659	0	2.5855	86	1	-0.779587	0	2	-1.09322	0
OTU_944	5	0.9	3	8.8	0.0200803	0.041188	2.29412e-05	12	2.56402e-05	60.5946	161	3	0	0	1	0	0
OTU_96	1	0	8	4	0.00401606	0.120363	0	33.1917	0	1.75757	84	1	-0.779587	0	2	-1.09322	0
OTU_97	2	0	1	1	0.00803213	0.00803213	3.23876e-05	2	3.23876e-05	2.17818	109	15	1.41421	0	22	1.41421	0
OTU_98	11	0.127273	10	4.36364	0.0441767	0.125785	0.0114196	44.506	0.0120456	71.9052	230	0	0.962833	0.297521	0	1.47393	0
OTU_985	1	0	9	4	0.00401606	0.103643	0	29.0032	0	1.71136	68	4	-0.725319	0	2	-1.09322	0
OTU_9957	1	0	2	2	0.00401606	0.00535475	0	1.5	0	1.58909	30	16	-0.707107	0	19	-0.707107	0
