Node	Degree	Clustering coefficient	Eccentricity	Average neighbor degree	Degree centrality	Closeness centrality	Betweenness centrality	Harmonic centrality	Load centrality	Subgraph centrality	Mean centrality rank	Module number (greedy modularity)	Z-score (greedy modularity)	P-score (greedy modularity)	Module number (label propagation)	Z-score (label propagation)	P-score (label propagation)
OTU_138	1	0	10	3	0.00401606	0.111062	0	31.1226	0	1.70973	77	0	-0.835586	0	0	-0.805345	0
OTU_139	2	1	8	8	0.00803213	0.136311	0	39.8167	0	4.9924	122	1	-0.406035	0	40	0	0.5
OTU_14	10	0.111111	8	5.3	0.0401606	0.146529	0.0640263	48.7833	0.0639389	33.6039	240	1	2.58238	0	10	1.82574	0.64
OTU_140	4	0.166667	7	4.75	0.0160643	0.148759	0.04768	43.431	0.0475896	6.40975	224	1	-0.0324828	0.375	2	0.468521	0
OTU_141	22	0.147186	10	6.45455	0.0883534	0.146749	0.0578157	57.1079	0.0559749	596.501	248	0	3.88526	0	0	3.98114	0
OTU_14293	1	0	1	1	0.00401606	0.00401606	0	1	0	1.54308	11	26	0	0	35	0	0
OTU_143	6	0.133333	11	5.66667	0.0240964	0.120363	0.0103031	41.3409	0.0103139	31.1693	219	0	0.288426	0	0	0.334294	0
OTU_14351	6	0.466667	10	12.6667	0.0240964	0.140222	0.00381004	47.0246	0.00342	117.279	225	0	0.288426	0	0	0.334294	0
OTU_14565	2	1	10	10	0.00803213	0.122475	0	38.3393	0	8.85983	119	0	-0.610784	0	0	-0.577417	0
OTU_14601	3	1	4	6.66667	0.0120482	0.0347271	0	10.0833	0	14.3069	101	3	-0.615882	0	1	-0.615882	0
OTU_14617	2	1	2	2.5	0.00803213	0.00903614	0	2.5	0	2.78298	63	12	0	0	14	0	0
OTU_1469	1	0	10	10	0.00401606	0.102771	0	30.9698	0	2.32694	82	1	-0.779587	0	5	-0.963624	0
OTU_14733	2	1	2	3.5	0.00803213	0.0125502	0	3.5	0	2.93812	78	8	0	0	9	0	0
OTU_14736	10	0.422222	3	6.7	0.0401606	0.0536692	0.0010882	15.3333	0.00108382	133.99	183	3	1.5397	0	1	1.5397	0
OTU_148	1	0	10	5	0.00401606	0.0901614	0	25.6766	0	1.75527	59	4	-0.725319	0	13	-0.57735	0
OTU_1488	1	0	1	1	0.00401606	0.00401606	0	1	0	1.54308	8	23	0	0	31	0	0
OTU_15	2	1	2	3	0.00803213	0.00903614	0	2.5	0	3.01859	69	11	-1	0	11	-1	0
OTU_150	1	0	1	1	0.00401606	0.00401606	0	1	0	1.54308	1	24	0	0	26	0	0
OTU_151	1	0	1	1	0.00401606	0.00401606	0	1	0	1.54308	11	28	0	0	41	0	0
OTU_1580	1	0	2	2	0.00401606	0.00535475	0	1.5	0	1.58909	27	18	-0.707107	0	21	-0.707107	0
OTU_161	1	0	11	2	0.00401606	0.0880495	0	25.1335	0	1.59745	52	1	-0.779587	0	43	0	0
OTU_16162	2	1	1	2	0.00803213	0.00803213	0	2	0	2.70827	56	14	0	0	17	0	0
OTU_1646	1	0	11	18	0.00401606	0.107756	0	34.6215	0	6.21627	95	0	-0.835586	0	0	-0.805345	0
OTU_16473	2	1	2	3	0.00803213	0.00903614	0	2.5	0	3.01859	70	11	-1	0	11	-1	0
OTU_16676	1	0	11	11	0.00401606	0.104866	0	32.2977	0	3.06834	85	0	-0.835586	0	0	-0.805345	0
OTU_167	7	0.142857	7	7.14286	0.0281124	0.182341	0.118269	54.2095	0.115574	23.1576	241	2	0.742528	0.44898	18	1.41421	0.77551
OTU_16896	2	0	10	7.5	0.00803213	0.107048	0.000199048	32.931	0.000204114	3.75402	153	1	-0.406035	0	5	-0.2965	0
OTU_170	2	0	9	2	0.00803213	0.105318	0.00502008	29.9353	0.00502008	2.29768	157	4	0.131876	0	37	0	0.5
OTU_17207	2	0	10	8	0.00803213	0.122016	0.0024761	37.8393	0.00249619	6.03119	171	5	-0.515711	0.5	0	-0.577417	0
OTU_176	5	0	9	2	0.0200803	0.105204	0.0342661	32.3032	0.0342661	5.06038	195	4	2.70346	0	13	1.73205	0.56
OTU_180	9	0.138889	6	6	0.0361446	0.179002	0.104734	54.0333	0.104687	28.6243	243	1	1.46172	0.345679	2	1.50968	0.518519
OTU_1802	1	0	1	1	0.00401606	0.00401606	0	1	0	1.54308	6	27	0	0	36	0	0
OTU_185	7	0.52381	9	9.14286	0.0281124	0.143306	0.00282447	46.3647	0.00277235	118.997	227	0	0.513228	0	0	0.562222	0
OTU_18617	3	0.666667	3	9.33333	0.0120482	0.0393574	1.65537e-05	11	1.67336e-05	21.4628	145	3	-0.615882	0	1	-0.615882	0
OTU_18671	5	0.1	7	5.6	0.0200803	0.151762	0.0257112	45.5143	0.0263208	9.50801	229	1	-0.0324828	0.56	2	0.468521	0.32
OTU_18685	1	0	9	6	0.00401606	0.137849	0	38.1587	0	2.05793	97	2	-0.790433	0	4	-0.612372	0
OTU_187	9	0.222222	8	5.55556	0.0361446	0.144793	0.0344989	47.2833	0.0346007	37.0145	236	1	2.20883	0	2	2.55084	0.197531
OTU_188	2	1	4	8	0.00803213	0.0340593	0	9.75	0	8.53061	91	3	-0.923823	0	1	-0.923823	0
OTU_189	8	0.357143	10	9.75	0.0321285	0.140828	0.00734052	48.0246	0.00740405	148.952	234	0	0.738031	0	0	0.790149	0
OTU_19	2	1	1	2	0.00803213	0.00803213	0	2	0	2.70827	55	14	0	0	17	0	0
OTU_190	2	0	10	3.5	0.00803213	0.10234	0.000125232	30.7365	0.000140481	2.7506	140	1	-0.406035	0	34	0	0.5
OTU_19287	4	0.833333	11	12.25	0.0160643	0.120512	1.66845e-05	40.7576	2.3134e-05	54.553	182	0	-0.161179	0	0	-0.121561	0
OTU_19459	2	0	8	7.5	0.00803213	0.136501	0.00502008	39.9833	0.00502008	3.98197	180	1	-0.406035	0	24	0	0.5
OTU_19652	1	0	1	1	0.00401606	0.00401606	0	1	0	1.54308	22	20	0	0	45	0	0
OTU_1973	1	0	8	14	0.00401606	0.145873	0	40.956	0	2.98236	111	2	-0.790433	0	4	-0.612372	0
OTU_2	2	1	2	2.5	0.00803213	0.00903614	0	2.5	0	2.78298	64	12	0	0	14	0	0
OTU_20178	1	0	4	8	0.00401606	0.0316265	0	8.66667	0	2.64556	50	3	-1.23176	0	1	-1.23176	0
OTU_202	8	0.178571	7	5.625	0.0321285	0.157637	0.0370788	48.3881	0.0375437	26.2862	237	2	1.50901	0.21875	3	1.11378	0.40625
OTU_204	1	0	4	10	0.00401606	0.0310717	0	8.75	0	3.48439	58	3	-1.23176	0	1	-1.23176	0
OTU_205	3	0.333333	9	5	0.0120482	0.134807	0.00502008	39.9813	0.00502008	6.71707	197	0	-0.385982	0	0	-0.349489	0
OTU_207	2	0	10	7.5	0.00803213	0.107048	0.000199048	32.931	0.000204114	3.75402	153	1	-0.406035	0	5	-0.2965	0
OTU_20797	5	0.2	9	6	0.0200803	0.122475	0.0185762	39.7825	0.0184067	11.891	218	1	0.341069	0.32	2	-0.572637	0.72
OTU_208	2	1	11	11.5	0.00803213	0.108234	0	35.4548	0	12.1223	115	0	-0.610784	0	0	-0.577417	0
OTU_20810	4	0.5	8	6.5	0.0160643	0.12843	0.0136249	38.381	0.0134117	11.6175	211	2	0.359288	0	3	0.159111	0
OTU_21	14	0.10989	7	5.28571	0.0562249	0.173597	0.141966	56.4714	0.139021	62.8546	247	1	3.70304	0.132653	2	2.03026	0.704082
OTU_210	1	0	1	1	0.00401606	0.00401606	0	1	0	1.54308	20	21	0	0	28	0	0
OTU_211	1	0	10	5	0.00401606	0.0901614	0	25.6766	0	1.75527	59	4	-0.725319	0	13	-0.57735	0
OTU_21239	1	0	11	5	0.00401606	0.088528	0	25.8406	0	1.8328	62	9	-2	0	8	-2	0
OTU_21262	4	0.166667	2	1.75	0.0160643	0.0167336	0.000226713	4.5	0.000226713	4.4741	149	6	1.73205	0	6	1.73205	0
OTU_214	4	0.333333	8	6.25	0.0160643	0.128261	0.0012944	38.2976	0.00125004	11.0017	194	2	0.359288	0	3	-0.318223	0.375
OTU_21434	5	0.5	7	8.8	0.0200803	0.155629	0.016891	47.3667	0.0194682	21.0535	232	1	0.714621	0	2	0.468521	0.32
OTU_215	4	0.666667	8	9.25	0.0160643	0.141032	0.00406764	43.3833	0.00392706	16.7277	216	1	0.341069	0	2	-0.0520579	0.375
OTU_21522	2	1	9	8	0.00803213	0.130487	0	37.654	0	4.95979	118	2	-0.407193	0	3	-0.795557	0
OTU_216	2	1	2	3.5	0.00803213	0.0125502	0	3.5	0	2.93812	79	6	0	0	6	0	0
OTU_21739	1	0	2	2	0.00401606	0.00535475	0	1.5	0	1.58909	31	13	-0.707107	0	16	-0.707107	0
OTU_21867	1	0	1	1	0.00401606	0.00401606	0	1	0	1.54308	11	22	0	0	29	0	0
OTU_21915	4	0.333333	2	2.25	0.0160643	0.0167336	0.000161938	4.5	0.000161938	5.29717	146	7	1.50756	0	7	1.50756	0
OTU_21929	2	1	8	8	0.00803213	0.136311	0	39.8167	0	4.9924	121	1	-0.406035	0	40	0	0.5
OTU_221	1	0	9	3	0.00401606	0.112468	0	31.4825	0	1.67628	79	1	-0.779587	0	23	-0.707107	0
OTU_22242	3	0.333333	2	2.33333	0.0120482	0.0143431	0.00012955	4	0.00012955	3.65483	134	6	0.866025	0	6	0.866025	0
OTU_223	3	0.333333	8	6.66667	0.0120482	0.138239	0.00207488	41.2333	0.00216148	6.75851	200	1	-0.0324828	0	2	-0.0520579	0
OTU_22338	6	0.4	10	12.1667	0.0240964	0.129108	0.0017483	45.106	0.00198094	99.9402	223	0	0.288426	0	0	0.334294	0
OTU_22489	1	0	1	1	0.00401606	0.00401606	0	1	0	1.54308	11	25	0	0	33	0	0
OTU_225	3	0.666667	3	6.66667	0.0120482	0.0376826	1.07959e-05	10.6667	1.07959e-05	12.8483	141	3	-0.615882	0	1	-0.615882	0
OTU_22506	1	0	1	1	0.00401606	0.00401606	0	1	0	1.54308	3	21	0	0	28	0	0
OTU_2269	1	0	10	2	0.00401606	0.113382	0	30.7722	0	1.60072	72	2	-0.790433	0	30	0	0
OTU_22802	1	0	2	2	0.00401606	0.00535475	0	1.5	0	1.58909	27	13	-0.707107	0	16	-0.707107	0
OTU_22899	1	0	3	4	0.00401606	0.0100402	0	2.83333	0	1.71671	40	8	-0.866025	0	9	-0.866025	0
OTU_2293	8	0.607143	3	7.875	0.0321285	0.0478671	0.000267571	14	0.00026279	117.832	173	3	0.923823	0	1	0.923823	0
OTU_22981	3	0.666667	8	8	0.0120482	0.134436	7.34119e-05	39.1155	7.55711e-05	9.19629	175	2	-0.0239525	0	3	-0.318223	0
OTU_23	2	0	10	2	0.00803213	0.0921159	0.00502008	26.3837	0.00502008	2.32941	147	2	-0.407193	0	25	0	0.5
OTU_232	3	0.333333	9	4.66667	0.0120482	0.119627	0.00997539	36.5659	0.00997539	4.87948	184	1	-0.0324828	0	10	0	0.444444
OTU_23325	1	0	1	1	0.00401606	0.00401606	0	1	0	1.54308	3	19	0	0	39	0	0
OTU_23377	1	0	10	13	0.00401606	0.121712	0	37.1393	0	6.45236	102	0	-0.835586	0	0	-0.805345	0
OTU_234	1	0	2	2	0.00401606	0.00535475	0	1.5	0	1.58909	27	16	-0.707107	0	19	-0.707107	0
OTU_2373	1	0	3	2	0.00401606	0.00713967	0	2.16667	0	1.59218	33	10	-0.75	0	44	0	0
OTU_238	7	0.0952381	11	4	0.0281124	0.109691	0.0152122	38.4381	0.0152699	19.1354	213	5	2.37227	0.408163	0	0.562222	0
OTU_240	8	0.285714	10	8.75	0.0321285	0.129622	0.0168465	46.2726	0.0168163	96.6443	233	0	0.513228	0.21875	0	0.790149	0
OTU_24085	1	0	1	1	0.00401606	0.00401606	0	1	0	1.54308	1	29	0	0	42	0	0
OTU_24090	10	0.266667	3	5.3	0.0401606	0.0478671	0.00128851	14.6667	0.00129006	95.1535	181	3	1.5397	0	1	1.5397	0
OTU_244	5	0.6	10	9	0.0200803	0.134067	0.000137956	42.6079	0.000140571	68.8851	206	0	0.0636233	0	0	0.106366	0
OTU_24435	1	0	3	4	0.00401606	0.0100402	0	2.83333	0	1.71671	41	8	-0.866025	0	9	-0.866025	0
OTU_24474	4	0.5	11	14.75	0.0160643	0.121864	0.000531317	41.9242	0.000479661	55.7619	203	0	-0.161179	0	0	-0.121561	0
OTU_245	4	0.666667	8	9.25	0.0160643	0.141032	0.00406764	43.3833	0.00392706	16.7277	217	1	0.341069	0	2	-0.0520579	0.375
OTU_24581	2	0	2	2	0.00803213	0.0107095	9.71628e-05	3	9.71628e-05	2.27953	116	10	0.5	0	44	0	0.5
OTU_24660	3	0	8	5.33333	0.0120482	0.136884	0.0100078	40.65	0.0100078	4.79351	201	1	-0.0324828	0	23	1.41421	0.444444
OTU_24748	4	0.333333	10	7	0.0160643	0.123403	0.00749618	40.006	0.00751627	14.3071	208	5	0.206284	0.5	0	-0.121561	0
OTU_25	1	0	11	4	0.00401606	0.103205	0	30.5977	0	1.88696	71	5	-0.515711	0	0	-0.805345	0
OTU_25249	3	1	11	15.3333	0.0120482	0.120215	0	40.1742	0	42.6507	137	0	-0.385982	0	0	-0.349489	0
OTU_25345	2	1	11	14	0.00803213	0.119627	0	39.1742	0	15.7833	120	0	-0.610784	0	0	-0.577417	0
OTU_25392	3	0.333333	2	2.66667	0.0120482	0.0143431	0.00012955	4	0.00012955	3.91004	135	7	0.603023	0	7	0.603023	0
OTU_25972	3	1	11	15.3333	0.0120482	0.120215	0	40.1742	0	42.6507	137	0	-0.385982	0	0	-0.349489	0
OTU_26	1	0	8	14	0.00401606	0.145873	0	40.956	0	2.98236	111	2	-0.790433	0	4	-0.612372	0
OTU_264	1	0	10	2	0.00401606	0.0902446	0	24.8095	0	1.59247	53	4	-0.725319	0	37	0	0
OTU_269	1	0	9	10	0.00401606	0.118899	0	35.1492	0	2.53543	87	1	-0.779587	0	10	-0.912871	0
OTU_276	1	0	9	12	0.00401606	0.134251	0	38.8147	0	3.99943	105	0	-0.835586	0	0	-0.805345	0
OTU_279	1	0	2	2	0.00401606	0.00535475	0	1.5	0	1.58909	25	15	-0.707107	0	22	-0.707107	0
OTU_2822	1	0	10	2	0.00401606	0.0955376	0	26.5456	0	1.61379	57	2	-0.790433	0	32	0	0
OTU_285	3	0	8	3.66667	0.0120482	0.12611	0.0133059	37.0321	0.0133963	3.65411	189	4	0.131876	0.444444	2	-0.572637	0.444444
OTU_287	2	0	10	3.5	0.00803213	0.102771	0.000176513	30.9532	0.000198374	2.78612	142	1	-0.406035	0	34	0	0.5
OTU_292	1	0	8	2	0.00401606	0.114444	0	31.0702	0	1.60893	76	1	-0.779587	0	27	0	0
OTU_2932	1	0	1	1	0.00401606	0.00401606	0	1	0	1.54308	8	23	0	0	31	0	0
OTU_2953	2	0	10	3	0.00803213	0.10234	0.00502008	30.7365	0.00502008	2.52447	156	1	-0.406035	0	43	0	0.5
OTU_299	2	0	8	10	0.00803213	0.156627	0.00606571	45.1274	0.00622191	8.71158	207	2	-0.790433	0.5	18	-0.707107	0.5
OTU_301	1	0	11	2	0.00401606	0.0868755	0	24.3835	0	1.59306	47	1	-0.779587	0	38	0	0
OTU_302	1	0	9	2	0.00401606	0.11221	0	31.2325	0	1.62614	75	1	-0.779587	0	24	0	0
OTU_31	4	0.166667	2	1.75	0.0160643	0.0167336	0.000226713	4.5	0.000226713	4.4741	148	8	1.73205	0	9	1.73205	0
OTU_32	2	0	9	6	0.00803213	0.118899	0.000148443	35.573	0.000155865	3.91911	159	1	-0.406035	0	2	-0.572637	0
OTU_321	2	0	8	9	0.00803213	0.148083	0.00208317	42.3393	0.0021235	4.40448	191	2	-0.407193	0	4	-0.612372	0.5
OTU_329	3	0.666667	3	8.33333	0.0120482	0.0393574	1.90213e-05	11	2.38409e-05	16.6931	144	3	-0.615882	0	1	-0.615882	0
OTU_348	3	0.666667	8	6	0.0120482	0.14631	1.61938e-05	41.956	1.61938e-05	6.63148	179	2	-0.0239525	0	4	0.285774	0
OTU_35	14	0.0769231	7	4.57143	0.0562249	0.189777	0.146416	58.9929	0.148002	47.7797	246	2	3.42521	0.244898	4	2.98021	0.540816
OTU_36	1	0	12	7	0.00401606	0.0934368	0	28.9781	0	2.08913	65	5	-0.515711	0	0	-0.805345	0
OTU_374	1	0	1	1	0.00401606	0.00401606	0	1	0	1.54308	11	22	0	0	29	0	0
OTU_376	1	0	11	3	0.00401606	0.079266	0	22.4831	0	1.64649	50	4	-0.725319	0	12	-1	0
OTU_378	1	0	10	13	0.00401606	0.120512	0	36.606	0	6.19349	100	0	-0.835586	0	0	-0.805345	0
OTU_38	2	0	11	2	0.00803213	0.0793948	0.00502008	23.1498	0.00502008	2.28648	143	4	0.131876	0	12	1	0
OTU_382	6	0.466667	10	11	0.0240964	0.139422	0.00580304	46.3579	0.00560273	98.2886	228	0	0.288426	0	0	0.334294	0
OTU_386	1	0	7	9	0.00401606	0.139422	0	38.7333	0	2.40106	98	1	-0.779587	0	2	-1.09322	0
OTU_39	1	0	2	2	0.00401606	0.00535475	0	1.5	0	1.58909	32	15	-0.707107	0	22	-0.707107	0
OTU_4	3	0.666667	1	2.33333	0.0120482	0.0120482	1.61938e-05	3	1.61938e-05	4.24822	126	11	1	0	11	1	0
OTU_40	2	1	8	9	0.00803213	0.127259	0	36.831	0	5.93422	117	2	-0.407193	0	3	-0.795557	0
OTU_41	3	0.333333	9	3.66667	0.0120482	0.107638	0.00997539	31.7385	0.00997539	4.76955	172	2	-0.0239525	0	3	-0.795557	0.444444
OTU_42	3	0.666667	2	3	0.0120482	0.0143431	3.23876e-05	4	3.23876e-05	4.44631	131	7	0.603023	0	7	0.603023	0
OTU_422	1	0	9	6	0.00401606	0.127758	0	35.5468	0	2.0328	90	2	-0.790433	0	3	-1.27289	0
OTU_423	9	0.166667	9	9.66667	0.0361446	0.149442	0.05507	51.0647	0.0555459	119.239	244	0	0.513228	0.345679	0	1.01808	0
OTU_43	3	0.333333	2	2.33333	0.0120482	0.0143431	0.00012955	4	0.00012955	3.65483	133	8	0.866025	0	9	0.866025	0
OTU_440	4	0.166667	8	6.75	0.0160643	0.144793	0.0102239	44.0726	0.010909	8.61185	222	1	0.341069	0	2	-0.0520579	0.375
OTU_45	1	0	1	1	0.00401606	0.00401606	0	1	0	1.54308	16	26	0	0	35	0	0
OTU_462	1	0	11	8	0.00401606	0.107519	0	33.5215	0	3.20705	88	0	-0.835586	0	0	-0.805345	0
OTU_464	5	0.5	11	10.8	0.0200803	0.121109	0.00108436	41.7576	0.00138688	59.1892	210	0	0.0636233	0	0	0.106366	0
OTU_47	3	0.666667	11	4	0.0120482	0.0887692	4.31835e-05	27.0073	4.31835e-05	5.40268	150	9	0	0	8	0	0
OTU_475	1	0	12	6	0.00401606	0.10107	0	30.9394	0	2.16583	73	0	-0.835586	0	0	-0.805345	0
OTU_478	1	0	1	1	0.00401606	0.00401606	0	1	0	1.54308	3	28	0	0	41	0	0
OTU_487	5	0.7	9	10.2	0.0200803	0.141235	0.000481586	44.548	0.000539094	74.5374	221	0	0.0636233	0	0	0.106366	0
OTU_4888	3	0.666667	11	13.6667	0.0120482	0.121109	0.000163004	40.7576	0.000166041	30.1859	186	0	-0.385982	0	0	-0.349489	0
OTU_49	2	0	10	2	0.00803213	0.100758	0.00502008	29.4532	0.00502008	2.33104	151	1	-0.406035	0	38	0	0.5
OTU_492	1	0	12	7	0.00401606	0.0934368	0	28.9781	0	2.08913	65	5	-0.515711	0	0	-0.805345	0
OTU_5	7	0.428571	2	7.57143	0.0281124	0.0506024	0.000734942	14	0.000742711	71.9505	176	3	0.615882	0	1	0.615882	0
OTU_50	8	0.178571	3	5.25	0.0321285	0.0491968	0.00202441	14.1667	0.00202845	51.4661	178	3	0.923823	0	1	0.923823	0
OTU_503	2	0	1	1	0.00803213	0.00803213	3.23876e-05	2	3.23876e-05	2.17818	107	16	1.41421	0	19	1.41421	0
OTU_514	4	0.666667	10	12	0.0160643	0.134436	0.0002294	42.3079	0.000273299	66.4716	208	0	-0.161179	0	0	-0.121561	0
OTU_529	4	0.833333	10	9.25	0.0160643	0.133518	0.000192514	41.6246	0.000235513	45.9391	201	0	-0.161179	0	0	-0.121561	0
OTU_53	4	0.666667	11	3.75	0.0160643	0.0897474	0.000152299	28.2573	0.00015564	7.68881	162	9	1	0	8	1	0
OTU_55	3	0.333333	10	9	0.0120482	0.133883	0.00447435	41.6079	0.00497719	21.3768	205	0	-0.385982	0	0	-0.349489	0
OTU_560	1	0	3	3	0.00401606	0.00912742	0	2.66667	0	1.66543	38	6	-0.866025	0	6	-0.866025	0
OTU_5678	2	0	11	14.5	0.00803213	0.110062	0.000196398	37.1881	0.000225711	11.9107	165	0	-0.610784	0	0	-0.577417	0
OTU_5730	5	0.7	10	9.2	0.0200803	0.123403	6.33358e-05	40.306	6.36956e-05	71.5829	195	0	0.0636233	0	0	0.106366	0
OTU_576	1	0	11	8	0.00401606	0.115118	0	34.7742	0	3.85563	91	0	-0.835586	0	0	-0.805345	0
OTU_5766	1	0	2	3	0.00401606	0.00722892	0	2	0	1.66111	34	12	-1.41421	0	14	-1.41421	0
OTU_579	1	0	1	1	0.00401606	0.00401606	0	1	0	1.54308	18	19	0	0	39	0	0
OTU_58	4	0.333333	10	4.25	0.0160643	0.103863	0.00894246	33.0365	0.0087877	6.87526	187	9	0	0.375	8	0	0.375
OTU_5886	6	0.6	3	6.33333	0.0240964	0.0393574	0.000138161	12	0.000145744	52.4832	164	3	0.307941	0	1	0.307941	0
OTU_59	6	0.6	10	9.66667	0.0240964	0.134807	0.000522739	43.3079	0.000715634	106.449	220	0	0.288426	0	0	0.334294	0
OTU_597	8	0.571429	3	8	0.0321285	0.0478671	0.000288211	14	0.000280153	118.514	174	3	0.923823	0	1	0.923823	0
OTU_6	2	1	1	2	0.00803213	0.00803213	0	2	0	2.70827	54	14	0	0	17	0	0
OTU_600	2	0	10	7.5	0.00803213	0.107048	0.000199048	32.931	0.000204114	3.75402	153	1	-0.406035	0	5	-0.2965	0
OTU_608	1	0	12	2	0.00401606	0.0705158	0	19.7768	0	1.5923	45	4	-0.725319	0	12	-1	0
