Node	Degree	Clustering coefficient	Eccentricity	Average neighbor degree	Degree centrality	Closeness centrality	Betweenness centrality	Harmonic centrality	Load centrality	Subgraph centrality	Mean centrality rank	Module number (greedy modularity)	Z-score (greedy modularity)	P-score (greedy modularity)	Module number (label propagation)	Z-score (label propagation)	P-score (label propagation)
OTU_204	1	0	4	12	0.00353357	0.029402	0	9.25	0	6.68383	69	3	-1.1914	0	2	-1.1914	0
OTU_205	3	0.666667	9	7.33333	0.0106007	0.157704	0.00204625	51.9853	0.00206917	21.6585	224	0	-0.454541	0	20	0	0.444444
OTU_20668	1	0	8	18	0.00353357	0.162865	0	51.9071	0	4.69009	123	2	-0.743877	0	5	-0.494889	0
OTU_207	3	0.666667	9	8.33333	0.0106007	0.146366	0.00110853	48.5123	0.00109161	11.5843	213	1	-0.111056	0	1	-0.522035	0.444444
OTU_20797	5	0.3	9	7.2	0.0176678	0.147815	0.0208385	51.2159	0.0197888	23.3746	240	1	0.187042	0.32	1	-0.225015	0.56
OTU_208	2	1	11	13.5	0.00706714	0.12094	0	43.3207	0	33.1749	138	0	-0.638659	0	0	-0.510935	0
OTU_20810	6	0.533333	8	6.33333	0.0212014	0.14294	0.00883906	48.5393	0.00911307	33.443	235	2	0.77424	0	4	0.731925	0
OTU_21	22	0.112554	7	6.36364	0.0777385	0.224314	0.208158	80.5095	0.208661	307.036	282	1	4.65851	0.235537	1	3.93327	0.392562
OTU_210	1	0	1	1	0.00353357	0.00353357	0	1	0	1.54308	8	22	0	0	37	0	0
OTU_211	1	0	10	5	0.00353357	0.100197	0	31.7849	0	1.78225	57	4	-0.806226	0	10	-0.75	0
OTU_21239	1	0	11	5	0.00353357	0.103997	0	33.2508	0	1.83771	61	5	-1.12022	0	6	-1.12022	0
OTU_21262	5	0.1	8	2.4	0.0176678	0.137106	0.0239832	45.3071	0.0239832	5.86146	223	6	1.73205	0.32	9	1.73205	0.32
OTU_214	5	0.6	8	6.8	0.0176678	0.142486	0.000333308	47.7893	0.000330489	27.5444	220	2	0.470616	0	4	0	0.32
OTU_21434	5	0.5	7	11	0.0176678	0.179871	0.00613126	60.0119	0.00630313	43.7172	259	1	0.48514	0	1	0.369025	0
OTU_215	5	0.8	8	11	0.0176678	0.175181	0.000221401	58.5869	0.000315348	55.0957	239	1	0.48514	0	1	0.369025	0
OTU_21522	2	1	9	9.5	0.00706714	0.148962	0	48.3508	0	7.68856	145	2	-0.440254	0	4	-0.731925	0
OTU_216	2	1	9	4	0.00706714	0.114645	0	36.4278	0	3.03384	98	6	0	0	9	0	0
OTU_21739	1	0	2	2	0.00353357	0.00471143	0	1.5	0	1.58909	31	14	-0.707107	0	21	-0.707107	0
OTU_21867	1	0	1	1	0.00353357	0.00353357	0	1	0	1.54308	22	24	0	0	39	0	0
OTU_21915	4	0.5	11	2.75	0.0141343	0.0919671	0.00486179	30.4838	0.00486179	6.4684	177	7	1.06904	0	8	1.06904	0
OTU_21929	2	1	8	12	0.00706714	0.169651	0	54.7631	0	10.0903	158	1	-0.409154	0	1	-0.522035	0
OTU_22049	1	0	2	3	0.00353357	0.00636042	0	2	0	1.63819	43	10	-0.57735	0	12	-0.57735	0
OTU_221	1	0	9	3	0.00353357	0.136688	0	42.4254	0	1.73355	86	1	-0.707252	0	25	-0.707107	0
OTU_22242	3	0.333333	9	2.66667	0.0106007	0.114743	0.00486179	36.9278	0.00486179	3.75482	172	6	0.866025	0	9	0.866025	0
OTU_223	5	0.2	7	7	0.0176678	0.17773	0.0123548	58.819	0.0125068	18.7556	257	1	0.187042	0.32	1	0.0720049	0.32
OTU_22338	11	0.436364	10	12	0.0388693	0.146846	0.00395922	58.5266	0.00440335	919.833	253	0	1.0184	0	0	1.13978	0.165289
OTU_22489	1	0	1	1	0.00353357	0.00353357	0	1	0	1.54308	5	26	0	0	43	0	0
OTU_225	4	0.833333	3	9.5	0.0141343	0.0371025	8.35359e-06	11.8333	8.35359e-06	63.0939	169	3	-0.435317	0	2	-0.435317	0
OTU_22506	1	0	1	1	0.00353357	0.00353357	0	1	0	1.54308	16	22	0	0	37	0	0
OTU_2269	1	0	10	3	0.00353357	0.136134	0	42.075	0	1.70823	83	2	-0.743877	0	33	0	0
OTU_22802	1	0	2	2	0.00353357	0.00471143	0	1.5	0	1.58909	31	14	-0.707107	0	21	-0.707107	0
OTU_22899	1	0	9	5	0.00353357	0.136827	0	42.271	0	1.81708	87	8	-0.866025	0	7	-0.866025	0
OTU_2293	8	0.75	3	9.25	0.0282686	0.0421163	7.36309e-05	14	7.28851e-05	278.514	185	3	0.572786	0	2	0.572786	0
OTU_22981	3	1	8	9.66667	0.0106007	0.154441	0	50.0869	0	16.392	157	2	-0.136631	0	4	-0.365963	0
OTU_23	2	0	10	2	0.00706714	0.101868	0.00486179	32.5639	0.00486179	2.3667	166	2	-0.440254	0	34	0	0.5
OTU_232	3	0.333333	9	5.66667	0.0106007	0.144477	0.00023766	47.8325	0.000250608	7.42927	200	1	-0.111056	0	1	-0.225015	0
OTU_23325	1	0	1	1	0.00353357	0.00353357	0	1	0	1.54308	8	19	0	0	46	0	0
OTU_23377	1	0	10	19	0.00353357	0.138092	0	46.7766	0	29.9624	121	0	-0.822777	0	3	-1.15421	0
OTU_234	1	0	2	3	0.00353357	0.00636042	0	2	0	1.63819	42	10	-0.57735	0	12	-0.57735	0
OTU_2373	1	0	3	2	0.00353357	0.0062819	0	2.16667	0	1.59218	44	9	-0.75	0	50	0	0
OTU_238	11	0.163636	10	5.54545	0.0388693	0.143398	0.0211789	54.9433	0.0212823	210.506	262	0	1.0184	0	0	1.13978	0.165289
OTU_240	10	0.422222	10	10.5	0.0353357	0.145731	0.00669697	57.0266	0.00670665	635.651	260	0	0.834285	0	0	0.933438	0.18
OTU_24085	1	0	1	1	0.00353357	0.00353357	0	1	0	1.54308	13	32	0	0	30	0	0
OTU_24090	12	0.363636	3	6.58333	0.0424028	0.0472213	0.00104861	16	0.00104824	345.237	205	3	1.58089	0	2	1.58089	0
OTU_244	6	0.666667	10	12.8333	0.0212014	0.159388	0.000154246	56.8083	0.000149734	481.183	238	0	0.0978127	0	0	-0.304596	0.5
OTU_24435	1	0	9	5	0.00353357	0.136827	0	42.271	0	1.81708	88	8	-0.866025	0	7	-0.866025	0
OTU_24474	6	0.733333	11	14.1667	0.0212014	0.137951	0.000151476	51.8528	0.000152405	378.354	228	0	0.0978127	0	0	0.314421	0
OTU_245	4	1	8	12.75	0.0141343	0.173149	0	57.5798	0	44.7379	173	1	0.187042	0	1	0.0720049	0
OTU_24581	2	0	2	2	0.00706714	0.00942285	7.51823e-05	3	7.51823e-05	2.27953	143	9	0.5	0	50	0	0.5
OTU_24660	3	0	8	8	0.0106007	0.170297	0.00969852	55.5964	0.00969852	8.97185	237	1	-0.111056	0	25	1.41421	0.444444
OTU_24748	5	0.6	10	9.2	0.0176678	0.140991	0.00486179	50.5266	0.00486179	105.812	230	0	-0.0863053	0	0	0.108082	0
OTU_25	1	0	11	5	0.00353357	0.117144	0	38.5874	0	2.8922	80	0	-0.822777	0	0	-0.717274	0
OTU_25114	2	1	8	10.5	0.00706714	0.163063	0	52.4071	0	7.22876	153	2	-0.440254	0	5	-0.116445	0
OTU_25249	3	1	11	17.6667	0.0106007	0.135996	0	49.1361	0	133.293	155	0	-0.454541	0	0	-0.304596	0
OTU_25345	2	1	11	17	0.00706714	0.135311	0	47.9695	0	60.1699	144	0	-0.638659	0	0	-0.510935	0
OTU_25392	4	0.5	10	3	0.0141343	0.105715	0.0191464	34.977	0.0191464	6.53771	201	7	1.06904	0	8	1.06904	0
OTU_25972	6	0.666667	11	12.8333	0.0212014	0.137668	8.87569e-05	51.6028	9.91989e-05	326.59	224	0	0.0978127	0	0	0.314421	0
OTU_26	1	0	8	18	0.00353357	0.162865	0	51.9071	0	4.69009	125	2	-0.743877	0	5	-0.494889	0
OTU_264	1	0	8	3	0.00353357	0.121706	0	37.4274	0	1.65261	73	4	-0.806226	0	49	0	0
OTU_269	1	0	9	11	0.00353357	0.143705	0	46.3325	0	3.47081	103	1	-0.707252	0	1	-0.819056	0
OTU_276	1	0	9	16	0.00353357	0.156237	0	50.3187	0	14.3395	130	0	-0.822777	0	3	-1.15421	0
OTU_279	2	0	2	1.5	0.00706714	0.00795053	5.01215e-05	2.5	5.01215e-05	2.22726	141	12	1	0	16	1	0
OTU_2822	1	0	10	3	0.00353357	0.108533	0	33.9683	0	1.74674	60	2	-0.743877	0	4	-1.09789	0
OTU_285	3	0	8	4.33333	0.0106007	0.141734	0.00546241	46.3702	0.00555409	3.93265	203	4	0	0.444444	13	-0.57735	0.666667
OTU_287	3	0	10	2.66667	0.0106007	0.12226	0.0049501	40.5052	0.00495368	3.87249	186	1	-0.111056	0	27	1.41421	0.444444
OTU_292	2	0	8	6.5	0.00706714	0.146526	0.000515834	47.644	0.000541243	5.04307	187	1	-0.409154	0	47	0	0.5
OTU_2932	1	0	1	1	0.00353357	0.00353357	0	1	0	1.54308	5	25	0	0	40	0	0
OTU_2953	2	0	9	4	0.00706714	0.142335	0.00486179	45.8659	0.00486179	3.51719	179	1	-0.409154	0	35	0	0.5
OTU_297	1	0	10	4	0.00353357	0.120722	0	38.3552	0	1.7492	77	5	-1.12022	0	6	-1.12022	0
OTU_299	3	0.666667	8	14	0.0106007	0.188185	0.00349527	61.0833	0.00383404	82.9505	241	0	-0.638659	0.444444	3	-0.913223	0.444444
OTU_3	1	0	2	2	0.00353357	0.00471143	0	1.5	0	1.58909	38	16	-0.707107	0	26	-0.707107	0
OTU_301	2	1	8	12.5	0.00706714	0.169866	0	54.9298	0	10.32	162	1	-0.409154	0	1	-0.522035	0
OTU_302	1	0	9	2	0.00353357	0.13641	0	42.1754	0	1.68216	84	1	-0.707252	0	42	0	0
OTU_31	5	0.1	8	3.6	0.0176678	0.170513	0.0239832	55.5	0.0239832	8.27745	250	8	1.73205	0.32	7	1.73205	0.32
OTU_32	4	0.333333	8	9.75	0.0141343	0.172927	0.0051645	57.2464	0.00523352	23.7839	246	1	0.187042	0	1	0.0720049	0
OTU_321	2	0	8	11.5	0.00706714	0.165066	0.00130817	53.4571	0.00139818	7.02382	217	2	-0.440254	0	5	-0.494889	0.5
OTU_329	3	1	3	10.3333	0.0106007	0.0362396	0	11.3333	0	40.3794	118	3	-0.687343	0	2	-0.687343	0
OTU_348	4	0.333333	8	6.75	0.0141343	0.164259	0.000802223	53.9905	0.000924116	12.2015	229	2	0.166993	0	5	0.262	0.375
OTU_35	18	0.0915033	7	5.38889	0.0636042	0.212938	0.0817182	75.3524	0.0825688	151.134	280	2	3.81047	0.197531	5	3.28956	0.58642
OTU_36	1	0	11	11	0.00353357	0.118801	0	40.3207	0	4.28958	91	0	-0.822777	0	0	-0.717274	0
OTU_360	1	0	9	3	0.00353357	0.132509	0	41.0794	0	1.74488	82	2	-0.743877	0	5	-0.494889	0
OTU_363	1	0	9	13	0.00353357	0.167955	0	53.0385	0	4.61964	127	2	-0.743877	0	11	-0.57735	0
OTU_374	1	0	1	1	0.00353357	0.00353357	0	1	0	1.54308	16	24	0	0	39	0	0
OTU_376	1	0	11	3	0.00353357	0.087877	0	27.7438	0	1.64706	49	4	-0.806226	0	10	-0.75	0
OTU_378	1	0	10	15	0.00353357	0.135858	0	45.3099	0	22.1407	115	0	-0.822777	0	3	-1.15421	0
OTU_38	2	0	11	2	0.00706714	0.0879921	0.00486179	28.4105	0.00486179	2.28707	164	4	0	0	29	0	0.5
OTU_382	6	0.533333	10	13.1667	0.0212014	0.160148	0.00615489	57.475	0.0057451	361.432	257	0	0.0978127	0	0	0.108082	0.277778
OTU_386	1	0	8	9	0.00353357	0.156419	0	49.0012	0	2.78814	114	1	-0.707252	0	1	-0.819056	0
OTU_389	1	0	9	4	0.00353357	0.138377	0	43.2254	0	2.0229	97	1	-0.707252	0	1	-0.819056	0
OTU_39	1	0	3	2	0.00353357	0.00530035	0	1.83333	0	1.59061	39	12	-1	0	16	-1	0
OTU_4	3	0.666667	1	2.33333	0.0106007	0.0106007	1.25304e-05	3	1.25304e-05	4.24822	149	11	1	0	15	1	0
OTU_40	3	0.333333	8	7.33333	0.0106007	0.141734	0.00486179	46.4893	0.00486179	10.2834	209	2	-0.136631	0	4	-0.365963	0
OTU_41	3	0.333333	9	4.66667	0.0106007	0.119223	0.00967346	39.2024	0.00967346	6.89579	199	2	-0.136631	0	4	-0.731925	0.444444
OTU_42	3	1	11	3.66667	0.0106007	0.0919042	0	29.9838	0	5.55471	112	7	0.267261	0	8	0.267261	0
OTU_422	2	1	8	9.5	0.00706714	0.172041	0	54.5405	0	8.96733	161	2	-0.440254	0	17	-0.57735	0.5
OTU_423	11	0.327273	9	12.3636	0.0388693	0.172927	0.0534238	65.002	0.0550029	864.349	276	0	1.0184	0	0	0.727099	0.396694
OTU_4247	1	0	9	3	0.00353357	0.117657	0	36.7357	0	1.78389	71	2	-0.743877	0	4	-1.09789	0
OTU_43	3	0.333333	9	2.66667	0.0106007	0.137246	0.00486179	43.4377	0.00486179	3.79973	188	8	0.866025	0	7	0.866025	0
OTU_44	1	0	3	2	0.00353357	0.00530035	0	1.83333	0	1.59061	40	12	-1	0	16	-1	0
OTU_440	4	0.166667	7	9.75	0.0141343	0.183057	0.0224916	60.1262	0.0229021	16.4839	263	1	0.187042	0	1	-0.225015	0.375
