Source	Target	Weight	Flag	Module	Type
OTU_110	OTU_189	1	2	2	Undirected
OTU_110	OTU_244	1	2	2	Undirected
OTU_110	OTU_299	1	2	2	Undirected
OTU_110	OTU_378	1	2	2	Undirected
OTU_110	OTU_487	1	2	2	Undirected
OTU_110	OTU_514	1	2	2	Undirected
OTU_110	OTU_5730	1	2	2	Undirected
OTU_110	OTU_14351	1	2	2	Undirected
OTU_111	OTU_115	1	2	3	Undirected
OTU_111	OTU_176	1	2	3	Undirected
OTU_112	OTU_121	1	2	2	Undirected
OTU_112	OTU_136	1	2	2	Undirected
OTU_112	OTU_141	1	2	2	Undirected
OTU_112	OTU_185	1	2	2	Undirected
OTU_112	OTU_189	1	2	2	Undirected
OTU_112	OTU_240	1	2	2	Undirected
OTU_112	OTU_423	1	2	2	Undirected
OTU_112	OTU_487	1	2	2	Undirected
OTU_112	OTU_514	1	2	2	Undirected
OTU_112	OTU_5730	1	2	2	Undirected
OTU_112	OTU_13791	1	2	2	Undirected
OTU_112	OTU_14351	1	2	2	Undirected
OTU_112	OTU_19287	1	2	2	Undirected
OTU_112	OTU_22338	1	2	2	Undirected
OTU_112	OTU_23377	1	2	2	Undirected
OTU_115	OTU_140	1	2	-1	Undirected
OTU_115	OTU_176	1	2	3	Undirected
OTU_115	OTU_285	1	2	3	Undirected
OTU_115	OTU_985	1	2	3	Undirected
OTU_117	OTU_141	1	2	2	Undirected
OTU_117	OTU_143	1	2	2	Undirected
OTU_117	OTU_208	1	2	2	Undirected
OTU_117	OTU_382	1	2	2	Undirected
OTU_117	OTU_423	1	2	2	Undirected
OTU_117	OTU_464	1	2	2	Undirected
OTU_117	OTU_674	1	2	2	Undirected
OTU_117	OTU_750	1	2	2	Undirected
OTU_117	OTU_785	1	2	2	Undirected
OTU_117	OTU_886	1	2	2	Undirected
OTU_117	OTU_1646	1	2	2	Undirected
OTU_117	OTU_5678	1	2	2	Undirected
OTU_117	OTU_8428	1	2	2	Undirected
OTU_117	OTU_13791	1	2	2	Undirected
OTU_117	OTU_14351	1	2	2	Undirected
OTU_117	OTU_14565	1	2	2	Undirected
OTU_117	OTU_19287	1	2	2	Undirected
OTU_117	OTU_22338	1	2	2	Undirected
OTU_117	OTU_24474	1	2	2	Undirected
OTU_117	OTU_25249	1	2	2	Undirected
OTU_117	OTU_25972	1	2	2	Undirected
OTU_120	OTU_348	1	2	0	Undirected
OTU_120	OTU_360	1	2	0	Undirected
OTU_121	OTU_128	1	2	-1	Undirected
OTU_121	OTU_136	1	2	2	Undirected
OTU_121	OTU_141	1	2	2	Undirected
OTU_121	OTU_185	1	2	2	Undirected
OTU_121	OTU_189	1	2	2	Undirected
OTU_121	OTU_244	1	2	2	Undirected
OTU_121	OTU_382	1	2	2	Undirected
OTU_121	OTU_487	1	2	2	Undirected
OTU_121	OTU_514	1	2	2	Undirected
OTU_121	OTU_529	1	2	2	Undirected
OTU_121	OTU_5730	1	2	2	Undirected
OTU_121	OTU_14351	1	2	2	Undirected
OTU_126	OTU_207	1	2	1	Undirected
OTU_126	OTU_440	1	2	1	Undirected
OTU_126	OTU_600	1	2	1	Undirected
OTU_126	OTU_16896	1	2	1	Undirected
OTU_126	OTU_18800	1	2	1	Undirected
OTU_128	OTU_167	1	2	0	Undirected
OTU_128	OTU_363	1	2	0	Undirected
OTU_128	OTU_594	1	2	0	Undirected
OTU_128	OTU_612	1	2	0	Undirected
OTU_128	OTU_740	1	2	0	Undirected
OTU_128	OTU_1022	1	2	0	Undirected
OTU_128	OTU_18685	1	2	0	Undirected
OTU_131	OTU_147	1	2	0	Undirected
OTU_131	OTU_202	1	2	0	Undirected
OTU_131	OTU_214	1	2	0	Undirected
OTU_131	OTU_1370	1	2	0	Undirected
OTU_131	OTU_20810	1	2	0	Undirected
OTU_131	OTU_21522	1	2	0	Undirected
OTU_131	OTU_22981	1	2	0	Undirected
OTU_135	OTU_188	1	2	4	Undirected
OTU_135	OTU_2293	1	2	4	Undirected
OTU_135	OTU_11791	1	2	4	Undirected
OTU_135	OTU_14736	1	2	4	Undirected
OTU_135	OTU_24090	1	2	4	Undirected
OTU_136	OTU_185	1	2	2	Undirected
OTU_136	OTU_189	1	2	2	Undirected
OTU_136	OTU_514	1	2	2	Undirected
OTU_136	OTU_529	1	2	2	Undirected
OTU_136	OTU_5730	1	2	2	Undirected
OTU_137	OTU_7456	1	2	14	Undirected
OTU_138	OTU_205	1	2	2	Undirected
OTU_138	OTU_1326	1	2	2	Undirected
OTU_139	OTU_21929	1	2	1	Undirected
OTU_140	OTU_180	1	2	1	Undirected
OTU_140	OTU_18671	1	2	1	Undirected
OTU_140	OTU_21262	1	2	-1	Undirected
OTU_141	OTU_143	1	2	2	Undirected
OTU_141	OTU_189	1	2	2	Undirected
OTU_141	OTU_240	1	2	2	Undirected
OTU_141	OTU_244	1	2	2	Undirected
OTU_141	OTU_382	1	2	2	Undirected
OTU_141	OTU_423	1	2	2	Undirected
OTU_141	OTU_464	1	2	2	Undirected
OTU_141	OTU_674	1	2	2	Undirected
OTU_141	OTU_750	1	2	2	Undirected
OTU_141	OTU_4888	1	2	2	Undirected
OTU_141	OTU_8428	1	2	2	Undirected
OTU_141	OTU_13791	1	2	2	Undirected
OTU_141	OTU_14351	1	2	2	Undirected
OTU_141	OTU_19287	1	2	2	Undirected
OTU_141	OTU_22338	1	2	2	Undirected
OTU_141	OTU_24474	1	2	2	Undirected
OTU_141	OTU_25249	1	2	2	Undirected
OTU_141	OTU_25345	1	2	2	Undirected
OTU_141	OTU_25972	1	2	2	Undirected
OTU_143	OTU_464	1	2	2	Undirected
OTU_143	OTU_475	1	2	2	Undirected
OTU_143	OTU_759	1	2	2	Undirected
OTU_143	OTU_22338	1	2	2	Undirected
OTU_143	OTU_25345	1	2	2	Undirected
OTU_143	OTU_25972	1	2	2	Undirected
OTU_144	OTU_8377	1	2	1	Undirected
OTU_148	OTU_176	1	2	3	Undirected
OTU_151	OTU_478	1	2	29	Undirected
OTU_161	OTU_2953	1	2	1	Undirected
OTU_167	OTU_180	1	2	-1	Undirected
OTU_167	OTU_299	1	2	-1	Undirected
OTU_167	OTU_422	1	2	0	Undirected
OTU_167	OTU_612	1	2	0	Undirected
OTU_167	OTU_1022	1	2	0	Undirected
OTU_170	OTU_223	1	2	-1	Undirected
OTU_170	OTU_264	1	2	3	Undirected
OTU_170	OTU_285	1	2	3	Undirected
OTU_175	OTU_287	1	2	1	Undirected
OTU_176	OTU_211	1	2	3	Undirected
OTU_176	OTU_1195	1	2	3	Undirected
OTU_180	OTU_386	1	2	1	Undirected
OTU_180	OTU_628	1	2	1	Undirected
OTU_180	OTU_12094	1	2	1	Undirected
OTU_180	OTU_18671	1	2	1	Undirected
OTU_180	OTU_21434	1	2	1	Undirected
OTU_185	OTU_189	1	2	2	Undirected
OTU_185	OTU_487	1	2	2	Undirected
OTU_185	OTU_514	1	2	2	Undirected
OTU_185	OTU_529	1	2	2	Undirected
OTU_185	OTU_5730	1	2	2	Undirected
OTU_187	OTU_215	1	2	1	Undirected
OTU_187	OTU_245	1	2	1	Undirected
OTU_187	OTU_292	1	2	1	Undirected
OTU_187	OTU_695	1	2	1	Undirected
OTU_187	OTU_913	1	2	1	Undirected
OTU_187	OTU_20797	1	2	1	Undirected
OTU_187	OTU_21434	1	2	1	Undirected
OTU_188	OTU_24090	1	2	4	Undirected
OTU_189	OTU_423	1	2	2	Undirected
OTU_189	OTU_529	1	2	2	Undirected
OTU_189	OTU_576	1	2	2	Undirected
OTU_190	OTU_287	1	2	1	Undirected
OTU_190	OTU_695	1	2	1	Undirected
OTU_202	OTU_214	1	2	0	Undirected
OTU_202	OTU_1370	1	2	0	Undirected
OTU_202	OTU_18671	1	2	-1	Undirected
OTU_202	OTU_20810	1	2	0	Undirected
OTU_202	OTU_22981	1	2	0	Undirected
OTU_204	OTU_24090	1	2	4	Undirected
OTU_205	OTU_1326	1	2	2	Undirected
OTU_208	OTU_464	1	2	2	Undirected
OTU_210	OTU_22506	1	2	30	Undirected
OTU_214	OTU_321	1	2	0	Undirected
OTU_214	OTU_1370	1	2	0	Undirected
OTU_215	OTU_245	1	2	1	Undirected
OTU_216	OTU_21262	1	2	9	Undirected
OTU_216	OTU_22242	1	2	9	Undirected
OTU_221	OTU_24660	1	2	1	Undirected
OTU_223	OTU_440	1	2	1	Undirected
OTU_225	OTU_329	1	2	4	Undirected
OTU_225	OTU_24090	1	2	4	Undirected
OTU_232	OTU_8377	1	2	1	Undirected
OTU_234	OTU_503	1	2	12	Undirected
OTU_238	OTU_240	1	2	2	Undirected
OTU_238	OTU_423	1	2	2	Undirected
OTU_238	OTU_492	1	2	2	Undirected
OTU_238	OTU_868	1	2	2	Undirected
OTU_238	OTU_1249	1	2	2	Undirected
OTU_238	OTU_1326	1	2	2	Undirected
OTU_238	OTU_17207	1	2	2	Undirected
OTU_238	OTU_22338	1	2	2	Undirected
OTU_238	OTU_24748	1	2	2	Undirected
OTU_240	OTU_423	1	2	2	Undirected
OTU_240	OTU_462	1	2	2	Undirected
OTU_240	OTU_4888	1	2	2	Undirected
OTU_240	OTU_22338	1	2	2	Undirected
OTU_240	OTU_24474	1	2	2	Undirected
OTU_240	OTU_24748	1	2	2	Undirected
OTU_244	OTU_382	1	2	2	Undirected
OTU_244	OTU_487	1	2	2	Undirected
OTU_244	OTU_14351	1	2	2	Undirected
OTU_285	OTU_18671	1	2	-1	Undirected
OTU_287	OTU_20797	1	2	1	Undirected
OTU_292	OTU_12094	1	2	1	Undirected
OTU_302	OTU_19459	1	2	1	Undirected
OTU_329	OTU_24090	1	2	4	Undirected
OTU_348	OTU_888	1	2	0	Undirected
OTU_374	OTU_21867	1	2	32	Undirected
OTU_376	OTU_1195	1	2	3	Undirected
OTU_382	OTU_25249	1	2	2	Undirected
OTU_382	OTU_25972	1	2	2	Undirected
OTU_423	OTU_14565	1	2	2	Undirected
OTU_423	OTU_17207	1	2	2	Undirected
OTU_423	OTU_24748	1	2	2	Undirected
OTU_440	OTU_18671	1	2	1	Undirected
OTU_464	OTU_22338	1	2	2	Undirected
OTU_503	OTU_9957	1	2	12	Undirected
OTU_503	OTU_22049	1	2	12	Undirected
OTU_550	OTU_19287	1	2	2	Undirected
OTU_560	OTU_22242	1	2	9	Undirected
OTU_579	OTU_23325	1	2	28	Undirected
OTU_597	OTU_944	1	2	4	Undirected
OTU_597	OTU_2293	1	2	4	Undirected
OTU_597	OTU_5886	1	2	4	Undirected
OTU_597	OTU_11791	1	2	4	Undirected
OTU_597	OTU_14736	1	2	4	Undirected
OTU_597	OTU_24090	1	2	4	Undirected
OTU_628	OTU_21434	1	2	1	Undirected
OTU_651	OTU_5881	1	2	26	Undirected
OTU_691	OTU_15934	1	2	25	Undirected
OTU_695	OTU_2953	1	2	1	Undirected
OTU_695	OTU_20797	1	2	1	Undirected
OTU_750	OTU_25972	1	2	2	Undirected
OTU_804	OTU_1325	1	2	5	Undirected
OTU_804	OTU_1338	1	2	5	Undirected
OTU_804	OTU_24581	1	2	5	Undirected
OTU_842	OTU_21262	1	2	9	Undirected
OTU_888	OTU_25114	1	2	0	Undirected
OTU_944	OTU_2293	1	2	4	Undirected
OTU_944	OTU_5886	1	2	4	Undirected
OTU_944	OTU_14736	1	2	4	Undirected
OTU_1020	OTU_21262	1	2	9	Undirected
OTU_1032	OTU_2037	1	2	24	Undirected
OTU_1046	OTU_5886	1	2	4	Undirected
OTU_1046	OTU_14601	1	2	4	Undirected
OTU_1046	OTU_14736	1	2	4	Undirected
OTU_1076	OTU_7589	1	2	23	Undirected
OTU_1103	OTU_24085	1	2	27	Undirected
OTU_1360	OTU_21915	1	2	7	Undirected
OTU_1360	OTU_25392	1	2	7	Undirected
OTU_1370	OTU_20810	1	2	0	Undirected
OTU_1488	OTU_2932	1	2	22	Undirected
OTU_1535	OTU_1759	1	2	21	Undirected
OTU_1802	OTU_8325	1	2	20	Undirected
OTU_2293	OTU_5886	1	2	4	Undirected
OTU_2293	OTU_11791	1	2	4	Undirected
OTU_2293	OTU_14736	1	2	4	Undirected
OTU_2293	OTU_24090	1	2	4	Undirected
OTU_2373	OTU_24581	1	2	5	Undirected
OTU_4781	OTU_17207	1	2	2	Undirected
OTU_5766	OTU_12734	1	2	10	Undirected
OTU_5886	OTU_14601	1	2	4	Undirected
OTU_5886	OTU_14736	1	2	4	Undirected
OTU_7456	OTU_12580	1	2	14	Undirected
OTU_7983	OTU_22489	1	2	31	Undirected
OTU_8148	OTU_16473	1	2	11	Undirected
OTU_8428	OTU_19287	1	2	2	Undirected
OTU_8428	OTU_24474	1	2	2	Undirected
OTU_8598	OTU_21915	1	2	7	Undirected
OTU_11423	OTU_21739	1	2	17	Undirected
OTU_11423	OTU_22802	1	2	17	Undirected
OTU_11791	OTU_14736	1	2	4	Undirected
OTU_11791	OTU_18617	1	2	4	Undirected
OTU_11791	OTU_24090	1	2	4	Undirected
OTU_12417	OTU_19652	1	2	19	Undirected
OTU_12734	OTU_14617	1	2	10	Undirected
OTU_14601	OTU_14736	1	2	4	Undirected
OTU_14736	OTU_24090	1	2	4	Undirected
OTU_18617	OTU_24090	1	2	4	Undirected
OTU_19287	OTU_22338	1	2	2	Undirected
OTU_21262	OTU_22242	1	2	9	Undirected
OTU_21915	OTU_25392	1	2	7	Undirected
OTU_22338	OTU_24474	1	2	2	Undirected
OTU_22338	OTU_25972	1	2	2	Undirected
