Node	Degree	Clustering coefficient	Eccentricity	Average neighbor degree	Degree centrality	Closeness centrality	Betweenness centrality	Harmonic centrality	Load centrality	Subgraph centrality	Mean centrality rank	Module number (greedy modularity)	Z-score (greedy modularity)	P-score (greedy modularity)	Module number (label propagation)	Z-score (label propagation)	P-score (label propagation)
OTU_106	6	0.466667	11	5	0.0122951	0.154884	0.00639748	84.4207	0.00636845	20.5385	283	6	1.26667	0	6	1.17444	0
OTU_1061	1	0	15	51	0.00204918	0.185165	0	115.545	0	1.92621e+06	190	0	-0.915433	0	0	-0.809966	0
OTU_10632	1	0	16	22	0.00204918	0.161424	0	96.9735	0	1323.17	101	1	-0.437455	0	3	-0.556747	0
OTU_1078	4	0	16	2.75	0.00819672	0.164519	0.00760343	99.5655	0.00760343	9224.35	312	1	0.133667	0	13	1.75	0.375
OTU_108	3	1	16	14	0.00614754	0.157731	0	96.8905	0	270956	174	4	-0.0948374	0	0	-0.640107	0
OTU_1091	2	0	15	49.5	0.00409836	0.198167	6.98969e-05	127.552	5.90468e-05	1.26274e+06	308	1	-0.247081	0	5	-0.235702	0.5
OTU_10917	6	0.466667	13	7.66667	0.0122951	0.194591	0.00149556	113.594	0.00179527	43900.8	341	2	0.292424	0	1	0.137165	0
OTU_1092	2	0	15	49.5	0.00409836	0.198167	6.98969e-05	127.552	5.90468e-05	1.26274e+06	308	1	-0.247081	0	5	-0.235702	0.5
OTU_10998	6	0.6	14	14.3333	0.0122951	0.187477	0.000644517	114.737	0.00081708	66577.3	329	2	0.292424	0	1	0.137165	0
OTU_110	13	0.461538	13	11	0.0266393	0.117922	0.127507	80.2869	0.125223	2319.69	333	3	1.38235	0	2	1.31209	0
OTU_1101	19	0.631579	15	29.5263	0.0389344	0.20583	0.000953961	143.169	0.0010406	3.34937e+08	423	0	0.554893	0	0	0.718767	0
OTU_11034	2	1	15	14	0.00409836	0.174848	0	104.756	0	4026.13	155	2	-0.544514	0	1	-0.619986	0
OTU_11054	4	0.166667	15	4.75	0.00819672	0.183069	0.00796043	111.705	0.00819727	23923.7	345	7	0.870285	0	10	-0.408248	0.625
OTU_111	16	0.266667	14	13.4375	0.0327869	0.215868	0.0357875	142.413	0.0340135	4.09171e+06	459	2	1.75707	0.304688	1	1.0836	0.476562
OTU_1119	3	1	15	27	0.00614754	0.184111	0	116.062	0	5.73016e+06	228	0	-0.752063	0	0	-0.640107	0
OTU_112	20	0.252632	14	8.3	0.0409836	0.106377	0.0210111	77.9265	0.021298	4155.66	323	3	2.6503	0	2	2.56119	0
OTU_11276	7	0.190476	15	26.1429	0.0143443	0.211206	0.00787694	143.439	0.00828065	4.08612e+06	432	2	-0.544514	0.734694	1	-0.430698	0.734694
OTU_11326	3	0.333333	16	5.66667	0.00614754	0.0877526	1.43598e-05	56.12	1.75173e-05	34.8035	173	3	-0.429006	0	16	0	0.444444
OTU_1140	5	0	15	24	0.0102459	0.205528	0.0021831	135.102	0.00209942	2.76136e+06	385	1	0.133667	0.32	0	-0.640107	0.56
OTU_11423	2	0	4	2.5	0.00409836	0.00754471	2.94543e-05	4.66667	2.94543e-05	2.33818	140	8	-0.204124	0	43	0	0.5
OTU_115	19	0.22807	14	10.6316	0.0389344	0.212058	0.033419	140.58	0.0347092	1.39344e+06	454	2	2.80324	0.099723	1	1.84075	0.33241
OTU_116	12	0.5	14	26.5833	0.0245902	0.215646	0.00407798	140.66	0.00415875	1.20492e+08	438	0	-0.0169003	0	0	0.124259	0
OTU_117	15	0.190476	15	7.13333	0.0307377	0.0970483	0.0461118	72.0812	0.0460919	1373.13	314	3	1.56349	0.124444	2	1.66898	0
OTU_1172	1	0	15	26	0.00204918	0.0958974	0	61.1812	0	55.6443	49	3	-0.791278	0	2	-0.829239	0
OTU_1173	1	0	16	22	0.00204918	0.161424	0	96.9735	0	1323.17	101	1	-0.437455	0	3	-0.556747	0
OTU_11791	9	0.861111	16	11	0.0184426	0.153136	2.07583e-05	93.8774	2.07583e-05	7910.98	256	5	0.501763	0	4	0.420559	0
OTU_118	1	0	15	19	0.00204918	0.179322	0	107.245	0	435915	150	0	-0.915433	0	0	-0.809966	0
OTU_119	18	0.503268	14	31.1667	0.0368852	0.237845	0.0231996	164.089	0.0223478	2.09882e+08	472	0	0.228154	0.290123	0	0.294119	0.382716
OTU_1190	1	0	15	63	0.00204918	0.195314	0	124.102	0	548843	192	1	-0.437455	0	5	-0.235702	0
OTU_11931	1	0	15	48	0.00204918	0.182513	0	113.012	0	1.93249e+06	182	0	-0.915433	0	0	-0.809966	0
OTU_12	2	0	2	1.5	0.00409836	0.00461066	1.6831e-05	2.5	1.6831e-05	2.22726	134	12	1	0	14	1	0
OTU_1202	3	1	15	17.6667	0.00614754	0.0961386	0	62.9145	0	322.281	90	3	-0.429006	0	2	-0.472351	0
OTU_1203	15	0.72381	14	30.8	0.0307377	0.220393	0.000403189	146.176	0.000429439	2.23367e+08	418	0	0.228154	0	0	0.379048	0
OTU_12094	7	0.52381	14	9.28571	0.0143443	0.183389	0.00119469	111.137	0.0012673	21010.9	325	2	0.501659	0	1	0.326453	0
OTU_121	20	0.342105	14	10.2	0.0409836	0.106973	0.0495053	80.4099	0.0460937	5246.41	338	3	2.6503	0	2	2.56119	0
OTU_1211	2	0	16	5	0.00409836	0.161984	0.00380382	96.2501	0.00380382	1099.31	259	1	-0.247081	0	24	0	0.5
OTU_1228	3	0	15	40.3333	0.00614754	0.199957	0.000610534	130.302	0.000490584	1.34556e+06	351	1	-0.0567071	0	3	-0.304746	0.444444
OTU_123	1	0	15	12	0.00204918	0.168339	0	97.6616	0	1155.69	111	2	-0.753749	0	1	-0.809274	0
OTU_12310	22	0.255411	14	17.4091	0.045082	0.229286	0.0248256	158.123	0.0249585	8.50015e+07	467	0	0.636578	0.165289	0	0.888626	0.0867769
OTU_12359	1	0	15	6	0.00204918	0.167601	0	95.7692	0	2039.9	110	10	-0.866025	0	12	-0.866025	0
OTU_124	2	1	14	16.5	0.00409836	0.18387	0	108.744	0	14396.3	180	2	-0.544514	0	7	-0.408248	0.5
OTU_1251	2	1	17	5.5	0.00409836	0.131533	0	75.3057	0	19.5576	85	5	-1.06758	0	27	0	0.5
OTU_12516	2	1	15	26	0.00409836	0.18299	0	113.079	0	3.3251e+06	210	0	-0.833748	0	0	-0.725036	0
OTU_1253	6	0.333333	14	31.6667	0.0122951	0.218674	0.00514775	143.139	0.00563143	3.48929e+06	420	2	-0.544514	0.611111	1	-0.430698	0.611111
OTU_12543	13	0.692308	15	30.6154	0.0266393	0.199578	0.00109984	135.929	0.00128758	1.62117e+08	400	0	-0.0169003	0.142012	0	0.209189	0
OTU_12580	2	1	15	27	0.00409836	0.190018	0	117.785	0	1.56966e+06	219	0	-0.833748	0	0	-0.725036	0
OTU_126	4	0	16	3.75	0.00819672	0.150883	0.0301192	89.3235	0.0301192	43.6455	294	9	1.33395	0.375	42	0	0.75
OTU_1265	1	0	1	1	0.00204918	0.00204918	0	1	0	1.54308	13	18	0	0	39	0	0
OTU_12734	3	0.333333	4	3	0.00614754	0.00922131	6.31164e-05	5.58333	6.31164e-05	3.79686	162	8	0.816497	0	8	0	0.444444
OTU_1278	3	0	15	40.3333	0.00614754	0.199957	0.000610534	130.302	0.000490584	1.34556e+06	351	1	-0.0567071	0	3	-0.304746	0.444444
OTU_128	12	0.212121	13	7.25	0.0245902	0.117461	0.0659635	77.7035	0.0682104	882.504	316	3	1.20122	0	2	0.776756	0.291667
OTU_129	16	0.458333	15	21.375	0.0327869	0.21743	0.00777452	150.572	0.00829614	7.31737e+07	456	0	0.146469	0.21875	0	0.209189	0.304688
OTU_1298	1	0	15	2	0.00204918	0.093822	0	52.7622	0	1.67168	28	3	-0.791278	0	34	0	0
OTU_13	4	0.333333	10	5.25	0.00819672	0.162547	0.220323	87.4024	0.220323	9.2029	303	6	0.369446	0	6	-0.146805	0.375
OTU_131	10	0.2	10	3.9	0.0204918	0.185002	0.260539	102.496	0.260519	144.126	365	6	2.61251	0.18	6	2.49569	0.18
OTU_1313	3	1	14	13.6667	0.00614754	0.105101	0	65.8289	0	201.971	97	3	-0.429006	0	2	-0.472351	0
OTU_13164	1	0	3	2	0.00204918	0.00307377	0	1.83333	0	1.59061	21	12	-1	0	14	-1	0
OTU_13168	9	0.833333	15	31.1111	0.0184426	0.189761	0.000942643	125.545	0.000779898	7.37331e+07	377	0	-0.343639	0.197531	0	-0.130529	0
OTU_13177	42	0.30662	13	23.0238	0.0860656	0.259735	0.0799868	183.217	0.0789523	8.94871e+08	486	0	2.02522	0.218821	0	2.2475	0.217687
OTU_132	28	0.436508	14	26.75	0.057377	0.24098	0.00992178	170.973	0.0102496	4.9231e+08	474	0	1.20837	0.0688776	0	1.31327	0.135204
OTU_13294	1	0	15	63	0.00204918	0.195314	0	124.102	0	548843	192	1	-0.437455	0	5	-0.235702	0
OTU_1337	2	1	15	47.5	0.00409836	0.199105	0	129.302	0	2.35346e+06	234	1	-0.437455	0.5	5	-0.235702	0.5
OTU_134	24	0.322464	14	20.375	0.0491803	0.230923	0.0239829	158.88	0.023508	1.62267e+08	473	0	0.554893	0.34375	0	0.718767	0.329861
OTU_135	6	1	16	12.1667	0.0122951	0.152802	0	91.8774	0	5045.15	164	5	-0.170813	0	4	-0.264351	0
OTU_136	8	0.785714	14	13.5	0.0163934	0.105949	6.79738e-05	71.2599	7.13917e-05	1431.48	231	3	0.476674	0	2	0.419868	0
OTU_1360	16	0.233333	14	8.5625	0.0327869	0.196684	0.00881684	126.358	0.0092741	250808	396	2	2.17554	0.117188	1	1.84075	0.117188
OTU_137	28	0.343915	14	21.5357	0.057377	0.23105	0.0122554	161.506	0.0119786	2.86234e+08	471	0	1.20837	0.0688776	0	1.31327	0.132653
OTU_1370	1	0	11	10	0.00204918	0.154316	0	81.1707	0	2.77388	61	6	-0.976393	0	6	-1.02764	0
OTU_13791	5	0.7	15	16.2	0.0102459	0.0964694	0.000136213	65.8312	0.000136916	606.884	220	3	-0.0667343	0	2	-0.115464	0
OTU_1382	12	0.772727	14	35.4167	0.0245902	0.229787	0.000390601	154.223	0.000376358	1.27243e+08	416	0	-0.0985851	0.152778	0	0.0393298	0.152778
OTU_1387	1	0	16	9	0.00204918	0.167668	0	100.956	0	3204.84	117	1	-0.437455	0	3	-0.556747	0
OTU_1396	3	0	15	35.3333	0.00614754	0.198354	0.000267042	128.219	0.000246394	1.30897e+06	342	1	-0.0567071	0	3	-0.304746	0.444444
OTU_14	51	0.252549	14	19.2157	0.104508	0.231177	0.067688	171.61	0.0685589	1.10454e+09	483	0	2.6787	0.211457	0	3.43651	0
OTU_140	12	0.272727	14	10.4167	0.0245902	0.205528	0.00754773	131.189	0.00825154	655087	413	2	1.12936	0.291667	1	1.27289	0
OTU_141	26	0.224615	14	8	0.0532787	0.106918	0.0591085	82.3265	0.0620917	6189.67	340	3	3.73712	0	2	3.45341	0.0739645
OTU_14293	15	0.285714	15	9.26667	0.0307377	0.0969811	0.00784814	72.2312	0.00745745	2196.45	295	3	1.74463	0	2	1.49053	0.124444
OTU_143	5	0.5	15	9.8	0.0102459	0.0960508	0.00380662	63.6812	0.00380662	223.905	245	3	-0.0667343	0	2	-0.115464	0
OTU_1434	7	0	15	7	0.0143443	0.184921	0.000394731	116.105	0.000507757	237947	335	1	0.704789	0	3	0.95526	0
OTU_14351	9	0.5	15	12.1111	0.0184426	0.096558	0.000595607	67.9979	0.000608473	1387.11	242	3	0.657809	0	2	0.598312	0
OTU_144	9	0.611111	15	23.4444	0.0184426	0.187728	0.00380987	122.629	0.00381033	4.79781e+07	388	0	-0.261955	0	0	-0.130529	0
OTU_14574	19	0.532164	14	26.1579	0.0389344	0.22214	0.0151691	149.926	0.0148266	2.49953e+08	463	0	0.473208	0.099723	0	0.633837	0.099723
OTU_146	1	0	19	7	0.00204918	0.0689022	0	40.3868	0	2.11338	27	11	-1.01559	0	9	-1.1717	0
OTU_14601	4	1	16	13.75	0.00819672	0.152691	0	90.8774	0	3952.49	148	5	-0.619197	0	4	-0.720958	0
OTU_14617	2	0	3	3.5	0.00409836	0.00922131	8.41552e-05	5.16667	8.41552e-05	2.47205	149	8	-0.204124	0	8	0	0
OTU_14733	4	0.333333	16	8	0.00819672	0.157849	0.000322013	97.4739	0.000778331	127226	279	4	0.216771	0	0	-0.555177	0
OTU_14736	14	0.527473	15	9.57143	0.0286885	0.182118	0.0277651	116.688	0.0281034	497652	390	5	1.39853	0.132653	4	1.33377	0.132653
OTU_1479	6	0	15	7.5	0.0122951	0.184921	0.00402466	115.688	0.00406143	178359	356	1	0.514415	0	3	0.703259	0
OTU_148	2	1	15	13.5	0.00409836	0.173549	0	103.532	0	3119.88	152	2	-0.544514	0	11	-0.515711	0.5
OTU_14864	5	0	15	7.8	0.0102459	0.182118	0.00364654	112.788	0.00341091	121930	336	1	0.324041	0	3	0.199257	0.32
OTU_1487	2	0	16	5	0.00409836	0.161984	0.00380382	96.2501	0.00380382	1099.31	260	1	-0.247081	0	33	0	0.5
OTU_15	32	0.284274	14	20.9688	0.0655738	0.239607	0.0323987	171.389	0.0322015	3.60766e+08	478	0	0.963317	0.412109	0	1.14341	0.419922
OTU_150	9	0.611111	14	31.1111	0.0184426	0.224992	0.000804935	149.173	0.000875026	4.44587e+07	408	0	-0.343639	0.197531	0	-0.215459	0.197531
OTU_1504	1	0	1	1	0.00204918	0.00204918	0	1	0	1.54308	3	23	0	0	40	0	0
OTU_151	2	1	16	7	0.00409836	0.162485	0	96.3104	0	1543.78	138	7	-0.326357	0	10	-0.408248	0
OTU_1513	22	0	15	4.36364	0.045082	0.195314	0.0262624	132.558	0.02672	753173	429	1	2.60853	0.376033	3	3.72727	0.318182
OTU_15204	1	0	1	1	0.00204918	0.00204918	0	1	0	1.54308	6	16	0	0	28	0	0
OTU_15640	1	0	15	24	0.00204918	0.185002	0	111.665	0	283107	165	0	-0.915433	0	0	-0.809966	0
OTU_1589	2	1	15	51.5	0.00409836	0.204429	0	133.615	0	1.74027e+06	243	1	-0.437455	0.5	1	-0.809274	0.5
OTU_15903	3	0.666667	15	20.3333	0.00614754	0.0963368	8.38747e-05	64.2479	8.50903e-05	285.634	206	3	-0.429006	0	2	-0.472351	0
OTU_16045	7	0.857143	15	32	0.0143443	0.198167	6.32427e-06	130.429	7.49382e-06	5.60237e+07	360	0	-0.425324	0	0	-0.300389	0
OTU_161	19	0.608187	15	27	0.0389344	0.206335	0.00125146	143.435	0.00156059	2.83585e+08	426	0	0.554893	0	0	0.718767	0
OTU_1610	1	0	19	2	0.00204918	0.101695	0	54.8283	0	1.59227	32	9	-0.848875	0	15	-1	0
OTU_162	1	0	16	9	0.00204918	0.1613	0	95.1937	0	3979.12	107	2	-0.753749	0	1	-0.809274	0
OTU_16427	1	0	16	4	0.00204918	0.142257	0	78.6929	0	5.62445	60	10	-0.866025	0	12	-0.866025	0
OTU_16473	2	1	14	10	0.00409836	0.176167	0	101.576	0	6924.11	158	2	-0.544514	0	7	0	0
OTU_165	4	0.166667	13	8.5	0.00819672	0.194411	0.0125134	112.639	0.0127985	9727.4	358	2	-0.33528	0.375	1	-0.430698	0.375
OTU_167	5	0.3	12	7	0.0102459	0.13031	0.212343	77.9359	0.212369	79.3603	300	3	-0.24787	0.32	2	-0.293908	0.32
OTU_1684	1	0	15	15	0.00204918	0.180013	0	108.138	0	32526.2	145	1	-0.437455	0	3	-0.556747	0
OTU_16896	1	0	17	4	0.00204918	0.139797	0	79.6648	0	17.8629	62	1	-0.437455	0	13	-0.75	0
OTU_170	8	0.571429	14	11.375	0.0163934	0.183709	0.000106476	111.97	0.000118986	56460.3	305	2	0.710894	0	1	0.515741	0
OTU_171	1	0	16	9	0.00204918	0.156207	0	92.4143	0	83702.4	114	0	-0.915433	0	0	-0.809966	0
OTU_17111	1	0	14	18	0.00204918	0.176093	0	101.076	0	6355.68	123	2	-0.753749	0	7	-0.408248	0
OTU_17156	4	0.666667	14	17	0.00819672	0.20423	0.000310652	125.856	0.00036276	552050	349	2	-0.33528	0.375	1	-0.24141	0
OTU_1728	4	0	15	31	0.00819672	0.200148	0.0011177	130.969	0.00102777	1.37606e+06	366	1	0.133667	0	3	-0.0527444	0.375
OTU_174	1	0	15	40	0.00204918	0.194231	0	120.815	0	334540	188	0	-0.915433	0	1	-0.809274	0
OTU_17462	1	0	16	4	0.00204918	0.142257	0	78.6929	0	5.62445	59	10	-0.866025	0	12	-0.866025	0
OTU_175	1	0	17	4	0.00204918	0.129827	0	72.7108	0	1.79058	53	9	-0.848875	0	42	0	0
OTU_176	11	0.454545	14	15	0.022541	0.194681	0.00383837	125.135	0.00382613	324678	380	2	1.3386	0	1	0.894316	0.165289
OTU_1769	5	0	16	4.4	0.0102459	0.171218	0.00395094	106.639	0.00405314	31086.8	324	1	0.324041	0	17	1.41421	0.64
OTU_1773	1	0	15	15	0.00204918	0.180013	0	108.138	0	32526.2	143	1	-0.437455	0	3	-0.556747	0
OTU_17787	5	1	15	31.8	0.0102459	0.185084	0	117.712	0	2.66374e+07	247	0	-0.588694	0	0	-0.470248	0
OTU_179	1	0	16	22	0.00204918	0.157318	0	95.2239	0	73926.5	116	4	-0.718054	0	0	-0.809966	0
OTU_17935	1	0	1	1	0.00204918	0.00204918	0	1	0	1.54308	1	20	0	0	29	0	0
OTU_18	1	0	14	30	0.00204918	0.182513	0	107.304	0	6662.64	135	2	-0.753749	0	1	-0.809274	0
OTU_180	9	0.416667	14	8.77778	0.0184426	0.190967	0.00669178	118.27	0.00673287	53228.2	373	2	0.920128	0	1	0.705028	0
OTU_18010	1	0	16	5	0.00204918	0.154259	0	90.1239	0	20849.2	100	4	-0.718054	0	0	-0.809966	0
OTU_1802	1	0	1	1	0.00204918	0.00204918	0	1	0	1.54308	3	22	0	0	38	0	0
OTU_181	2	1	11	6.5	0.00409836	0.154372	0	81.6707	0	4.58605	88	6	-0.52778	0	6	-0.58722	0
OTU_18117	1	0	16	3	0.00204918	0.161673	0	95.1013	0	966.601	95	1	-0.437455	0	20	-0.707107	0
OTU_18250	1	0	1	1	0.00204918	0.00204918	0	1	0	1.54308	12	21	0	0	37	0	0
OTU_1826	1	0	14	4	0.00204918	0.160807	0	88.1476	0	19.054	78	2	-0.753749	0	1	-0.809274	0
OTU_18343	1	0	17	5	0.00204918	0.144605	0	83.8302	0	56.2486	67	1	-0.437455	0	17	-0.707107	0
OTU_1835	2	0	15	32	0.00409836	0.195495	0.00380382	124.769	0.00380382	550765	344	1	-0.247081	0	30	0	0.5
OTU_1841	1	0	1	1	0.00204918	0.00204918	0	1	0	1.54308	18	19	0	0	23	0	0
OTU_185	13	0.525641	14	11.6923	0.0266393	0.106351	0.00366329	75.1765	0.0033873	2954.6	280	3	1.38235	0	2	1.31209	0
OTU_18617	1	0	17	16	0.00204918	0.142885	0	84.1302	0	127.805	69	5	-1.29177	0	4	-1.40587	0
OTU_1862	1	0	1	1	0.00204918	0.00204918	0	1	0	1.54308	13	23	0	0	40	0	0
OTU_18641	4	0.666667	14	33	0.00819672	0.210782	0.000118529	132.943	0.000171495	1.73546e+07	369	0	-0.670379	0	0	-0.555177	0
OTU_18671	6	0.733333	14	12.5	0.0122951	0.190708	0.000153095	116.77	0.000205239	50304	321	2	0.292424	0	1	0.137165	0
OTU_187	5	0.5	16	11.2	0.0102459	0.158206	0.00380971	98.8072	0.0038096	495000	315	4	0.52838	0	0	-0.470248	0
OTU_188	2	1	17	5.5	0.00409836	0.131533	0	75.3057	0	19.5576	85	5	-1.06758	0	27	0	0.5
OTU_18890	2	0	16	4.5	0.00409836	0.155918	5.19171e-05	92.9072	0.000101736	25374.9	230	4	-0.406446	0	0	-0.725036	0
OTU_19	1	0	1	1	0.00204918	0.00204918	0	1	0	1.54308	17	17	0	0	35	0	0
OTU_190	3	0.666667	16	12	0.00614754	0.157849	1.2687e-05	97.2239	1.38756e-05	177655	248	4	-0.0948374	0	0	-0.640107	0
OTU_19050	1	0	16	2	0.00204918	0.154486	0	88.1548	0	770.864	81	15	0	0	26	0	0
OTU_191	29	0.480296	14	29.8966	0.0594262	0.243915	0.0380182	174.189	0.0368869	6.55453e+08	481	0	1.20837	0.130797	0	1.31327	0.192628
OTU_19222	3	0.333333	12	10	0.00614754	0.193873	0.00554769	109.335	0.0065528	14716.1	336	2	-0.33528	0	1	-0.619986	0.444444
OTU_19287	1	0	16	15	0.00204918	0.0878809	0	55.77	0	14.1673	35	3	-0.791278	0	2	-0.829239	0
OTU_1934	3	0.333333	15	10.6667	0.00614754	0.095985	0.00103399	62.5145	0.00197682	74.2946	216	3	-0.429006	0	16	0	0.444444
OTU_194	13	0.384615	13	14.6154	0.0266393	0.219588	0.0114425	138.508	0.0116996	1.05748e+06	441	2	1.54783	0.142012	1	1.46218	0
OTU_1947	1	0	16	5	0.00204918	0.164134	0	97.5655	0	2294.6	112	1	-0.437455	0	13	-0.75	0
OTU_196	10	0.733333	14	31.4	0.0204918	0.215536	0.000295765	140.11	0.000379349	1.0531e+08	395	0	-0.18027	0	0	-0.0455998	0
OTU_197	9	0.25	15	9.11111	0.0184426	0.187812	0.00378694	120.687	0.00412562	106766	364	2	0.710894	0.197531	1	0.515741	0.197531
OTU_19707	1	0	15	13	0.00204918	0.179169	0	106.605	0	219543	147	0	-0.915433	0	0	-0.809966	0
OTU_19766	1	0	16	22	0.00204918	0.157318	0	95.2239	0	73926.5	117	4	-0.718054	0	0	-0.809966	0
OTU_19805	2	1	14	25	0.00409836	0.200434	0	122.076	0	762041	227	2	-0.753749	0.5	7	-0.408248	0.5
OTU_1988	14	0.681319	15	30.5	0.0286885	0.204827	0.000408451	139.919	0.000435231	1.94146e+08	402	0	0.146469	0	0	0.294119	0
OTU_19958	1	0	15	63	0.00204918	0.195314	0	124.102	0	548843	192	1	-0.437455	0	5	-0.235702	0
OTU_2	4	0.166667	3	2.25	0.00819672	0.010374	0.000138856	6.16667	0.000138856	4.62523	186	8	1.83712	0	8	2	0
OTU_20	2	0	1	1	0.00409836	0.00409836	8.41552e-06	2	8.41552e-06	2.17818	132	13	1.41421	0	21	1.41421	0
OTU_200	43	0.332226	13	24.7209	0.0881148	0.261674	0.0817686	185.067	0.0783512	1.04084e+09	488	0	2.27027	0.1298	0	2.41736	0.174148
OTU_20055	1	0	5	3	0.00204918	0.00614754	0	3.7	0	1.66764	24	8	-1.22474	0	8	-1	0
OTU_20058	1	0	15	63	0.00204918	0.195314	0	124.102	0	548843	192	1	-0.437455	0	5	-0.235702	0
OTU_20094	1	0	17	5	0.00204918	0.135212	0	78.2719	0	867.594	68	4	-0.718054	0	0	-0.809966	0
OTU_202	5	0.7	10	6	0.0102459	0.158743	0.00191622	85.7452	0.00193557	19.226	257	6	0.818059	0	6	0.734025	0
OTU_2027	1	0	15	63	0.00204918	0.195314	0	124.102	0	548843	192	1	-0.437455	0	5	-0.235702	0
OTU_20278	3	1	15	12.3333	0.00614754	0.175432	0	105.446	0	12055.1	181	2	-0.33528	0	1	-0.430698	0
OTU_20360	5	0.3	15	15.6	0.0102459	0.199862	0.00194336	127.799	0.00215509	2.98251e+06	378	1	-0.247081	0.48	0	-0.470248	0
OTU_20452	1	0	16	6	0.00204918	0.154259	0	89.2632	0	313.911	80	1	-0.437455	0	3	-0.556747	0
OTU_206	4	0.833333	14	33.75	0.00819672	0.210676	2.04174e-05	131.96	2.76777e-05	1.36023e+07	357	0	-0.670379	0	0	-0.555177	0
OTU_207	3	0	17	2.33333	0.00614754	0.130068	0.0113778	74.2941	0.0113778	3.23276	251	9	1.33395	0	15	1	0.444444
OTU_20797	34	0.383244	15	21.1176	0.0696721	0.208794	0.0157836	152.835	0.0153121	5.46954e+08	465	0	1.37174	0.250865	0	1.99271	0
OTU_208	1	0	16	15	0.00204918	0.0878809	0	55.77	0	14.1673	33	3	-0.791278	0	2	-0.829239	0
OTU_20810	5	0.7	11	6	0.0102459	0.154827	0.00259366	83.9207	0.00256463	18.9556	255	6	0.818059	0	6	0.734025	0
OTU_21	17	0.272059	15	12.5294	0.0348361	0.18857	0.0143686	127.379	0.0148466	2.9494e+07	428	4	2.39803	0.456747	0	0.548907	0
OTU_211	10	0.533333	14	18.3	0.0204918	0.213132	0.00397585	137.713	0.00400225	2.19472e+06	415	2	0.710894	0.32	1	0.705028	0.18
OTU_21239	11	0.709091	15	30.5455	0.022541	0.199388	0.00237451	134.929	0.00264742	1.07096e+08	404	0	-0.18027	0.165289	0	0.0393298	0
OTU_21262	9	0.388889	14	25.7778	0.0184426	0.220393	0.0134712	145.53	0.0130885	3.91713e+06	448	2	0.292424	0.493827	1	0.326453	0.37037
OTU_21361	30	0.427586	15	22.9333	0.0614754	0.208276	0.00821221	150.585	0.0081683	5.38022e+08	461	0	1.37174	0.0644444	0	1.65299	0
OTU_21434	2	1	15	8	0.00409836	0.158563	0	91.0819	0	263.943	121	2	-0.544514	0	1	-0.619986	0
OTU_215	3	1	15	30	0.00614754	0.186645	0	118.879	0	3.55904e+06	229	4	-0.406446	0.444444	0	-0.640107	0
OTU_21522	5	0.1	11	6.8	0.0102459	0.211844	0.259222	118.555	0.259458	61810.3	398	2	-0.33528	0.56	1	-0.430698	0.56
OTU_2155	1	0	16	9	0.00204918	0.161859	0	95.5834	0	1094.82	98	1	-0.437455	0	0	-0.809966	0
OTU_21582	7	0.047619	15	19.5714	0.0143443	0.206944	0.0113944	138.352	0.0122561	1.07606e+07	434	1	0.133667	0.571429	0	-0.470248	0.44898
