Node	Degree	Clustering coefficient	Eccentricity	Average neighbor degree	Degree centrality	Closeness centrality	Betweenness centrality	Harmonic centrality	Load centrality	Subgraph centrality	Mean centrality rank	Module number (greedy modularity)	Z-score (greedy modularity)	P-score (greedy modularity)	Module number (label propagation)	Z-score (label propagation)	P-score (label propagation)
OTU_216	4	0.666667	15	11.5	0.00819672	0.180477	0.000459639	110.67	0.000893258	21267.6	298	2	-0.126045	0	11	0.206284	0.5
OTU_2172	15	0.0285714	14	16.9333	0.0307377	0.223201	0.0386626	151.226	0.0386733	1.86436e+07	462	1	1.65666	0.32	3	1.96327	0.417778
OTU_21739	3	0	4	1.66667	0.00614754	0.00829918	8.8363e-05	5.25	8.8363e-05	3.03059	165	8	0.816497	0	8	0	0.444444
OTU_21837	7	0.380952	14	17.2857	0.0143443	0.213457	0.00791543	135.506	0.00769966	7.66558e+06	430	2	-0.126045	0.489796	1	-0.0521227	0.408163
OTU_21841	2	1	15	13	0.00409836	0.175213	0	104.413	0	6928.96	160	2	-0.544514	0	1	-0.619986	0
OTU_21849	1	0	17	2	0.00204918	0.137963	0	77.8461	0	3.51869	57	1	-0.437455	0	33	0	0
OTU_2191	1	0	16	15	0.00204918	0.0878259	0	55.7866	0	21.1671	39	3	-0.791278	0	2	-0.829239	0
OTU_21915	6	0.6	15	9.16667	0.0122951	0.176908	0.00010194	108.396	0.000104423	18502.5	291	2	0.292424	0	1	0.137165	0
OTU_21937	1	0	13	12	0.00204918	0.169015	0	94.4233	0	175.238	94	2	-0.753749	0	1	-0.809274	0
OTU_22049	1	0	15	26	0.00204918	0.18681	0	113.869	0	298393	177	0	-0.915433	0	0	-0.809966	0
OTU_22051	1	0	16	9	0.00204918	0.162171	0	95.3437	0	1278.14	99	7	-0.924678	0	10	-1.12268	0
OTU_22064	1	0	5	3	0.00204918	0.00592799	0	3.61667	0	1.64152	23	8	-1.22474	0	8	-1	0
OTU_22141	2	1	17	13.5	0.00409836	0.142933	0	84.6302	0	255.688	107	5	-1.06758	0	4	-1.17756	0
OTU_22242	3	0.333333	15	14	0.00614754	0.182197	0.00140936	112.537	0.00176384	16166.7	299	2	-0.544514	0.444444	11	-0.515711	0.666667
OTU_2230	2	1	15	51.5	0.00409836	0.204429	0	133.615	0	1.74027e+06	243	1	-0.437455	0.5	1	-0.809274	0.5
OTU_22338	4	0.833333	15	14	0.00819672	0.0960508	8.01479e-06	63.3479	9.35058e-06	300.812	204	3	-0.24787	0	2	-0.293908	0
OTU_22366	1	0	15	20	0.00204918	0.0959412	0	60.7479	0	47.2881	48	3	-0.791278	0	2	-0.829239	0
OTU_22456	1	0	16	5	0.00204918	0.162988	0	95.4985	0	1805.67	109	2	-0.753749	0	1	-0.809274	0
OTU_225	13	0.448718	14	29.7692	0.0266393	0.221905	0.0395078	147.626	0.0398863	1.25899e+08	464	0	-0.18027	0.35503	0	-0.0455998	0.35503
OTU_22558	3	0	15	21.6667	0.00614754	0.195677	0.00759922	125.435	0.00759922	552697	370	1	-0.0567071	0	20	1.41421	0.444444
OTU_226	5	0.8	16	19.4	0.0102459	0.17234	0.000341874	111.987	0.000534603	4.23154e+06	327	4	-0.0948374	0.48	0	-0.470248	0
OTU_22658	4	0.5	15	8.25	0.00819672	0.184515	3.99737e-05	113.295	4.36555e-05	248492	295	0	-0.670379	0	0	-0.555177	0
OTU_22698	2	0	15	21.5	0.00409836	0.18857	6.39009e-05	116.754	9.21956e-05	162627	287	1	-0.247081	0	3	-0.304746	0
OTU_22728	4	1	15	42.75	0.00819672	0.204131	0	133.569	0	2.59282e+07	274	0	-0.670379	0	0	-0.555177	0
OTU_22802	2	0	3	2.5	0.00409836	0.00829918	4.20776e-05	4.83333	4.20776e-05	2.36651	146	8	-0.204124	0	43	0	0.5
OTU_22899	1	0	14	30	0.00204918	0.182513	0	107.304	0	6662.64	136	2	-0.753749	0	1	-0.809274	0
OTU_2293	13	0.576923	16	9.30769	0.0266393	0.168609	0.004192	108.42	0.0043173	62626.6	350	5	1.39853	0	4	1.33377	0
OTU_22981	3	0.666667	10	5.33333	0.00614754	0.158384	0.000290336	84.1619	0.000290336	6.71989	224	6	-0.079167	0	6	-0.146805	0
OTU_23	1	0	12	3	0.00204918	0.132611	0	68.882	0	1.68239	50	6	-0.976393	0	6	-1.02764	0
OTU_2303	1	0	19	7	0.00204918	0.0689022	0	40.3868	0	2.11338	26	11	-1.01559	0	9	-1.1717	0
OTU_2304	1	0	15	36	0.00204918	0.188401	0	116.088	0	146600	170	1	-0.437455	0	3	-0.556747	0
OTU_23060	2	0	15	34	0.00409836	0.196868	0.000193251	125.919	0.000256528	667651	317	1	-0.247081	0	0	-0.809966	0.5
OTU_23091	3	1	13	11	0.00614754	0.185984	0	106.334	0	3885.29	187	2	-0.33528	0	1	-0.430698	0
OTU_23115	2	1	17	7.5	0.00409836	0.14596	0	88.335	0	17564.7	130	4	-0.406446	0	0	-0.725036	0
OTU_232	20	0.6	15	27.5	0.0409836	0.206842	0.00354662	145.002	0.00353065	3.00074e+08	440	0	0.391524	0.255	0	0.803696	0
OTU_23319	1	0	14	18	0.00204918	0.176093	0	101.076	0	6355.68	123	2	-0.753749	0	7	-0.408248	0
OTU_23377	2	0	15	6	0.00409836	0.0953754	2.89399e-05	58.7169	4.28958e-05	17.3645	161	3	-0.610142	0	2	-0.650795	0
OTU_23738	1	0	15	63	0.00204918	0.195314	0	124.102	0	548843	192	1	-0.437455	0	5	-0.235702	0
OTU_238	7	0.285714	18	2.85714	0.0143443	0.0744134	0.00761465	47.514	0.00761465	15.7428	250	11	1.87083	0	9	1.95283	0
OTU_23828	7	0	15	20	0.0143443	0.204628	0.0106966	136.432	0.0107449	1.44931e+06	420	1	0.514415	0.244898	3	-0.0527444	0.734694
OTU_23906	16	0.566667	14	28.3125	0.0327869	0.225233	0.00107572	150.789	0.00105829	1.80914e+08	431	0	0.309839	0	0	0.379048	0.117188
OTU_240	4	0.833333	18	4.75	0.00819672	0.0743739	2.80517e-06	46.014	2.80517e-06	10.56	169	11	0.427618	0	9	0.390567	0
OTU_24061	1	0	15	2	0.00204918	0.093822	0	52.7622	0	1.67168	29	3	-0.791278	0	31	0	0
OTU_24085	2	0	16	2.5	0.00409836	0.15308	0.00380382	88.037	0.00380382	44.3636	235	7	-0.326357	0	32	0	0.5
OTU_24090	11	0.6	16	9.18182	0.022541	0.153247	0.000509503	94.8774	0.000944429	8193.89	289	5	0.950148	0	4	0.877166	0
OTU_24102	1	0	15	48	0.00204918	0.182513	0	113.012	0	1.93249e+06	182	0	-0.915433	0	0	-0.809966	0
OTU_2412	1	0	12	6	0.00204918	0.132779	0	69.4653	0	2.16978	54	6	-0.976393	0	6	-1.02764	0
OTU_242	2	1	14	25	0.00409836	0.200434	0	122.076	0	762041	226	2	-0.753749	0.5	7	-0.408248	0.5
OTU_24324	1	0	15	20	0.00204918	0.095462	0	59.4169	0	37.9408	42	3	-0.791278	0	2	-0.829239	0
OTU_24385	1	0	3	2	0.00204918	0.00307377	0	1.83333	0	1.59061	22	12	-1	0	14	-1	0
OTU_244	12	0.590909	14	12.9167	0.0245902	0.106324	0.00613045	74.7599	0.00576281	2974.38	292	3	1.20122	0	2	1.13364	0
OTU_24474	1	0	16	15	0.00204918	0.0878809	0	55.77	0	14.1673	34	3	-0.791278	0	2	-0.829239	0
OTU_245	1	0	16	22	0.00204918	0.157318	0	95.2239	0	73926.5	120	4	-0.718054	0	0	-0.809966	0
OTU_24536	1	0	16	7	0.00204918	0.167734	0	100.756	0	2533.29	115	1	-0.437455	0	3	-0.556747	0
OTU_24660	1	0	1	1	0.00204918	0.00204918	0	1	0	1.54308	8	24	0	0	41	0	0
OTU_24748	2	1	18	6.5	0.00409836	0.0743476	0	45.014	0	4.49679	55	11	-0.534522	0	9	-0.650945	0
OTU_248	1	0	12	5	0.00204918	0.132695	0	69.2153	0	2.05631	51	6	-0.976393	0	6	-1.02764	0
OTU_24893	1	0	15	36	0.00204918	0.188401	0	116.088	0	146600	171	1	-0.437455	0	3	-0.556747	0
OTU_25138	1	0	16	6	0.00204918	0.1572	0	91.0691	0	263.438	84	1	-0.437455	0	3	-0.556747	0
OTU_25187	1	0	2	2	0.00204918	0.00273224	0	1.5	0	1.58909	19	13	-0.707107	0	21	-0.707107	0
OTU_25345	3	1	15	15.3333	0.00614754	0.0960069	0	62.6812	0	176.828	87	3	-0.429006	0	2	-0.472351	0
OTU_25392	3	0.666667	14	17.3333	0.00614754	0.184031	0.000235828	110.104	0.000241023	11798.7	285	2	-0.33528	0	1	-0.430698	0
OTU_25900	18	0.69281	14	31	0.0368852	0.219016	0.00152278	147.243	0.00167705	3.21669e+08	435	0	0.473208	0	0	0.633837	0
OTU_2591	6	0	15	5.66667	0.0122951	0.189163	0.00425312	118.478	0.00460929	149543	363	1	0.324041	0.277778	3	-0.0527444	0.666667
OTU_25972	3	1	15	18.6667	0.00614754	0.0962707	0	63.7479	0	235.885	89	3	-0.429006	0	2	-0.472351	0
OTU_25976	2	0	16	13.5	0.00409836	0.174052	0.000154059	108.168	0.000266181	12666.6	261	1	-0.247081	0	3	-0.556747	0.5
OTU_26	1	0	12	3	0.00204918	0.125264	0	66.3402	0	1.65901	47	6	-0.976393	0	36	0	0
OTU_26168	1	0	16	22	0.00204918	0.161424	0	96.9735	0	1323.17	101	1	-0.437455	0	3	-0.556747	0
OTU_26248	21	0.547619	13	32.3333	0.0430328	0.250155	0.0316083	167.534	0.031363	3.79394e+08	477	0	0.473208	0.253968	0	0.548907	0.331066
OTU_267	4	0.5	13	9.5	0.00819672	0.189334	0.00380382	110.226	0.00380382	15418.9	326	2	-0.126045	0	7	0	0.5
OTU_269	7	0.761905	15	28	0.0143443	0.189419	0.000150363	124.295	0.000245746	2.56486e+07	359	4	-0.0948374	0.489796	0	-0.300389	0
OTU_27	14	0.813187	14	35	0.0286885	0.220393	0.000162172	145.926	0.000192721	2.65102e+08	411	0	0.146469	0	0	0.294119	0
OTU_270	1	0	17	5	0.00204918	0.145204	0	84.0219	0	14.2672	64	7	-0.924678	0	10	-1.12268	0
OTU_273	3	0.333333	14	15.6667	0.00614754	0.183789	0.000308916	109.937	0.000577554	24957.3	290	2	-0.33528	0	1	-0.430698	0
OTU_276	1	0	15	3	0.00204918	0.0937384	0	52.5455	0	1.73883	29	3	-0.791278	0	2	-0.829239	0
OTU_277	1	0	15	48	0.00204918	0.182513	0	113.012	0	1.93249e+06	182	0	-0.915433	0	0	-0.809966	0
OTU_2793	3	0	15	8	0.00614754	0.181882	3.7532e-05	110.755	5.15768e-05	97849.6	275	1	-0.0567071	0	3	-0.0527444	0
OTU_285	10	0.533333	14	15.3	0.0204918	0.207967	0.00142998	132.83	0.00146585	862942	389	2	0.920128	0.18	1	0.894316	0
OTU_292	4	1	14	14.5	0.00819672	0.183149	0	109.637	0	17308.3	208	2	-0.126045	0	1	-0.24141	0
OTU_2932	5	0.4	15	25.8	0.0102459	0.194771	0.00240996	126.452	0.00248049	1.47866e+07	375	0	-0.670379	0.32	0	-0.470248	0
OTU_2944	1	0	15	63	0.00204918	0.195314	0	124.102	0	548843	192	1	-0.437455	0	5	-0.235702	0
OTU_297	15	0.571429	14	26.1333	0.0307377	0.216758	0.0053103	143.81	0.00660876	1.5963e+08	449	0	0.146469	0.124444	0	0.294119	0.124444
OTU_3	2	0	2	1.5	0.00409836	0.00461066	1.6831e-05	2.5	1.6831e-05	2.22726	133	12	1	0	14	1	0
OTU_30	7	0.428571	13	14.7143	0.0143443	0.215425	0.00537524	132.034	0.00606451	555604	401	2	0.292424	0.244898	1	-0.0521227	0.408163
OTU_301	1	0	16	19	0.00204918	0.16523	0	101.229	0	304937	139	0	-0.915433	0	0	-0.809966	0
OTU_302	12	0.606061	15	25.3333	0.0245902	0.200817	0.00325095	135.745	0.00338139	9.81351e+07	410	0	-0.0985851	0.152778	0	0.124259	0
OTU_304	13	0.641026	14	32.0769	0.0266393	0.21822	0.000942182	144.493	0.00121089	1.71282e+08	424	0	0.0647845	0	0	0.209189	0
OTU_307	1	0	15	16	0.00204918	0.162359	0	94.2164	0	455.031	92	2	-0.753749	0	1	-0.809274	0
OTU_31	30	0.170115	13	9.83333	0.0614754	0.227057	0.0612013	151.841	0.0615756	3.77784e+06	468	2	4.89559	0.124444	1	4.49078	0.0644444
OTU_310	9	0.111111	15	7.11111	0.0184426	0.196408	0.012794	126.565	0.0128324	729842	402	7	2.06693	0.493827	10	1.02062	0.691358
OTU_312	1	0	15	55	0.00204918	0.19316	0	122.245	0	2.84659e+06	207	0	-0.915433	0	0	-0.809966	0
OTU_3148	3	1	14	41.3333	0.00614754	0.209417	0	130.493	0	1.23501e+07	269	0	-0.752063	0	0	-0.640107	0
OTU_32	1	0	18	3	0.00204918	0.114114	0	62.6073	0	1.64516	40	9	-0.848875	0	15	-1	0
OTU_326	1	0	15	19	0.00204918	0.179322	0	107.245	0	435915	151	0	-0.915433	0	0	-0.809966	0
OTU_3284	1	0	16	18	0.00204918	0.158623	0	96.1191	0	226603	123	0	-0.915433	0	0	-0.809966	0
OTU_329	2	1	17	13.5	0.00409836	0.142933	0	84.6302	0	255.688	106	5	-1.06758	0	4	-1.17756	0
OTU_33	6	0.0666667	14	7	0.0122951	0.204429	0.0327797	126.126	0.0328227	1.16847e+06	414	10	1.73205	0.5	12	0.866025	0.666667
OTU_335	20	0.4	14	27.75	0.0409836	0.23105	0.0169005	158.989	0.0172796	2.52044e+08	470	0	0.391524	0.265	0	0.633837	0.185
OTU_338	11	0.527273	15	32.1818	0.022541	0.20838	0.00280913	141.952	0.00279481	1.17124e+08	419	0	-0.261955	0.31405	0	-0.0455998	0.165289
OTU_343	1	0	15	5	0.00204918	0.155687	0	86.8723	0	49.8235	76	2	-0.753749	0	1	-0.809274	0
OTU_3446	1	0	16	8	0.00204918	0.150021	0	86.1901	0	40.6397	71	2	-0.753749	0	11	-0.515711	0
OTU_347	1	0	14	30	0.00204918	0.182513	0	107.304	0	6662.64	136	2	-0.753749	0	1	-0.809274	0
OTU_349	1	0	18	3	0.00204918	0.114052	0	62.4739	0	1.64358	37	9	-0.848875	0	18	-0.707107	0
OTU_35	3	0	11	3.33333	0.00614754	0.144754	0.218198	79.5881	0.218198	4.19762	282	6	-0.52778	0.444444	36	0	0.666667
OTU_350	3	1	14	33.6667	0.00614754	0.208276	0	128.443	0	9.97429e+06	264	0	-0.752063	0	0	-0.640107	0
OTU_354	3	0.333333	15	10.6667	0.00614754	0.0960508	0.000139718	62.2479	0.000142947	115.987	205	3	-0.429006	0	2	-0.472351	0
OTU_363	2	0	14	6.5	0.00409836	0.104345	0.00380382	62.1122	0.00380382	10.5732	212	3	-0.610142	0	34	0	0.5
OTU_3634	56	0.271429	14	22.4286	0.114754	0.249709	0.0540206	189.139	0.0529459	1.62843e+09	485	0	3.25049	0.132653	0	3.6913	0.0695153
OTU_364	3	0	16	4.66667	0.00614754	0.171988	0.00391641	105.777	0.00398133	205228	307	14	1.41421	0.444444	22	1.41421	0.444444
OTU_365	1	0	14	4	0.00204918	0.157318	0	86.4671	0	29.0866	73	2	-0.753749	0	7	-0.408248	0
OTU_371	8	0.607143	14	24.75	0.0163934	0.214875	0.00163649	137.86	0.00213042	3.23377e+07	406	0	-0.425324	0.21875	0	-0.300389	0.21875
OTU_3754	1	0	16	2	0.00204918	0.161548	0	94.8513	0	963.171	93	1	-0.437455	0	30	0	0
OTU_38	40	0.173077	14	17.425	0.0819672	0.245482	0.0935576	179.313	0.0895293	1.91667e+08	482	0	0.309839	0.58	1	3.35506	0.5275
OTU_382	10	0.555556	15	13.5	0.0204918	0.0968694	0.00247096	69.7312	0.00224196	1875.19	266	3	0.838945	0	2	0.776756	0
OTU_3822	2	0	15	4	0.00409836	0.167868	0.0075908	96.6858	0.0075908	2047.74	287	10	0	0	19	-0.707107	0.5
OTU_385	3	0.666667	16	14.3333	0.00614754	0.15989	3.16446e-05	100.036	6.56982e-05	586020	267	4	-0.406446	0.444444	0	-0.640107	0
OTU_388	2	1	13	8.5	0.00409836	0.115493	0	67.3059	0	16.5275	79	3	-0.610142	0	2	-0.650795	0
OTU_3895	1	0	1	1	0.00204918	0.00204918	0	1	0	1.54308	15	18	0	0	39	0	0
OTU_390	1	0	14	18	0.00204918	0.176093	0	101.076	0	6355.68	123	2	-0.753749	0	7	-0.408248	0
OTU_394	2	1	15	17.5	0.00409836	0.176982	0	106.396	0	18037.4	167	2	-0.544514	0	1	-0.619986	0
OTU_4	18	0.0980392	13	6.94444	0.0368852	0.217206	0.0367424	138.051	0.0375157	3.63816e+06	458	2	2.17554	0.277778	7	3.26599	0.58642
OTU_40	12	0.212121	12	9.08333	0.0245902	0.206537	0.0654822	125.639	0.0661572	96317.4	420	2	1.54783	0	1	0.894316	0.277778
OTU_402	4	1	14	45	0.00819672	0.21324	0	134.51	0	3.29539e+07	286	0	-0.670379	0	0	-0.555177	0
OTU_403	5	1	15	43	0.0102459	0.202168	0	132.669	0	4.70286e+07	281	0	-0.588694	0	0	-0.470248	0
OTU_405	5	1	15	42.6	0.0102459	0.204032	0	134.302	0	4.35795e+07	283	0	-0.588694	0	0	-0.470248	0
OTU_407	2	1	15	26	0.00409836	0.195223	0	122.815	0	374839	216	2	-0.753749	0.5	1	-0.619986	0
OTU_41	4	0.166667	12	3.75	0.00819672	0.133073	0.00382906	71.5486	0.00382906	7.39925	241	6	0.369446	0	6	0.29361	0
OTU_415	2	0	15	38.5	0.00409836	0.198167	4.61986e-05	127.502	4.32715e-05	1.10886e+06	306	1	-0.437455	0.5	5	-0.235702	0.5
OTU_416	3	1	14	30	0.00614754	0.208276	0	129.143	0	6.2627e+06	261	0	-0.752063	0	0	-0.640107	0
OTU_4163	3	0	14	5.66667	0.00614754	0.104449	0.00448113	63.0289	0.00462412	20.5939	232	3	-0.429006	0	2	-0.472351	0
OTU_42	15	0.342857	14	14.2	0.0307377	0.214656	0.00952749	141.18	0.00937708	2.68744e+06	443	2	1.75707	0.231111	1	1.65147	0.124444
OTU_420	2	0	16	15.5	0.00409836	0.167801	0.000202361	103.677	0.000226153	5193.57	249	7	-0.924678	0.5	3	-0.556747	0.5
OTU_423	3	1	18	5.66667	0.00614754	0.0743608	0	45.514	0	7.68914	65	11	-0.0534522	0	9	-0.130189	0
OTU_4247	15	0.238095	13	11.8	0.0307377	0.221321	0.0261259	141.108	0.0274353	923947	451	2	1.9663	0.124444	1	1.46218	0.231111
OTU_43	8	0.178571	15	6.125	0.0163934	0.178864	0.0412431	111.263	0.0413823	21321.8	372	2	0.501659	0.21875	11	2.37227	0.53125
OTU_433	6	0.266667	14	21.5	0.0122951	0.213457	0.01204	137.026	0.0127955	7.03126e+06	433	7	-0.326357	0.611111	0	-0.640107	0.611111
OTU_435	1	0	15	22	0.00204918	0.18395	0	111.295	0	148324	156	0	-0.915433	0	0	-0.809966	0
OTU_438	6	0.866667	15	15.3333	0.0122951	0.096381	5.79402e-06	65.6645	5.54356e-06	1002.36	214	3	0.114402	0	2	0.0629802	0
OTU_44	2	0	16	1.5	0.00409836	0.142305	0.00380382	79.0763	0.00380382	5.81777	225	10	0	0	19	1.41421	0
OTU_440	2	1	15	13.5	0.00409836	0.173549	0	103.532	0	3119.88	152	2	-0.544514	0	11	-0.515711	0.5
OTU_441	3	0	14	21	0.00614754	0.20838	0.000109139	128.793	0.000217825	2.59534e+06	353	1	-0.247081	0.444444	3	-0.304746	0.444444
OTU_443	5	0	15	14.8	0.0102459	0.200529	0.00329706	130.019	0.00385009	3.33561e+06	387	1	0.133667	0.32	0	-0.555177	0.32
OTU_444	9	0.583333	15	20.7778	0.0184426	0.203736	0.00152011	134.532	0.0017255	1.93611e+07	393	0	-0.261955	0	0	-0.130529	0
OTU_449	1	0	18	3	0.00204918	0.114052	0	62.4739	0	1.64358	37	9	-0.848875	0	18	-0.707107	0
OTU_45	3	0.333333	16	7	0.00614754	0.0878993	3.30531e-05	57.12	4.04121e-05	36.5311	179	3	-0.429006	0	16	0	0.444444
OTU_4524	3	1	14	35.3333	0.00614754	0.207659	0	129.126	0	9.64089e+06	263	0	-0.752063	0	0	-0.640107	0
OTU_462	3	1	18	5.66667	0.00614754	0.0743608	0	45.514	0	7.68914	66	11	-0.0534522	0	9	-0.130189	0
OTU_464	4	0.666667	15	14.75	0.00819672	0.0962927	0.000365141	64.2479	0.000656236	264.237	221	3	-0.24787	0	2	-0.293908	0
OTU_465	27	0.538462	14	31.1852	0.0553279	0.234922	0.00790237	166.01	0.00792995	7.18225e+08	466	0	1.12669	0.0713306	0	1.31327	0.0713306
OTU_467	1	0	15	22	0.00204918	0.18395	0	111.295	0	148324	156	0	-0.915433	0	0	-0.809966	0
OTU_468	5	0.8	15	21.8	0.0102459	0.197794	9.78601e-05	126.632	0.000150394	4.98669e+06	355	0	-0.670379	0.32	0	-0.555177	0.32
OTU_4687	2	0	15	16.5	0.00409836	0.186562	1.62305e-05	114.132	1.83539e-05	354162	277	2	-0.753749	0.5	1	-0.809274	0.5
OTU_47	5	0.3	15	22.8	0.0102459	0.184921	0.00739865	117.745	0.00736797	1.19524e+07	379	4	-0.406446	0.48	0	-0.470248	0
OTU_473	3	0.666667	12	10.6667	0.00614754	0.193338	0.00522087	108.834	0.00727904	4079.81	327	2	-0.33528	0	1	-0.430698	0
OTU_478	5	0.3	16	4.4	0.0102459	0.172058	0.00414318	106.813	0.004323	7076.95	320	7	1.46861	0	10	1.73506	0
OTU_482	5	0.6	11	5.4	0.0102459	0.15477	0.00380382	83.754	0.00380382	17.2161	258	6	0.818059	0	6	0.734025	0
OTU_483	9	0	15	17.4444	0.0184426	0.20433	0.00760479	137.602	0.00733388	2.23532e+06	417	1	0.895162	0.197531	3	0.451258	0.617284
OTU_487	6	0.533333	14	11	0.0122951	0.105789	0.00110528	69.4265	0.00109457	413.351	238	3	0.114402	0	2	0.0629802	0
OTU_49	19	0.473684	15	22.3158	0.0389344	0.200913	0.00607417	140.179	0.00663613	1.74808e+08	442	0	0.309839	0.265928	0	0.718767	0
OTU_495	1	0	15	48	0.00204918	0.182513	0	113.012	0	1.93249e+06	182	0	-0.915433	0	0	-0.809966	0
OTU_496	1	0	16	17	0.00204918	0.15679	0	94.0905	0	51476.3	113	4	-0.718054	0	0	-0.809966	0
OTU_5	11	0.472727	15	15.8182	0.022541	0.203145	0.0392311	135.619	0.0380184	1.10272e+07	446	5	0.0533791	0.46281	4	-0.0360479	0.46281
OTU_50	9	0.444444	16	8.88889	0.0184426	0.153136	0.0113778	93.8774	0.0113778	5213.03	322	5	0.501763	0	4	-0.0360479	0.345679
OTU_501	2	0	15	9	0.00409836	0.176167	0.000130936	105.338	0.000569924	298736	273	14	-0.707107	0.5	22	-0.707107	0.5
OTU_504	3	0	15	24.6667	0.00614754	0.196042	0.00142299	125.935	0.00157571	584254	347	1	-0.0567071	0	5	-0.235702	0.666667
OTU_5062	2	1	15	5	0.00409836	0.167801	0	96.6025	0	2223.46	141	10	0	0	12	0	0
OTU_507	2	0	15	29	0.00409836	0.191576	0.00019437	120.178	0.000212335	175694	297	1	-0.247081	0	3	-0.304746	0
OTU_508	1	0	16	22	0.00204918	0.161424	0	96.9735	0	1323.17	101	1	-0.437455	0	3	-0.556747	0
OTU_511	8	0.714286	15	33.375	0.0163934	0.189761	0.000206777	125.295	0.000226238	5.44895e+07	367	0	-0.507009	0.375	0	-0.215459	0
OTU_513	1	0	16	18	0.00204918	0.158623	0	96.1191	0	226603	123	0	-0.915433	0	0	-0.809966	0
OTU_514	6	1	14	16.6667	0.0122951	0.105895	0	70.2599	0	1110.02	131	3	0.114402	0	2	0.0629802	0
OTU_5155	14	0.417582	14	24.2857	0.0286885	0.228538	0.00521624	153.789	0.00558357	5.58484e+07	453	0	-0.0985851	0.357143	0	-0.0455998	0.459184
OTU_527	6	0.666667	12	28.8333	0.0122951	0.23029	0.189527	136.638	0.186286	2.96767e+07	457	0	-0.588694	0.277778	0	-0.470248	0.277778
OTU_529	2	1	15	23	0.00409836	0.0960288	0	62.5145	0	180.789	74	3	-0.610142	0	2	-0.650795	0
OTU_53	55	0.282828	14	22.2909	0.112705	0.243774	0.0586077	185.026	0.0567887	1.63245e+09	484	0	3.25049	0.104463	0	3.52144	0.105124
OTU_540	1	0	15	5	0.00204918	0.155687	0	86.8723	0	49.8235	76	2	-0.753749	0	1	-0.809274	0
OTU_543	12	0.681818	14	32.8333	0.0245902	0.218674	0.000546706	143.876	0.000559013	1.6236e+08	411	0	-0.0169003	0	0	0.124259	0
OTU_544	5	0.2	14	6	0.0102459	0.186977	0.00761513	110.999	0.00761573	27305.9	354	2	0.0831897	0	1	-0.0521227	0
OTU_55	11	0.490909	15	12.1818	0.022541	0.0968025	0.00351662	69.5645	0.00298346	2066.4	272	3	1.02008	0	2	0.776756	0.165289
OTU_561	2	0	15	49.5	0.00409836	0.198167	6.98969e-05	127.552	5.90468e-05	1.26274e+06	308	1	-0.247081	0	5	-0.235702	0.5
OTU_5625	2	0	16	3	0.00409836	0.164134	0.000294449	98.0989	0.000578798	2352.23	246	1	-0.247081	0	25	0	0.5
OTU_563	1	0	17	2	0.00204918	0.137963	0	77.8461	0	3.51869	56	1	-0.437455	0	24	0	0
OTU_5678	2	0	16	10.5	0.00409836	0.0881758	0.0299593	57.9533	0.0299593	15.5881	233	11	-1.01559	0.5	2	-0.829239	0.5
OTU_5730	7	0.952381	14	16	0.0143443	0.105922	1.40259e-06	70.7599	1.40259e-06	1475.08	222	3	0.295538	0	2	0.241424	0
OTU_576	8	0.714286	14	15.5	0.0163934	0.106136	0.00276561	72.3432	0.00328826	1632.4	268	3	0.476674	0	2	0.419868	0
OTU_5766	3	0.333333	4	2.66667	0.00614754	0.00873598	6.73242e-05	5.41667	6.73242e-05	3.74046	163	8	0.816497	0	8	1	0
OTU_578	2	1	15	20.5	0.00409836	0.0962046	0	62.9145	0	119.891	75	3	-0.610142	0	2	-0.650795	0
OTU_579	1	0	15	20	0.00204918	0.185084	0	111.962	0	439532	168	0	-0.915433	0	0	-0.809966	0
OTU_58	37	0.408408	14	24.1351	0.0758197	0.225475	0.0105046	160.543	0.00917592	9.46028e+08	469	0	2.02522	0	0	2.2475	0
OTU_584	23	0.573123	14	28.913	0.0471311	0.225233	0.0019193	154.643	0.00187857	4.80062e+08	444	0	0.881632	0	0	1.05848	0
OTU_5886	10	0.777778	16	10.8	0.0204918	0.168204	0.000985658	106.42	0.00103125	59276.4	313	5	0.725956	0	4	0.648862	0
OTU_59	5	0.3	13	5.6	0.0102459	0.116131	0.0115456	70.5226	0.0115781	64.8112	276	3	-0.0667343	0	2	-0.115464	0
OTU_597	12	0.621212	16	9.75	0.0245902	0.168541	0.00213913	107.92	0.00231623	64798.2	331	5	1.17434	0	4	1.10547	0
OTU_6	1	0	1	1	0.00204918	0.00204918	0	1	0	1.54308	15	17	0	0	35	0	0
OTU_60	50	0.275102	13	22.16	0.102459	0.263148	0.0990219	188.801	0.0968268	1.24224e+09	489	0	2.92375	0.0768	0	3.09679	0.1152
OTU_604	12	0.757576	13	34.25	0.0245902	0.226812	0.00681105	143.654	0.00840724	1.77e+08	455	0	-0.0169003	0	0	0.124259	0
OTU_608	5	0.1	15	27.4	0.0102459	0.202266	0.00118055	133.835	0.00121633	3.98932e+06	381	1	0.133667	0.32	3	-0.0527444	0.56
OTU_61	39	0.367072	14	22.9744	0.079918	0.226812	0.0180812	162.56	0.0166725	9.56859e+08	475	0	2.1069	0.0499671	0	2.41736	0
OTU_62	2	0	15	10.5	0.00409836	0.185247	0.00380382	112.628	0.00380382	441070	319	15	0	0.5	26	0	0.5
