"","MEblack","MEblue","MEbrown","MEgreen","MEmagenta","MEpink","MEpurple","MEred","MEtan","MEturquoise","MEyellow"
"1",-0.120235408953119,-0.0794760709708458,0.17855248076678,-0.0162902881569753,0.0459596561918803,-0.0156867937328562,-0.0358418431616159,-0.0371743563255891,-0.0693066734474033,0.140606909366859,-0.0871142248878543
"2",-0.162775877462812,-0.106425175171102,0.172336657157257,-0.024603980020781,0.0291240119312344,0.0402566764804017,-0.00706440632574779,-0.00825948472417938,-0.0191164105375552,0.173117798174874,-0.0900905941613536
"3",-0.0753293627924965,-0.105157486960003,0.144634879435345,0.089617320728638,-0.0288083401604466,0.104677715332142,0.0282257211216418,-0.103438007108475,-0.0345147863484882,0.167825769552406,-0.0588492571386496
"4",-0.0246803499191942,-0.124957211081704,0.0497740792847882,0.395391916335874,0.346059036702296,-0.0657986736200467,0.00927832045180154,-0.135614780452316,-0.059443050795229,0.060110479004358,-0.064194327099939
"5",-0.0610948730766658,-0.0989930126333679,0.0996837958977352,-0.0217972375424924,-0.00862991355780867,-0.0924843112821673,-0.00135379978077534,-0.0201758861583613,-0.0660218750605321,0.0972358331283981,-0.0585951350644891
"6",-0.065456297986267,-0.132149950726023,0.0716689343552459,-0.0315489677762737,0.0298608609091427,-0.0138722387052052,-0.0647836018072656,-0.0907920439883657,-0.0804523689101503,0.0142415149641744,-0.0975203539314906
"7",-0.0231421042469116,-0.096550703676595,0.121758527198642,-0.0310520818976951,0.072213182896835,0.00791512140848017,-0.00383735387956568,-0.0684007690085838,-0.077571862103351,0.12257260254036,-0.0650917331417256
"8",-0.0388919347311117,-0.111477198703215,0.0771439289157952,-0.0374517250970092,-0.0143581460923322,-0.058430974611098,0.0423096693971855,-0.0163545361091563,-0.0170554444587657,0.0221651900773947,-0.0789533819482083
"9",-0.0183135842114387,-0.128746177805796,0.0492136626294438,0.0366720723999348,0.268643773965599,-0.071552730294737,-0.0123769652741674,-0.115396602557682,-0.0561683900510817,0.0108674556696573,-0.0737050531584467
"10",-0.0371730169673047,-0.0742367661671156,0.116264911219715,-0.0410048324132019,0.041632007741932,-0.0615017717353916,0.0154540432099921,-0.0107376121848962,-0.0751578402369238,0.0652246831576815,-0.0715946184890693
"11",-0.0868967931010766,-0.0683934871690916,0.104348015352334,0.129573117878066,0.262945133805558,0.0229888258771968,0.0176855028184985,-0.0155556325819803,-0.0432316895469154,0.0392774943106448,-0.0570092918025201
"12",-0.00882164118426972,-0.0704260186872233,0.110685691549809,-0.0231016052829111,0.0394494143188477,-0.0491032887001899,-0.0253335949572729,-0.0387395731628957,0.0349381794076181,0.0844489453077494,-0.0577562800230783
"13",-0.0102323864811415,-0.126605478620933,0.0364095445663657,0.33860688821523,0.404617904425128,-0.0464737977836328,-0.00689790024530881,-0.115253073084493,-0.0845291270539337,0.0220408771742576,-0.0790735672056678
"14",-0.0501415389191437,-0.126748483802143,0.111161446118118,0.118200867913264,0.192336451851549,0.131634224248271,0.00438380892821311,-0.0537743573371639,-0.0320037729273647,0.101980750962981,-0.0725593794343942
"15",-0.12297690926253,-0.15180174635629,0.220604340183931,0.0251956934522325,0.12096956008031,0.188197650792468,0.0530323081326738,-0.10689157846832,-0.0785685783530892,0.205635615765039,-0.0780176310528301
"16",-0.163864681516398,-0.130139135041558,0.08892658546948,0.0756377929919785,0.150717233339641,-0.0683800970445588,-0.0572461542161391,-0.0351029313978862,-0.079339538384078,0.0431817241183511,-0.104568788344535
"17",-0.0545156222949908,-0.0786779201263538,0.115358154394622,0.00826287499086555,0.0425179677855532,-0.0406727174904398,0.0715977314167944,0.0122983185177051,0.0144867188610878,0.109630104034291,-0.0700483191197952
"18",-0.0293789056372653,-0.133524868226028,0.128934526469699,0.0354703040870562,0.212687522593241,-0.0180426585405354,0.114988629922331,-0.110515926073915,-0.0678570993507284,0.130607487118624,-0.0530488969152838
"19",-0.069431346331331,-0.0756626838593857,0.136326358741623,-0.064146886735877,0.00208649427055386,0.0341692401709188,-0.0256030276753389,-0.0437518673568384,-0.0469956716781087,0.125437151019036,-0.0583474103392586
"20",-0.0290951368762333,-0.0943902480379593,0.101379914866125,0.0196277438740199,0.0649016742769185,-0.0836694073911008,0.128468778540183,-0.100871205577152,-0.0839462747641039,0.122233094527426,-0.0317549818339102
"21",-0.0351980234981898,-0.0386044173380136,0.0904096247604649,-0.0879934454689456,0.0907317489148401,0.0129552314958334,0.029903318674964,-0.0778977657445782,-0.0123310202922321,0.0849376682735092,-0.0126127101031388
"22",-0.0726215427805613,-0.109465440564782,0.107202856069758,-0.0476537795919322,-0.00828023162560383,0.0801857096975673,-0.0447717019215991,-0.0781081780510464,-0.0720300885950473,0.0659142454012754,-0.0799801901074991
"23",-0.210058599156842,-0.0942266156649088,0.124400959131391,-0.0768271511608631,-0.0358811206596834,-0.0112149755926873,-0.0740709455573652,0.0523922451917462,-0.0668132113125014,0.087407624777834,-0.103520614513701
"24",-0.239353931875464,-0.118430071636805,0.146375698297532,-0.0985533929028737,-0.0533400101926737,0.0227768497562339,-0.0731315108479332,0.00114261143500348,-0.0497785753260377,0.132186108083664,-0.0989949275006186
"25",-0.0696072869938687,-0.00740511984379924,0.0479467899926522,-0.0560426527121179,-0.0618939727534338,0.111327423433992,-0.0545175075615796,0.120898512462357,-0.0353096366216519,0.0101042515728397,-0.0621313496977469
"26",-0.0165926494508287,-0.0089019082957466,-0.0489735467636932,-0.0718319652945096,-0.00359383964769752,-0.0824225073389604,0.0792692419082207,-0.0433018805541692,0.219264334085494,-0.0060824758345242,-0.00250653469350924
"27",0.16813882725706,0.184912167099555,-0.160227277203007,0.0567556495359465,-0.0728971528278125,-0.0986896094314694,-0.0413298427287519,0.0226133297168051,-0.0202538971539172,-0.1591673222138,0.140845462450119
"28",0.0465981414300089,0.144809808040614,-0.122371675952918,0.0998903364820485,-0.0231856655000197,-0.122519902812964,-0.0926842686102001,0.0530034246475017,-0.0712778301016779,-0.120507296439496,-0.00466611657876319
"29",-0.0429546395936919,0.175677681816844,-0.0535643493571174,0.0573930684388301,0.0161471112930711,-0.0832864342044104,-0.073957085335836,0.265654828351425,-0.0338819011445879,-0.0762467331601635,-0.0566309551486861
"30",-0.0257796710487218,0.146201150588094,-0.0769241685584549,0.09598173416728,-0.0385977651511953,-0.105755462700617,-0.0861893799145906,0.134627547267039,-0.0650619943637273,-0.116401888221778,-0.0638833245485489
"31",-0.0382325355268122,0.0648962548741007,-0.0287951868314839,0.0157127348915094,-0.0273775445905709,-0.0471915310206306,-0.03494814548637,0.0720504826950964,-0.0621632842681362,0.00125117188293104,-0.0335986756679395
"32",-0.0598110471723223,0.0590959373790177,-0.0495877324682083,0.152298545098417,-0.00166780524372595,-0.0666946843841038,-0.066780323175173,0.196792891894247,-0.0807722861884863,-0.0752396147508812,-0.075249000642933
"33",-0.0303842760312098,0.169199102663556,-0.0877614272559377,-0.00261495142096641,-0.0619193990678409,-0.0854273103260569,-0.0531789675449832,0.15250645725761,0.0154128182842581,-0.0700499222637243,0.0212889853501321
"34",0.0150207323536373,0.0571603618070367,-0.0382606112863688,-0.0455491525724466,-0.0502562931267049,-0.0723297117743147,-0.0604891695348766,0.198534610314484,0.316149893237052,-0.050927966218316,-0.0268698672959661
"35",0.101776792015792,0.187831734292046,-0.119383140197573,0.0731926620301096,-0.0637482674988522,-0.0885752278356463,-0.0480980941564469,0.0342100718847336,-0.0203152774833696,-0.109248533271952,0.0562938968923507
"36",-0.0436079113789157,0.0735004515837679,-0.0274923554996739,0.115328412926488,0.0516181267873985,-0.0649126295385869,-0.0794676319919317,0.127693037169457,-0.0674275000426764,-0.0810765156797525,-0.0514994388996662
"37",-0.069396706583149,0.0391902198445517,-0.00107909047853524,0.0657054302091971,-0.0172785044894486,-0.0740933274573708,-0.07016602396802,0.203241796609042,-0.021351741529841,-0.0621812591560899,-0.0797545180259172
"38",-0.0177943319140614,0.0886152354657797,-0.0429251013435798,0.0993018955751232,-0.00215490565100904,0.0434753141776647,-0.0379607864803792,0.125212273332347,0.0185270969524984,-0.0492612840651473,-0.039895843519838
"39",-0.143063722394241,-0.0678136648524939,0.0739403129964285,0.0811072574313498,0.0531184547316829,-0.0437933768516237,-0.0612359412276368,0.186615603473258,-0.0893067992193558,0.0506304047256971,-0.0962217086273114
"40",-0.00465711013150454,-0.0068544129205765,-0.0472617396990078,0.11369314920461,-0.0177573497513302,-0.0968005759609009,-0.0822264135127446,0.0474929834157645,0.102102375181512,-0.088012174089844,-0.0692118351663233
"41",-0.0381089694868888,0.1424423072277,-0.0665564993442589,0.164493379387967,-0.0210292350906372,-0.0971023266081171,-0.0703897562435954,0.0977875882781573,-0.0433463764779246,-0.0798610009324093,-0.0604747171222148
"42",-0.0503491396943928,0.101834311757532,-0.0607990976261234,-0.000705390544878447,-0.0499972746265017,-0.043706292892695,-0.0484654169656591,0.0484761349583029,0.00357144026451469,-0.023475633957131,-0.0568015818824108
"43",-0.0309338347111639,0.0663596282902578,-0.00416075991520071,0.058398130083639,-0.0331846646596368,-0.0673057919789455,-0.0518362886435987,0.035898067795865,-0.0499212456037164,-0.0153068730762701,-0.0668318250046049
"44",-0.0615001325612134,0.0658866966097217,0.0306473898757133,-0.0721241198168817,-0.0472356120607607,0.0125544162618375,-0.0190713404923948,0.0580708323009257,-0.0540794194246141,0.0624101940660034,-0.0235015832426516
"45",0.0273481836804498,0.144185653328823,-0.0914257227599911,0.0314804775842159,-0.0676485815219827,-0.0555010456435516,-0.0388501678131915,-0.0248480423053219,0.00315541189714663,-0.0747736653297231,0.0161552646894098
"46",0.0259473234646126,0.233250327991808,-0.110084734378131,0.0599358822965668,-0.0534252273542446,-0.0789387837216785,-0.0730588636786163,0.040306701880521,-0.0422709796817174,-0.103777132349417,0.00228966020351996
"47",-0.177907179342903,-0.0465167585991579,-0.0293851753023987,0.0387408151003606,-0.0492355994813285,-0.0954348600349779,-0.0920028629888693,0.14776820831691,-0.0843743127704475,-0.0393979219697836,-0.0999946268894076
"48",-0.0731827989325286,0.0285561710548922,-0.0400990037363144,0.140206551619993,-0.00174780289640522,-0.0997964060050341,-0.0922664278637429,0.200822085460905,0.0313907048103592,-0.0704654140385412,-0.076251432532497
"49",0.0265398168008927,0.123653571322641,-0.079527127332426,-0.0726658915207987,-0.0689136925376251,0.0974543737080719,-0.0609506984114323,0.173356438136354,0.0633519469717655,-0.0821421963585945,0.0150580459705776
"50",-0.00162680053064551,-0.0394036992878823,0.030636890461323,-0.0813813202923588,-0.0611253988335341,0.0603201961517033,0.132618407012236,0.074200797289585,-0.0482292167883411,0.119887476359513,-0.0269534283998161
"51",0.0653257679272241,0.0514109528627131,-0.146442656904223,-0.0138436216444856,-0.0681734463667867,-0.0606637560245359,-0.00203650919029617,-0.102792351918942,0.160706226339293,-0.128202775939593,0.171191077637452
"52",0.0438038084146492,0.110272302023132,-0.14411651697976,-0.091828274805197,-0.0667285084747443,0.0424348652571495,-0.0719236729919906,0.0151531353035642,0.00256832235088166,-0.0961830945313229,0.0405789217432964
"53",0.209910941100078,0.134861288332663,-0.124312618959416,-0.0704225393528684,-0.0709650958146521,-0.0319406177030708,-0.0258533993012735,-0.0281871654268506,0.158169380279567,-0.109934002297245,0.108465429773337
"54",0.161830517412634,0.099769307394601,-0.0949462823901571,-0.0846275533054786,-0.0759447499865051,0.0778178472188653,0.0972062687867353,-0.0688946684345855,0.0840447310374934,-0.0867706603125928,0.0820422090281983
"55",0.0100375186495679,-0.0731310096972149,-0.0484088871014822,0.0614707948770042,-0.0348427239187594,-0.0329859154204327,-0.0439099499728599,-0.0628897083885883,-0.0897576728238585,-0.0816098208055509,-0.0593875026961407
