Filename	Method	Submission	GS	AUPR, #1	AUPR, #3	AUPR, #4	AUROC, #1	AUROC, #3	AUROC, #4	PR score, #1	PR score, #3	PR score, #4	ROC score, #1	ROC score, #3	ROC score, #4	Score, #1	Score, #3	Score, #4	Final score
DREAM5_NetworkInference_Other2_Network1_#19.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#2.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#20.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#21.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#22.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#23.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#24.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#25.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#26.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#27.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#28.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#29.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#3.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#30.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#31.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#32.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#33.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#34.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#35.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#36.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#37.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#38.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#39.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#4.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#40.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#41.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#42.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#43.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#44.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#45.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#46.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#47.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#48.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#49.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#5.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#50.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#51.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#52.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#53.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#54.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#55.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#56.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#57.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#58.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#59.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#6.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#60.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#61.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#62.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#63.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#64.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#65.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#66.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#67.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#68.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#69.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#7.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#70.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#71.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#72.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#73.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#74.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#75.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#76.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#77.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#78.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#79.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#8.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#80.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#81.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#82.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#83.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#84.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#85.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#86.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#87.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#88.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#89.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#9.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#90.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#91.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#92.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#93.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#94.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#95.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#96.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#97.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#98.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network1_#99.txt	raw	Other2	old_gs	0.26171535	0.04318897	0.01963919	0.79100470	0.56682165	0.51236959	68.74172759	0.14810381	0.11006072	69.65040194	0.00152871	0.27625153	69.19606476	0.07481626	0.19315612	23.15467905	
DREAM5_NetworkInference_Other2_Network3.txt	raw	Other2	old_gs	0.01368698	0.04318897	0.01963919	0.48982051	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_NetworkInference_Other3_Network1.txt	raw	Other3	old_gs	0.19580223	0.04318897	0.01963919	0.78996897	0.56682165	0.51236959	15.92359635	0.14810381	0.11006072	68.27952814	0.00152871	0.27625153	42.10156224	0.07481626	0.19315612	14.12317821	
DREAM5_NetworkInference_Other3_Network1_#0.txt	raw	Other3	old_gs	0.19585711	0.04318897	0.01963919	0.78996904	0.56682165	0.51236959	15.94970032	0.14810381	0.11006072	68.27952814	0.00152871	0.27625153	42.11461423	0.07481626	0.19315612	14.12752887	
DREAM5_NetworkInference_Other3_Network1_#1.txt	raw	Other3	old_gs	0.19588134	0.04318897	0.01963919	0.78996911	0.56682165	0.51236959	15.96537304	0.14810381	0.11006072	68.27952814	0.00152871	0.27625153	42.12245059	0.07481626	0.19315612	14.13014099	
DREAM5_NetworkInference_Other3_Network1_#10.txt	raw	Other3	old_gs	0.19586651	0.04318897	0.01963919	0.78996907	0.56682165	0.51236959	15.95492370	0.14810381	0.11006072	68.27952814	0.00152871	0.27625153	42.11722592	0.07481626	0.19315612	14.12839943	
DREAM5_NetworkInference_Other3_Network1_#11.txt	raw	Other3	old_gs	0.19587510	0.04318897	0.01963919	0.78996907	0.56682165	0.51236959	15.96014794	0.14810381	0.11006072	68.27952814	0.00152871	0.27625153	42.11983804	0.07481626	0.19315612	14.12927014	
DREAM5_NetworkInference_Other3_Network1_#12.txt	raw	Other3	old_gs	0.19589459	0.04318897	0.01963919	0.78996905	0.56682165	0.51236959	15.97059900	0.14810381	0.11006072	68.27952814	0.00152871	0.27625153	42.12506357	0.07481626	0.19315612	14.13101198	
DREAM5_NetworkInference_Other3_Network1_#13.txt	raw	Other3	old_gs	0.19589357	0.04318897	0.01963919	0.78996910	0.56682165	0.51236959	15.97059900	0.14810381	0.11006072	68.27952814	0.00152871	0.27625153	42.12506357	0.07481626	0.19315612	14.13101198	
DREAM5_NetworkInference_Other3_Network1_#14.txt	raw	Other3	old_gs	0.19585981	0.04318897	0.01963919	0.78996907	0.56682165	0.51236959	15.94970032	0.14810381	0.11006072	68.27952814	0.00152871	0.27625153	42.11461423	0.07481626	0.19315612	14.12752887	
DREAM5_NetworkInference_Other3_Network1_#15.txt	raw	Other3	old_gs	0.19584054	0.04318897	0.01963919	0.78996905	0.56682165	0.51236959	15.93925615	0.14810381	0.11006072	68.27952814	0.00152871	0.27625153	42.10939214	0.07481626	0.19315612	14.12578818	
DREAM5_NetworkInference_Other3_Network1_#16.txt	raw	Other3	old_gs	0.19588044	0.04318897	0.01963919	0.78996908	0.56682165	0.51236959	15.96014794	0.14810381	0.11006072	68.27952814	0.00152871	0.27625153	42.11983804	0.07481626	0.19315612	14.12927014	
DREAM5_NetworkInference_Other3_Network1_#17.txt	raw	Other3	old_gs	0.19583406	0.04318897	0.01963919	0.78996904	0.56682165	0.51236959	15.93925615	0.14810381	0.11006072	68.27952814	0.00152871	0.27625153	42.10939214	0.07481626	0.19315612	14.12578818	
DREAM5_NetworkInference_Other3_Network1_#18.txt	raw	Other3	old_gs	0.19588925	0.04318897	0.01963919	0.78996907	0.56682165	0.51236959	15.96537304	0.14810381	0.11006072	68.27952814	0.00152871	0.27625153	42.12245059	0.07481626	0.19315612	14.13014099	
