Filename	Method	Submission	GS	AUPR, #1	AUPR, #3	AUPR, #4	AUROC, #1	AUROC, #3	AUROC, #4	PR score, #1	PR score, #3	PR score, #4	ROC score, #1	ROC score, #3	ROC score, #4	Score, #1	Score, #3	Score, #4	Final score
DREAM5_Other3_net1_MI2_#17.txt	idirect	Other3	old_gs	0.19687241	0.04318897	0.01963919	0.78980343	0.56682165	0.51236959	16.48691672	0.14810381	0.11006072	68.05468085	0.00152871	0.27625153	42.27079878	0.07481626	0.19315612	14.17959039	
DREAM5_Other3_net1_MI2_#18.txt	idirect	Other3	old_gs	0.19636271	0.04318897	0.01963919	0.78979640	0.56682165	0.51236959	16.21718970	0.14810381	0.11006072	68.04146700	0.00152871	0.27625153	42.12932835	0.07481626	0.19315612	14.13243358	
DREAM5_Other3_net1_MI2_#19.txt	idirect	Other3	old_gs	0.19804900	0.04318897	0.01963919	0.78983863	0.56682165	0.51236959	17.11415293	0.14810381	0.11006072	68.09433069	0.00152871	0.27625153	42.60424181	0.07481626	0.19315612	14.29073806	
DREAM5_Other3_net1_MI2_#2.txt	idirect	Other3	old_gs	0.19830095	0.04318897	0.01963919	0.78982203	0.56682165	0.51236959	17.25513649	0.14810381	0.11006072	68.08111269	0.00152871	0.27625153	42.66812459	0.07481626	0.19315612	14.31203232	
DREAM5_Other3_net1_MI2_#20.txt	idirect	Other3	old_gs	0.19632718	0.04318897	0.01963919	0.78979832	0.56682165	0.51236959	16.19612926	0.14810381	0.11006072	68.04146700	0.00152871	0.27625153	42.11879813	0.07481626	0.19315612	14.12892350	
DREAM5_Other3_net1_MI2_#21.txt	idirect	Other3	old_gs	0.19677306	0.04318897	0.01963919	0.78981747	0.56682165	0.51236959	16.43385275	0.14810381	0.11006072	68.06789608	0.00152871	0.27625153	42.25087441	0.07481626	0.19315612	14.17294893	
DREAM5_Other3_net1_MI2_#22.txt	idirect	Other3	old_gs	0.19905114	0.04318897	0.01963919	0.78985979	0.56682165	0.51236959	17.66507339	0.14810381	0.11006072	68.13399301	0.00152871	0.27625153	42.89953320	0.07481626	0.19315612	14.38916853	
DREAM5_Other3_net1_MI2_#23.txt	idirect	Other3	old_gs	0.19721912	0.04318897	0.01963919	0.78981865	0.56682165	0.51236959	16.66797748	0.14810381	0.11006072	68.06789608	0.00152871	0.27625153	42.36793678	0.07481626	0.19315612	14.21196972	
DREAM5_Other3_net1_MI2_#24.txt	idirect	Other3	old_gs	0.19529293	0.04318897	0.01963919	0.78976326	0.56682165	0.51236959	15.65856493	0.14810381	0.11006072	68.00183377	0.00152871	0.27625153	41.83019935	0.07481626	0.19315612	14.03272391	
DREAM5_Other3_net1_MI2_#25.txt	idirect	Other3	old_gs	0.19695091	0.04318897	0.01963919	0.78981598	0.56682165	0.51236959	16.52942982	0.14810381	0.11006072	68.06789608	0.00152871	0.27625153	42.29866295	0.07481626	0.19315612	14.18887844	
DREAM5_Other3_net1_MI2_#26.txt	idirect	Other3	old_gs	0.19729075	0.04318897	0.01963919	0.78981882	0.56682165	0.51236959	16.70537808	0.14810381	0.11006072	68.06789608	0.00152871	0.27625153	42.38663708	0.07481626	0.19315612	14.21820315	
DREAM5_Other3_net1_MI2_#27.txt	idirect	Other3	old_gs	0.19645834	0.04318897	0.01963919	0.78978793	0.56682165	0.51236959	16.26462601	0.14810381	0.11006072	68.02825454	0.00152871	0.27625153	42.14644027	0.07481626	0.19315612	14.13813755	
DREAM5_Other3_net1_MI2_#28.txt	idirect	Other3	old_gs	0.19440480	0.04318897	0.01963919	0.78976232	0.56682165	0.51236959	15.20142336	0.14810381	0.11006072	68.00183377	0.00152871	0.27625153	41.60162857	0.07481626	0.19315612	13.95653365	
DREAM5_Other3_net1_MI2_#29.txt	idirect	Other3	old_gs	0.19789775	0.04318897	0.01963919	0.78983705	0.56682165	0.51236959	17.03308048	0.14810381	0.11006072	68.09433069	0.00152871	0.27625153	42.56370559	0.07481626	0.19315612	14.27722599	
DREAM5_Other3_net1_MI2_#3.txt	idirect	Other3	old_gs	0.19810141	0.04318897	0.01963919	0.78981663	0.56682165	0.51236959	17.14663604	0.14810381	0.11006072	68.06789608	0.00152871	0.27625153	42.60726606	0.07481626	0.19315612	14.29174615	
DREAM5_Other3_net1_MI2_#30.txt	idirect	Other3	old_gs	0.19532295	0.04318897	0.01963919	0.78978827	0.56682165	0.51236959	15.67409303	0.14810381	0.11006072	68.02825454	0.00152871	0.27625153	41.85117379	0.07481626	0.19315612	14.03971539	
DREAM5_Other3_net1_MI2_#31.txt	idirect	Other3	old_gs	0.19716681	0.04318897	0.01963919	0.78981612	0.56682165	0.51236959	16.64128855	0.14810381	0.11006072	68.06789608	0.00152871	0.27625153	42.35459232	0.07481626	0.19315612	14.20752157	
DREAM5_Other3_net1_MI2_#32.txt	idirect	Other3	old_gs	0.19864584	0.04318897	0.01963919	0.78984314	0.56682165	0.51236959	17.44037590	0.14810381	0.11006072	68.10755008	0.00152871	0.27625153	42.77396299	0.07481626	0.19315612	14.34731179	
DREAM5_Other3_net1_MI2_#33.txt	idirect	Other3	old_gs	0.19688118	0.04318897	0.01963919	0.78979139	0.56682165	0.51236959	16.49222785	0.14810381	0.11006072	68.04146700	0.00152871	0.27625153	42.26684742	0.07481626	0.19315612	14.17827327	
DREAM5_Other3_net1_MI2_#34.txt	idirect	Other3	old_gs	0.19749907	0.04318897	0.01963919	0.78982619	0.56682165	0.51236959	16.81783264	0.14810381	0.11006072	68.08111269	0.00152871	0.27625153	42.44947266	0.07481626	0.19315612	14.23914835	
DREAM5_Other3_net1_MI2_#35.txt	idirect	Other3	old_gs	0.19844158	0.04318897	0.01963919	0.78984120	0.56682165	0.51236959	17.33129128	0.14810381	0.11006072	68.10755008	0.00152871	0.27625153	42.71942068	0.07481626	0.19315612	14.32913102	
DREAM5_Other3_net1_MI2_#36.txt	idirect	Other3	old_gs	0.20059902	0.04318897	0.01963919	0.78988684	0.56682165	0.51236959	18.52194843	0.14810381	0.11006072	68.16044147	0.00152871	0.27625153	43.34119495	0.07481626	0.19315612	14.53638911	
DREAM5_Other3_net1_MI2_#37.txt	idirect	Other3	old_gs	0.19911483	0.04318897	0.01963919	0.78986089	0.56682165	0.51236959	17.69807703	0.14810381	0.11006072	68.13399301	0.00152871	0.27625153	42.91603502	0.07481626	0.19315612	14.39466913	
DREAM5_Other3_net1_MI2_#38.txt	idirect	Other3	old_gs	0.19819652	0.04318897	0.01963919	0.78983680	0.56682165	0.51236959	17.19541872	0.14810381	0.11006072	68.09433069	0.00152871	0.27625153	42.64487471	0.07481626	0.19315612	14.30428236	
DREAM5_Other3_net1_MI2_#39.txt	idirect	Other3	old_gs	0.19789257	0.04318897	0.01963919	0.78983111	0.56682165	0.51236959	17.03308048	0.14810381	0.11006072	68.09433069	0.00152871	0.27625153	42.56370559	0.07481626	0.19315612	14.27722599	
DREAM5_Other3_net1_MI2_#4.txt	idirect	Other3	old_gs	0.19680221	0.04318897	0.01963919	0.78981149	0.56682165	0.51236959	16.44976291	0.14810381	0.11006072	68.06789608	0.00152871	0.27625153	42.25882949	0.07481626	0.19315612	14.17560063	
DREAM5_Other3_net1_MI2_#40.txt	idirect	Other3	old_gs	0.19904716	0.04318897	0.01963919	0.78983563	0.56682165	0.51236959	17.65957579	0.14810381	0.11006072	68.09433069	0.00152871	0.27625153	42.87695324	0.07481626	0.19315612	14.38164187	
DREAM5_Other3_net1_MI2_#41.txt	idirect	Other3	old_gs	0.19947493	0.04318897	0.01963919	0.78984832	0.56682165	0.51236959	17.89674794	0.14810381	0.11006072	68.10755008	0.00152871	0.27625153	43.00214901	0.07481626	0.19315612	14.42337380	
DREAM5_Other3_net1_MI2_#42.txt	idirect	Other3	old_gs	0.19730238	0.04318897	0.01963919	0.78982508	0.56682165	0.51236959	16.71607170	0.14810381	0.11006072	68.08111269	0.00152871	0.27625153	42.39859220	0.07481626	0.19315612	14.22218819	
DREAM5_Other3_net1_MI2_#43.txt	idirect	Other3	old_gs	0.19928412	0.04318897	0.01963919	0.78985891	0.56682165	0.51236959	17.79175520	0.14810381	0.11006072	68.13399301	0.00152871	0.27625153	42.96287410	0.07481626	0.19315612	14.41028216	
DREAM5_Other3_net1_MI2_#44.txt	idirect	Other3	old_gs	0.19970330	0.04318897	0.01963919	0.78986388	0.56682165	0.51236959	18.02425903	0.14810381	0.11006072	68.13399301	0.00152871	0.27625153	43.07912602	0.07481626	0.19315612	14.44903280	
DREAM5_Other3_net1_MI2_#45.txt	idirect	Other3	old_gs	0.19811056	0.04318897	0.01963919	0.78982492	0.56682165	0.51236959	17.14663604	0.14810381	0.11006072	68.08111269	0.00152871	0.27625153	42.61387437	0.07481626	0.19315612	14.29394892	
DREAM5_Other3_net1_MI2_#46.txt	idirect	Other3	old_gs	0.20007002	0.04318897	0.01963919	0.78988368	0.56682165	0.51236959	18.22475305	0.14810381	0.11006072	68.16044147	0.00152871	0.27625153	43.19259726	0.07481626	0.19315612	14.48685655	
DREAM5_Other3_net1_MI2_#47.txt	idirect	Other3	old_gs	0.19682423	0.04318897	0.01963919	0.78979898	0.56682165	0.51236959	16.46037398	0.14810381	0.11006072	68.05468085	0.00152871	0.27625153	42.25752742	0.07481626	0.19315612	14.17516660	
DREAM5_Other3_net1_MI2_#48.txt	idirect	Other3	old_gs	0.19549619	0.04318897	0.01963919	0.78977638	0.56682165	0.51236959	15.76223197	0.14810381	0.11006072	68.01504346	0.00152871	0.27625153	41.88863771	0.07481626	0.19315612	14.05220337	
DREAM5_Other3_net1_MI2_#49.txt	idirect	Other3	old_gs	0.19702908	0.04318897	0.01963919	0.78981028	0.56682165	0.51236959	16.56667393	0.14810381	0.11006072	68.06789608	0.00152871	0.27625153	42.31728500	0.07481626	0.19315612	14.19508580	
DREAM5_Other3_net1_MI2_#5.txt	idirect	Other3	old_gs	0.19741056	0.04318897	0.01963919	0.78980574	0.56682165	0.51236959	16.76959140	0.14810381	0.11006072	68.05468085	0.00152871	0.27625153	42.41213612	0.07481626	0.19315612	14.22670284	
DREAM5_Other3_net1_MI2_#50.txt	idirect	Other3	old_gs	0.19720910	0.04318897	0.01963919	0.78979762	0.56682165	0.51236959	16.66263797	0.14810381	0.11006072	68.04146700	0.00152871	0.27625153	42.35205249	0.07481626	0.19315612	14.20667496	
DREAM5_Other3_net1_MI2_#51.txt	idirect	Other3	old_gs	0.19738213	0.04318897	0.01963919	0.78981380	0.56682165	0.51236959	16.75888059	0.14810381	0.11006072	68.06789608	0.00152871	0.27625153	42.41338833	0.07481626	0.19315612	14.22712024	
DREAM5_Other3_net1_MI2_#52.txt	idirect	Other3	old_gs	0.19911782	0.04318897	0.01963919	0.78985479	0.56682165	0.51236959	17.69807703	0.14810381	0.11006072	68.12077085	0.00152871	0.27625153	42.90942394	0.07481626	0.19315612	14.39246544	
DREAM5_Other3_net1_MI2_#53.txt	idirect	Other3	old_gs	0.19880902	0.04318897	0.01963919	0.78984158	0.56682165	0.51236959	17.52789097	0.14810381	0.11006072	68.10755008	0.00152871	0.27625153	42.81772052	0.07481626	0.19315612	14.36189763	
DREAM5_Other3_net1_MI2_#54.txt	idirect	Other3	old_gs	0.19608368	0.04318897	0.01963919	0.78979101	0.56682165	0.51236959	16.07005572	0.14810381	0.11006072	68.04146700	0.00152871	0.27625153	42.05576136	0.07481626	0.19315612	14.10791125	
DREAM5_Other3_net1_MI2_#55.txt	idirect	Other3	old_gs	0.19703479	0.04318897	0.01963919	0.78981664	0.56682165	0.51236959	16.57199796	0.14810381	0.11006072	68.06789608	0.00152871	0.27625153	42.31994702	0.07481626	0.19315612	14.19597313	
DREAM5_Other3_net1_MI2_#56.txt	idirect	Other3	old_gs	0.19772942	0.04318897	0.01963919	0.78982960	0.56682165	0.51236959	16.94143212	0.14810381	0.11006072	68.09433069	0.00152871	0.27625153	42.51788140	0.07481626	0.19315612	14.26195126	
DREAM5_Other3_net1_MI2_#57.txt	idirect	Other3	old_gs	0.19759588	0.04318897	0.01963919	0.78982493	0.56682165	0.51236959	16.87151567	0.14810381	0.11006072	68.08111269	0.00152871	0.27625153	42.47631418	0.07481626	0.19315612	14.24809552	
DREAM5_Other3_net1_MI2_#58.txt	idirect	Other3	old_gs	0.19882358	0.04318897	0.01963919	0.78983733	0.56682165	0.51236959	17.53884581	0.14810381	0.11006072	68.09433069	0.00152871	0.27625153	42.81658825	0.07481626	0.19315612	14.36152021	
DREAM5_Other3_net1_MI2_#59.txt	idirect	Other3	old_gs	0.19691869	0.04318897	0.01963919	0.78980305	0.56682165	0.51236959	16.50816639	0.14810381	0.11006072	68.05468085	0.00152871	0.27625153	42.28142362	0.07481626	0.19315612	14.18313200	
DREAM5_Other3_net1_MI2_#6.txt	idirect	Other3	old_gs	0.19708359	0.04318897	0.01963919	0.78979845	0.56682165	0.51236959	16.59863099	0.14810381	0.11006072	68.04146700	0.00152871	0.27625153	42.32004900	0.07481626	0.19315612	14.19600713	
DREAM5_Other3_net1_MI2_#60.txt	idirect	Other3	old_gs	0.19738117	0.04318897	0.01963919	0.78980993	0.56682165	0.51236959	16.75888059	0.14810381	0.11006072	68.06789608	0.00152871	0.27625153	42.41338833	0.07481626	0.19315612	14.22712024	
DREAM5_Other3_net1_MI2_#61.txt	idirect	Other3	old_gs	0.19791970	0.04318897	0.01963919	0.78981576	0.56682165	0.51236959	17.04387897	0.14810381	0.11006072	68.06789608	0.00152871	0.27625153	42.55588752	0.07481626	0.19315612	14.27461997	
DREAM5_Other3_net1_MI2_#62.txt	idirect	Other3	old_gs	0.19752908	0.04318897	0.01963919	0.78983012	0.56682165	0.51236959	16.83392852	0.14810381	0.11006072	68.09433069	0.00152871	0.27625153	42.46412961	0.07481626	0.19315612	14.24403400	
DREAM5_Other3_net1_MI2_#63.txt	idirect	Other3	old_gs	0.20050260	0.04318897	0.01963919	0.78988140	0.56682165	0.51236959	18.47131143	0.14810381	0.11006072	68.16044147	0.00152871	0.27625153	43.31587645	0.07481626	0.19315612	14.52794961	
DREAM5_Other3_net1_MI2_#64.txt	idirect	Other3	old_gs	0.19784544	0.04318897	0.01963919	0.78982177	0.56682165	0.51236959	17.00609929	0.14810381	0.11006072	68.08111269	0.00152871	0.27625153	42.54360599	0.07481626	0.19315612	14.27052613	
DREAM5_Other3_net1_MI2_#65.txt	idirect	Other3	old_gs	0.19637885	0.04318897	0.01963919	0.78981153	0.56682165	0.51236959	16.22245696	0.14810381	0.11006072	68.06789608	0.00152871	0.27625153	42.14517652	0.07481626	0.19315612	14.13771630	
DREAM5_Other3_net1_MI2_#66.txt	idirect	Other3	old_gs	0.19901802	0.04318897	0.01963919	0.78985260	0.56682165	0.51236959	17.64308813	0.14810381	0.11006072	68.12077085	0.00152871	0.27625153	42.88192949	0.07481626	0.19315612	14.38330062	
DREAM5_Other3_net1_MI2_#67.txt	idirect	Other3	old_gs	0.19634706	0.04318897	0.01963919	0.78980768	0.56682165	0.51236959	16.20665776	0.14810381	0.11006072	68.05468085	0.00152871	0.27625153	42.13066930	0.07481626	0.19315612	14.13288056	
DREAM5_Other3_net1_MI2_#68.txt	idirect	Other3	old_gs	0.20029783	0.04318897	0.01963919	0.78987041	0.56682165	0.51236959	18.35342866	0.14810381	0.11006072	68.14721655	0.00152871	0.27625153	43.25032260	0.07481626	0.19315612	14.50609833	
DREAM5_Other3_net1_MI2_#69.txt	idirect	Other3	old_gs	0.19659463	0.04318897	0.01963919	0.78978822	0.56682165	0.51236959	16.33855433	0.14810381	0.11006072	68.02825454	0.00152871	0.27625153	42.18340443	0.07481626	0.19315612	14.15045894	
DREAM5_Other3_net1_MI2_#7.txt	idirect	Other3	old_gs	0.19958274	0.04318897	0.01963919	0.78985641	0.56682165	0.51236959	17.95767486	0.14810381	0.11006072	68.12077085	0.00152871	0.27625153	43.03922285	0.07481626	0.19315612	14.43573175	
DREAM5_Other3_net1_MI2_#70.txt	idirect	Other3	old_gs	0.19527129	0.04318897	0.01963919	0.78977665	0.56682165	0.51236959	15.64821717	0.14810381	0.11006072	68.01504346	0.00152871	0.27625153	41.83163031	0.07481626	0.19315612	14.03320090	
DREAM5_Other3_net1_MI2_#71.txt	idirect	Other3	old_gs	0.19603241	0.04318897	0.01963919	0.78977315	0.56682165	0.51236959	16.04385278	0.14810381	0.11006072	68.01504346	0.00152871	0.27625153	42.02944812	0.07481626	0.19315612	14.09914017	
DREAM5_Other3_net1_MI2_#72.txt	idirect	Other3	old_gs	0.19706671	0.04318897	0.01963919	0.78982261	0.56682165	0.51236959	16.58797520	0.14810381	0.11006072	68.08111269	0.00152871	0.27625153	42.33454395	0.07481626	0.19315612	14.20083878	
DREAM5_Other3_net1_MI2_#73.txt	idirect	Other3	old_gs	0.19886696	0.04318897	0.01963919	0.78984786	0.56682165	0.51236959	17.56076580	0.14810381	0.11006072	68.10755008	0.00152871	0.27625153	42.83415794	0.07481626	0.19315612	14.36737677	
DREAM5_Other3_net1_MI2_#74.txt	idirect	Other3	old_gs	0.19723690	0.04318897	0.01963919	0.78980044	0.56682165	0.51236959	16.67865906	0.14810381	0.11006072	68.05468085	0.00152871	0.27625153	42.36666995	0.07481626	0.19315612	14.21154745	
DREAM5_Other3_net1_MI2_#75.txt	idirect	Other3	old_gs	0.19879030	0.04318897	0.01963919	0.78984386	0.56682165	0.51236959	17.51693956	0.14810381	0.11006072	68.10755008	0.00152871	0.27625153	42.81224482	0.07481626	0.19315612	14.36007240	
DREAM5_Other3_net1_MI2_#76.txt	idirect	Other3	old_gs	0.19909170	0.04318897	0.01963919	0.78986541	0.56682165	0.51236959	17.68707238	0.14810381	0.11006072	68.13399301	0.00152871	0.27625153	42.91053269	0.07481626	0.19315612	14.39283503	
DREAM5_Other3_net1_MI2_#77.txt	idirect	Other3	old_gs	0.19510526	0.04318897	0.01963919	0.78976064	0.56682165	0.51236959	15.56040023	0.14810381	0.11006072	68.00183377	0.00152871	0.27625153	41.78111700	0.07481626	0.19315612	14.01636313	
DREAM5_Other3_net1_MI2_#78.txt	idirect	Other3	old_gs	0.19741044	0.04318897	0.01963919	0.78981891	0.56682165	0.51236959	16.76959140	0.14810381	0.11006072	68.08111269	0.00152871	0.27625153	42.42535205	0.07481626	0.19315612	14.23110814	
DREAM5_Other3_net1_MI2_#79.txt	idirect	Other3	old_gs	0.19696537	0.04318897	0.01963919	0.78979837	0.56682165	0.51236959	16.53474783	0.14810381	0.11006072	68.04146700	0.00152871	0.27625153	42.28810741	0.07481626	0.19315612	14.18535993	
DREAM5_Other3_net1_MI2_#8.txt	idirect	Other3	old_gs	0.19655339	0.04318897	0.01963919	0.78980074	0.56682165	0.51236959	16.31741475	0.14810381	0.11006072	68.05468085	0.00152871	0.27625153	42.18604780	0.07481626	0.19315612	14.15134006	
DREAM5_Other3_net1_MI2_#80.txt	idirect	Other3	old_gs	0.19723970	0.04318897	0.01963919	0.78982208	0.56682165	0.51236959	16.67865906	0.14810381	0.11006072	68.08111269	0.00152871	0.27625153	42.37988588	0.07481626	0.19315612	14.21595275	
DREAM5_Other3_net1_MI2_#81.txt	idirect	Other3	old_gs	0.19672932	0.04318897	0.01963919	0.78979180	0.56682165	0.51236959	16.40735301	0.14810381	0.11006072	68.04146700	0.00152871	0.27625153	42.22441001	0.07481626	0.19315612	14.16412746	
DREAM5_Other3_net1_MI2_#82.txt	idirect	Other3	old_gs	0.19752625	0.04318897	0.01963919	0.78980932	0.56682165	0.51236959	16.83392852	0.14810381	0.11006072	68.06789608	0.00152871	0.27625153	42.45091230	0.07481626	0.19315612	14.23962823	
DREAM5_Other3_net1_MI2_#83.txt	idirect	Other3	old_gs	0.19835875	0.04318897	0.01963919	0.78983735	0.56682165	0.51236959	17.28231530	0.14810381	0.11006072	68.09433069	0.00152871	0.27625153	42.68832300	0.07481626	0.19315612	14.31876513	
DREAM5_Other3_net1_MI2_#84.txt	idirect	Other3	old_gs	0.19977753	0.04318897	0.01963919	0.78986652	0.56682165	0.51236959	18.06315688	0.14810381	0.11006072	68.13399301	0.00152871	0.27625153	43.09857494	0.07481626	0.19315612	14.45551577	
DREAM5_Other3_net1_MI2_#85.txt	idirect	Other3	old_gs	0.19941086	0.04318897	0.01963919	0.78985768	0.56682165	0.51236959	17.86355886	0.14810381	0.11006072	68.12077085	0.00152871	0.27625153	42.99216486	0.07481626	0.19315612	14.42004575	
DREAM5_Other3_net1_MI2_#86.txt	idirect	Other3	old_gs	0.19758504	0.04318897	0.01963919	0.78980382	0.56682165	0.51236959	16.86614350	0.14810381	0.11006072	68.05468085	0.00152871	0.27625153	42.46041217	0.07481626	0.19315612	14.24279485	
DREAM5_Other3_net1_MI2_#87.txt	idirect	Other3	old_gs	0.19606311	0.04318897	0.01963919	0.78977500	0.56682165	0.51236959	16.05957196	0.14810381	0.11006072	68.01504346	0.00152871	0.27625153	42.03730771	0.07481626	0.19315612	14.10176003	
DREAM5_Other3_net1_MI2_#88.txt	idirect	Other3	old_gs	0.19910089	0.04318897	0.01963919	0.78985440	0.56682165	0.51236959	17.69257427	0.14810381	0.11006072	68.12077085	0.00152871	0.27625153	42.90667256	0.07481626	0.19315612	14.39154832	
DREAM5_Other3_net1_MI2_#89.txt	idirect	Other3	old_gs	0.19774290	0.04318897	0.01963919	0.78982499	0.56682165	0.51236959	16.95220138	0.14810381	0.11006072	68.08111269	0.00152871	0.27625153	42.51665704	0.07481626	0.19315612	14.26154314	
DREAM5_Other3_net1_MI2_#9.txt	idirect	Other3	old_gs	0.19307938	0.04318897	0.01963919	0.78971063	0.56682165	0.51236959	14.53099884	0.14810381	0.11006072	67.93580608	0.00152871	0.27625153	41.23340246	0.07481626	0.19315612	13.83379161	
DREAM5_Other3_net1_MI2_#90.txt	idirect	Other3	old_gs	0.19895605	0.04318897	0.01963919	0.78986299	0.56682165	0.51236959	17.61013601	0.14810381	0.11006072	68.13399301	0.00152871	0.27625153	42.87206451	0.07481626	0.19315612	14.38001230	
DREAM5_Other3_net1_MI2_#91.txt	idirect	Other3	old_gs	0.19443469	0.04318897	0.01963919	0.78975540	0.56682165	0.51236959	15.21672152	0.14810381	0.11006072	67.98862546	0.00152871	0.27625153	41.60267349	0.07481626	0.19315612	13.95688196	
DREAM5_Other3_net1_MI2_#92.txt	idirect	Other3	old_gs	0.19629779	0.04318897	0.01963919	0.78979187	0.56682165	0.51236959	16.18034297	0.14810381	0.11006072	68.04146700	0.00152871	0.27625153	42.11090498	0.07481626	0.19315612	14.12629245	
DREAM5_Other3_net1_MI2_#93.txt	idirect	Other3	old_gs	0.19627945	0.04318897	0.01963919	0.78979243	0.56682165	0.51236959	16.16982307	0.14810381	0.11006072	68.04146700	0.00152871	0.27625153	42.10564504	0.07481626	0.19315612	14.12453914	
DREAM5_Other3_net1_MI2_#94.txt	idirect	Other3	old_gs	0.19821775	0.04318897	0.01963919	0.78982998	0.56682165	0.51236959	17.20626876	0.14810381	0.11006072	68.09433069	0.00152871	0.27625153	42.65029973	0.07481626	0.19315612	14.30609070	
DREAM5_Other3_net1_MI2_#95.txt	idirect	Other3	old_gs	0.19796343	0.04318897	0.01963919	0.78981499	0.56682165	0.51236959	17.07089023	0.14810381	0.11006072	68.06789608	0.00152871	0.27625153	42.56939315	0.07481626	0.19315612	14.27912184	
DREAM5_Other3_net1_MI2_#96.txt	idirect	Other3	old_gs	0.19817242	0.04318897	0.01963919	0.78983664	0.56682165	0.51236959	17.18457211	0.14810381	0.11006072	68.09433069	0.00152871	0.27625153	42.63945140	0.07481626	0.19315612	14.30247459	
DREAM5_Other3_net1_MI2_#97.txt	idirect	Other3	old_gs	0.19939682	0.04318897	0.01963919	0.78987546	0.56682165	0.51236959	17.85250270	0.14810381	0.11006072	68.14721655	0.00152871	0.27625153	42.99985962	0.07481626	0.19315612	14.42261067	
DREAM5_Other3_net1_MI2_#98.txt	idirect	Other3	old_gs	0.19750100	0.04318897	0.01963919	0.78981861	0.56682165	0.51236959	16.82319707	0.14810381	0.11006072	68.06789608	0.00152871	0.27625153	42.44554657	0.07481626	0.19315612	14.23783965	
DREAM5_Other3_net1_MI2_#99.txt	idirect	Other3	old_gs	0.19576549	0.04318897	0.01963919	0.78978656	0.56682165	0.51236959	15.90272866	0.14810381	0.11006072	68.02825454	0.00152871	0.27625153	41.96549160	0.07481626	0.19315612	14.07782133	
DREAM5_Other3_net3_MI2.txt	idirect	Other3	old_gs	0.01527592	0.04318897	0.01963919	0.51114291	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	0.00025859	0.00152871	0.27625153	0.00014052	0.07481626	0.19315612	0.08937097	
DREAM5_Other4_net1_MI2.txt	idirect	Other4	old_gs	0.07376649	0.04318897	0.01963919	0.71277977	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	5.59653388	0.00152871	0.27625153	2.79827817	0.07481626	0.19315612	1.02208352	
DREAM5_Other4_net1_MI2_#0.txt	idirect	Other4	old_gs	0.07394418	0.04318897	0.01963919	0.71279994	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	5.60315705	0.00152871	0.27625153	2.80158975	0.07481626	0.19315612	1.02318738	
DREAM5_Other4_net1_MI2_#1.txt	idirect	Other4	old_gs	0.07382378	0.04318897	0.01963919	0.71277430	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	5.59322399	0.00152871	0.27625153	2.79662322	0.07481626	0.19315612	1.02153187	
DREAM5_Other4_net1_MI2_#10.txt	idirect	Other4	old_gs	0.07388947	0.04318897	0.01963919	0.71278894	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	5.59984490	0.00152871	0.27625153	2.79993368	0.07481626	0.19315612	1.02263535	
DREAM5_Other4_net1_MI2_#11.txt	idirect	Other4	old_gs	0.07389574	0.04318897	0.01963919	0.71279840	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	5.59984490	0.00152871	0.27625153	2.79993368	0.07481626	0.19315612	1.02263535	
DREAM5_Other4_net1_MI2_#12.txt	idirect	Other4	old_gs	0.07396284	0.04318897	0.01963919	0.71279881	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	5.59984490	0.00152871	0.27625153	2.79993368	0.07481626	0.19315612	1.02263535	
DREAM5_Other4_net1_MI2_#13.txt	idirect	Other4	old_gs	0.07403369	0.04318897	0.01963919	0.71281537	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	5.60647034	0.00152871	0.27625153	2.80324639	0.07481626	0.19315612	1.02373959	
DREAM5_Other4_net1_MI2_#14.txt	idirect	Other4	old_gs	0.07389020	0.04318897	0.01963919	0.71279014	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	5.59984490	0.00152871	0.27625153	2.79993368	0.07481626	0.19315612	1.02263535	
DREAM5_Other4_net1_MI2_#15.txt	idirect	Other4	old_gs	0.07384930	0.04318897	0.01963919	0.71278763	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	5.59653388	0.00152871	0.27625153	2.79827817	0.07481626	0.19315612	1.02208352	
DREAM5_Other4_net1_MI2_#16.txt	idirect	Other4	old_gs	0.07384870	0.04318897	0.01963919	0.71279125	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	5.59984490	0.00152871	0.27625153	2.79993368	0.07481626	0.19315612	1.02263535	
DREAM5_Other4_net1_MI2_#17.txt	idirect	Other4	old_gs	0.07395665	0.04318897	0.01963919	0.71280597	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	5.60315705	0.00152871	0.27625153	2.80158975	0.07481626	0.19315612	1.02318738	
DREAM5_Other4_net1_MI2_#18.txt	idirect	Other4	old_gs	0.07386029	0.04318897	0.01963919	0.71279397	0.56682165	0.51236959	0.00002245	0.14810381	0.11006072	5.59984490	0.00152871	0.27625153	2.79993368	0.07481626	0.19315612	1.02263535	
