1.00000000	0.00000000
0.96694215	0.00001000
0.93388430	0.00002000
0.90082645	0.00003000
0.88429752	0.00004000
0.86776860	0.00005000
0.85123967	0.00006000
0.83471074	0.00007000
0.83057851	0.00008000
0.82644628	0.00009000
0.82479339	0.00010000
0.81404959	0.00011000
0.80909091	0.00012000
0.80330579	0.00013000
0.80165289	0.00014000
0.80082645	0.00015000
0.78099174	0.00016000
0.77603306	0.00017000
0.77272727	0.00018000
0.76942149	0.00019000
0.75867769	0.00020000
0.75619835	0.00021000
0.75206612	0.00022000
0.75041322	0.00023000
0.74628099	0.00024000
0.72727273	0.00025000
0.72561983	0.00026000
0.72479339	0.00027000
0.72314050	0.00028000
0.71818182	0.00029000
0.71735537	0.00030000
0.71570248	0.00031000
0.71074380	0.00032000
0.70964187	0.00033000
0.70853994	0.00034000
0.70743802	0.00035000
0.70578512	0.00036000
0.70495868	0.00037000
0.69917355	0.00038000
0.69669421	0.00039000
0.69256198	0.00040000
0.68925620	0.00041000
0.68842975	0.00042000
0.68760331	0.00043000
0.68429752	0.00044000
0.68264463	0.00045000
0.68099174	0.00046000
0.67603306	0.00047000
0.67355372	0.00048000
0.67190083	0.00049000
0.67107438	0.00050000
0.66983471	0.00051000
0.66859504	0.00052000
0.66694215	0.00053000
0.66611570	0.00054000
0.66446281	0.00055000
0.66363636	0.00056000
0.66308540	0.00057000
0.66253444	0.00058000
0.66198347	0.00059000
0.66074380	0.00060000
0.65950413	0.00061000
0.65619835	0.00062000
0.65537190	0.00063000
0.65495868	0.00064000
0.65454545	0.00065000
0.65206612	0.00066000
0.65041322	0.00067000
0.64876033	0.00068000
0.64793388	0.00069000
0.64752066	0.00070000
0.64710744	0.00071000
0.64669421	0.00072000
0.64628099	0.00073000
0.64462810	0.00074000
0.64380165	0.00075000
0.63966942	0.00076000
0.63801653	0.00077000
0.63719008	0.00078000
0.63636364	0.00079000
0.63388430	0.00080000
0.63140496	0.00081000
0.63057851	0.00082000
0.63016529	0.00083000
0.62975207	0.00084000
0.62933884	0.00085000
0.62892562	0.00086000
0.62809917	0.00087000
0.62314050	0.00088000
0.61983471	0.00089000
0.61900826	0.00090000
0.61818182	0.00091000
0.61735537	0.00092000
0.61652893	0.00093000
0.61570248	0.00094000
0.61487603	0.00095000
0.61404959	0.00096000
0.61074380	0.00097000
0.61019284	0.00098000
0.60964187	0.00099000
0.60909091	0.00100000
0.60661157	0.00101000
0.60619835	0.00102000
0.60578512	0.00103000
0.60495868	0.00104000
0.60413223	0.00105000
0.60385675	0.00106000
0.60358127	0.00107000
0.60330579	0.00108000
0.60247934	0.00109000
0.60165289	0.00110000
0.60082645	0.00111000
0.60000000	0.00112000
0.59917355	0.00113000
0.59876033	0.00114000
0.59834711	0.00115000
0.59669421	0.00116000
0.59586777	0.00117000
0.59504132	0.00118000
0.59421488	0.00119000
0.59338843	0.00120000
0.59256198	0.00121000
0.59173554	0.00122000
0.58925620	0.00123000
0.58884298	0.00124000
0.58842975	0.00125000
0.58815427	0.00126000
0.58787879	0.00127000
0.58760331	0.00128000
0.58512397	0.00129000
0.58429752	0.00130000
0.58388430	0.00131000
0.58347107	0.00132000
0.58319559	0.00133000
0.58292011	0.00134000
0.58264463	0.00135000
0.58140496	0.00136000
0.58016529	0.00137000
0.57975207	0.00138000
0.57933884	0.00139000
0.57851240	0.00140000
0.57685950	0.00141000
0.57520661	0.00142000
0.57355372	0.00143000
0.57272727	0.00144000
0.57252066	0.00145000
0.57231405	0.00146000
0.57210744	0.00147000
0.57190083	0.00148000
0.57148760	0.00149000
0.57107438	0.00150000
0.56942149	0.00151000
0.56611570	0.00152000
0.56528926	0.00153000
0.56487603	0.00154000
0.56446281	0.00155000
0.56363636	0.00156000
0.56280992	0.00157000
0.56198347	0.00158000
0.56115702	0.00159000
0.56033058	0.00160000
0.55950413	0.00161000
0.55909091	0.00162000
0.55867769	0.00163000
0.55847107	0.00164000
0.55826446	0.00165000
0.55805785	0.00166000
0.55785124	0.00167000
0.55702479	0.00168000
0.55619835	0.00169000
0.55564738	0.00170000
0.55509642	0.00171000
0.55454545	0.00172000
0.55413223	0.00173000
0.55371901	0.00174000
0.55330579	0.00175000
0.55289256	0.00176000
0.55206612	0.00177000
0.55179063	0.00178000
0.55151515	0.00179000
0.55123967	0.00180000
0.55103306	0.00181000
0.55082645	0.00182000
0.55061983	0.00183000
0.55041322	0.00184000
0.54958678	0.00185000
0.54938017	0.00186000
0.54917355	0.00187000
0.54896694	0.00188000
0.54876033	0.00189000
0.54855372	0.00190000
0.54834711	0.00191000
0.54814050	0.00192000
0.54793388	0.00193000
0.54765840	0.00194000
0.54738292	0.00195000
0.54710744	0.00196000
0.54683196	0.00197000
0.54655647	0.00198000
0.54628099	0.00199000
0.54545455	0.00200000
0.54462810	0.00201000
0.54380165	0.00202000
0.54359504	0.00203000
0.54338843	0.00204000
0.54318182	0.00205000
0.54297521	0.00206000
0.54214876	0.00207000
0.54173554	0.00208000
0.54132231	0.00209000
0.54090909	0.00210000
0.54049587	0.00211000
0.53994490	0.00212000
0.53939394	0.00213000
0.53884298	0.00214000
0.53801653	0.00215000
0.53760331	0.00216000
0.53719008	0.00217000
0.53691460	0.00218000
0.53663912	0.00219000
0.53636364	0.00220000
0.53615702	0.00221000
0.53595041	0.00222000
0.53574380	0.00223000
0.53553719	0.00224000
0.53512397	0.00225000
0.53471074	0.00226000
0.53443526	0.00227000
0.53415978	0.00228000
0.53388430	0.00229000
0.53333333	0.00230000
0.53278237	0.00231000
0.53223140	0.00232000
0.53140496	0.00233000
0.53112948	0.00234000
0.53085399	0.00235000
0.53057851	0.00236000
0.53016529	0.00237000
0.52975207	0.00238000
0.52933884	0.00239000
0.52892562	0.00240000
0.52865014	0.00241000
0.52837466	0.00242000
0.52809917	0.00243000
0.52644628	0.00244000
0.52561983	0.00245000
0.52520661	0.00246000
0.52479339	0.00247000
0.52438017	0.00248000
0.52396694	0.00249000
0.52355372	0.00250000
0.52314050	0.00251000
0.52286501	0.00252000
0.52258953	0.00253000
0.52231405	0.00254000
0.52148760	0.00255000
0.52107438	0.00256000
0.52066116	0.00257000
0.52011019	0.00258000
0.51955923	0.00259000
0.51900826	0.00260000
0.51889020	0.00261000
0.51877214	0.00262000
0.51865407	0.00263000
0.51853601	0.00264000
0.51841795	0.00265000
0.51829988	0.00266000
0.51818182	0.00267000
0.51776860	0.00268000
0.51735537	0.00269000
0.51694215	0.00270000
0.51652893	0.00271000
0.51570248	0.00272000
0.51528926	0.00273000
0.51487603	0.00274000
0.51446281	0.00275000
0.51404959	0.00276000
0.51363636	0.00277000
0.51322314	0.00278000
0.51308540	0.00279000
0.51294766	0.00280000
0.51280992	0.00281000
0.51267218	0.00282000
0.51253444	0.00283000
0.51239669	0.00284000
0.51198347	0.00285000
0.51157025	0.00286000
0.51129477	0.00287000
0.51101928	0.00288000
0.51074380	0.00289000
0.51053719	0.00290000
0.51033058	0.00291000
0.51012397	0.00292000
0.50991736	0.00293000
0.50909091	0.00294000
0.50895317	0.00295000
0.50881543	0.00296000
0.50867769	0.00297000
0.50853994	0.00298000
0.50840220	0.00299000
0.50826446	0.00300000
0.50805785	0.00301000
0.50785124	0.00302000
0.50764463	0.00303000
0.50743802	0.00304000
0.50661157	0.00305000
0.50606061	0.00306000
0.50550964	0.00307000
0.50495868	0.00308000
0.50468320	0.00309000
0.50440771	0.00310000
0.50413223	0.00311000
0.50330579	0.00312000
0.50314050	0.00313000
0.50297521	0.00314000
0.50280992	0.00315000
0.50264463	0.00316000
0.50247934	0.00317000
0.50227273	0.00318000
0.50206612	0.00319000
0.50185950	0.00320000
0.50165289	0.00321000
0.50137741	0.00322000
0.50110193	0.00323000
0.50082645	0.00324000
0.50061983	0.00325000
0.50041322	0.00326000
0.50020661	0.00327000
0.50000000	0.00328000
0.49958678	0.00329000
0.49917355	0.00330000
0.49896694	0.00331000
0.49793388	0.00335000
0.49586777	0.00346000
0.49421488	0.00350000
0.49338843	0.00351000
0.49173554	0.00361000
0.49024793	0.00369000
0.48884298	0.00377000
0.48727273	0.00381000
0.48553719	0.00386000
0.48429752	0.00389000
0.48264463	0.00392000
0.48119835	0.00402000
0.47933884	0.00408000
