0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000197006	1	0.000197006	1	0	0	0	0	
0.000373832	0.5	0.000373832	0.5	0	0	0.000373832	0.5	0.000333556	0.5	0.000333556	0.5	0	0	0.000333556	0.5	0.000394011	1	0.000394011	1	0	0	0.000197006	0.5	
0.000747664	0.666667	0.000747664	0.666667	0	0	0.000373832	0.333333	0.000667111	0.666667	0.000667111	0.666667	0	0	0.000333556	0.333333	0.000591017	1	0.000591017	1	0	0	0.000197006	0.333333	
0.0011215	0.75	0.0011215	0.75	0.000373832	0.25	0.000747664	0.5	0.00100067	0.75	0.00100067	0.75	0.000333556	0.25	0.000667111	0.5	0.000788022	1	0.000788022	1	0.000197006	0.25	0.000394011	0.5	
0.00149533	0.8	0.00149533	0.8	0.000747664	0.4	0.000747664	0.4	0.00133422	0.8	0.00133422	0.8	0.000667111	0.4	0.000667111	0.4	0.000985028	1	0.000985028	1	0.000394011	0.4	0.000394011	0.4	
0.00149533	0.666667	0.00149533	0.666667	0.0011215	0.5	0.0011215	0.5	0.00133422	0.666667	0.00133422	0.666667	0.00100067	0.5	0.00100067	0.5	0.000985028	0.833333	0.000985028	0.833333	0.000591017	0.5	0.000591017	0.5	
0.00149533	0.571429	0.00149533	0.571429	0.00149533	0.571429	0.00149533	0.571429	0.00133422	0.571429	0.00133422	0.571429	0.00133422	0.571429	0.00133422	0.571429	0.000985028	0.714286	0.000985028	0.714286	0.000788022	0.571429	0.000788022	0.571429	
0.00186916	0.625	0.00186916	0.625	0.00186916	0.625	0.00186916	0.625	0.00166778	0.625	0.00166778	0.625	0.00166778	0.625	0.00166778	0.625	0.00118203	0.75	0.00118203	0.75	0.000985028	0.625	0.000985028	0.625	
0.00186916	0.555556	0.00224299	0.666667	0.00224299	0.666667	0.00224299	0.666667	0.00166778	0.555556	0.00200133	0.666667	0.00200133	0.666667	0.00200133	0.666667	0.00118203	0.666667	0.00137904	0.777778	0.00118203	0.666667	0.00118203	0.666667	
0.00224299	0.6	0.00224299	0.6	0.00261682	0.7	0.00224299	0.6	0.00200133	0.6	0.00200133	0.6	0.00233489	0.7	0.00200133	0.6	0.00137904	0.7	0.00137904	0.7	0.00137904	0.7	0.00118203	0.6	
0.00224299	0.545455	0.00224299	0.545455	0.00261682	0.636364	0.00261682	0.636364	0.00200133	0.545455	0.00200133	0.545455	0.00233489	0.636364	0.00233489	0.636364	0.00137904	0.636364	0.00137904	0.636364	0.00137904	0.636364	0.00137904	0.636364	
0.00261682	0.583333	0.00224299	0.5	0.00299065	0.666667	0.00299065	0.666667	0.00233489	0.583333	0.00200133	0.5	0.00266845	0.666667	0.00266845	0.666667	0.00157604	0.666667	0.00157604	0.666667	0.00157604	0.666667	0.00157604	0.666667	
0.00261682	0.538462	0.00261682	0.538462	0.00299065	0.615385	0.00299065	0.615385	0.00233489	0.538462	0.00233489	0.538462	0.00266845	0.615385	0.00266845	0.615385	0.00157604	0.615385	0.00177305	0.692308	0.00157604	0.615385	0.00157604	0.615385	
0.00261682	0.5	0.00299065	0.571429	0.00336449	0.642857	0.00299065	0.571429	0.00233489	0.5	0.00266845	0.571429	0.003002	0.642857	0.00266845	0.571429	0.00177305	0.642857	0.00197006	0.714286	0.00177305	0.642857	0.00157604	0.571429	
0.00261682	0.466667	0.00299065	0.533333	0.00336449	0.6	0.00336449	0.6	0.00233489	0.466667	0.00266845	0.533333	0.003002	0.6	0.003002	0.6	0.00177305	0.6	0.00197006	0.666667	0.00177305	0.6	0.00177305	0.6	
0.00299065	0.5	0.00299065	0.5	0.00336449	0.5625	0.00336449	0.5625	0.00266845	0.5	0.00266845	0.5	0.003002	0.5625	0.003002	0.5625	0.00197006	0.625	0.00197006	0.625	0.00177305	0.5625	0.00177305	0.5625	
