band	0	100	20	0	gs	aupr	0.38818939	0	0.38818939
band	0	100	20	0	gs	auroc	0.87943036	0	0.87943036
band	0	100	20	0	idirect	aupr	0.53904102	0	0.53904102
band	0	100	20	0	idirect	auroc	0.8950556	0	0.8950556
band	0	100	20	0	nd	aupr	0.40697781	0	0.40697781
band	0	100	20	0	nd	auroc	0.86183222	0	0.86183222
band	0	100	20	0	pc	aupr	0.10594058	0	0.10594058
band	0	100	20	0	pc	auroc	0.84078148	0	0.84078148
band	0	100	20	1	gs	aupr	0.52319396	0	0.52319396
band	0	100	20	1	gs	auroc	0.90524905	0	0.90524905
band	0	100	20	1	idirect	aupr	0.56968434	0	0.56968434
band	0	100	20	1	idirect	auroc	0.9083692	0	0.9083692
band	0	100	20	1	nd	aupr	0.49469662	0	0.49469662
band	0	100	20	1	nd	auroc	0.88944557	0	0.88944557
band	0	100	20	1	pc	aupr	0.10901872	0	0.10901872
band	0	100	20	1	pc	auroc	0.85009974	0	0.85009974
band	0	100	20	2	gs	aupr	0.5598837	0	0.5598837
band	0	100	20	2	gs	auroc	0.93500746	0	0.93500746
band	0	100	20	2	idirect	aupr	0.57533152	0	0.57533152
band	0	100	20	2	idirect	auroc	0.93055411	0	0.93055411
band	0	100	20	2	nd	aupr	0.49379976	0	0.49379976
band	0	100	20	2	nd	auroc	0.91243151	0	0.91243151
band	0	100	20	2	pc	aupr	0.12990525	0	0.12990525
band	0	100	20	2	pc	auroc	0.88482279	0	0.88482279
band	0	100	20	3	gs	aupr	0.54110765	0	0.54110765
band	0	100	20	3	gs	auroc	0.93368238	0	0.93368238
band	0	100	20	3	idirect	aupr	0.56615644	0	0.56615644
band	0	100	20	3	idirect	auroc	0.92531695	0	0.92531695
band	0	100	20	3	nd	aupr	0.51169301	0	0.51169301
band	0	100	20	3	nd	auroc	0.90853779	0	0.90853779
band	0	100	20	3	pc	aupr	0.13925122	0	0.13925122
band	0	100	20	3	pc	auroc	0.88192214	0	0.88192214
band	0	100	20	4	gs	aupr	0.58407732	0	0.58407732
band	0	100	20	4	gs	auroc	0.91141229	0	0.91141229
band	0	100	20	4	idirect	aupr	0.57964504	0	0.57964504
band	0	100	20	4	idirect	auroc	0.90750573	0	0.90750573
band	0	100	20	4	nd	aupr	0.50703753	0	0.50703753
band	0	100	20	4	nd	auroc	0.892484	0	0.892484
band	0	100	20	4	pc	aupr	0.12692961	0	0.12692961
band	0	100	20	4	pc	auroc	0.85874072	0	0.85874072
