"","MEblack","MEblue","MEbrown","MEgreen","MEgreenyellow","MEmagenta","MEpink","MEturquoise","MEyellow"
"1",-0.0542048122790029,-0.0526920055920916,-0.0120201569903095,-0.0675065545139347,0.0549377688394793,-0.0368407294802248,0.0270274526404902,-0.0402530275643816,0.0347296119468406
"2",-0.0675210006312258,-0.0460326926788866,-0.0251232367652313,-0.0137154784813114,0.0891393401977408,0.0141204959899682,0.0307027523281428,-0.0525600619668103,0.0966968918423272
"3",-0.128747947758503,-0.0349329905511298,-0.000940875943580998,0.0204063604045257,0.313011659429444,-0.0870734721482551,-0.0606271849759522,0.125129574303167,-0.0128299744238074
"4",-0.0818153789359871,-0.0030365840934349,-0.0453242753030336,-0.0727950422001248,0.0304479479065502,-0.0423782665567892,0.0527147988606643,-0.0147954288467832,0.0587965177982132
"5",-0.101789134648214,-0.0681426147202882,-0.0788942979361478,0.0138618724683869,-0.0230817610227698,-0.0702938737424856,-0.0373201059095218,0.089212623360042,0.0199057946332449
"6",0.00808790319086551,0.046652694898013,-0.0470326608641475,-0.0626362214777913,0.175765338887691,0.148121156203105,0.160616827518187,-0.0349640720801531,0.171253704368905
"7",-0.0609509973517141,-0.0125876385629251,-0.0589444980824011,-0.0307359645672622,0.0635955307661798,-0.0437686903699063,0.0833028836034714,0.201015007213396,0.0528855545845549
"8",-0.116445570134009,-0.0757239650804581,-0.0919117828705293,-0.0802951090709481,0.100442285729961,0.0528559910526465,0.0508623081494359,0.0321161628972938,0.138960015270972
"9",-0.0709307512838397,0.0128073648110116,-0.0411910900019714,-0.0296885428220867,-0.00653291848531367,0.0355272948172443,0.108869152899523,0.0891875069842844,0.171691408683336
"10",0.00077240476004403,-0.0179231171220052,-0.0298947697367607,0.213277799341695,-0.0717922546399699,-0.0157300076334527,-0.0239945605824494,-0.0537224595838904,-0.0128627834462966
"11",-0.0453258356023511,-0.0277919313290242,0.0226672398132002,-0.0781056189035249,-0.00217951294389284,0.020997601638302,0.0703852689974181,0.0419246270695495,0.0536027598766452
"12",-0.0603101578305121,-0.0871657724963197,0.0334785753313175,-0.0847486375436123,-0.0878999089138311,-0.0592981148201379,-0.0690220686044697,-0.0444465458679111,-0.0441011337110513
"13",-0.0615544891021836,0.0283952818081239,-0.062299308345518,0.00252192611049538,0.115321449111596,0.00591438983260576,0.212836298191317,-0.0412087038141934,0.0975603825570415
"14",-0.129029335328593,-0.107823835562787,0.036724305051091,-0.0712522774779131,-0.10353219671135,-0.113276824087519,-0.0749781007203745,0.167398312032832,-0.0704558621440619
"15",-0.113455246273631,-0.0642433473762851,0.125274738992286,-0.0809656772990655,-0.113790085047831,-0.0890802509233484,0.0242678447827631,0.146449609603714,-0.0293282368083033
"16",0.0343612473948454,-0.00491019931637942,-0.0287693044845372,0.0337232567924179,-0.00999970976265716,0.122051912429792,0.0108331250301573,-0.0608456670117322,0.0572215111897987
"17",-0.0905186442096141,-0.0436180382593339,-0.0746454485618445,0.116903870375335,-0.0449996821556047,-0.0531168808342753,-0.0223312018615062,0.107826858963801,-0.000399026035525767
"18",-0.0874965353583279,-0.0144925266457769,-0.0152473019417,0.239459649477158,-0.107461577785757,-0.108562781106008,0.015919720125382,0.0888469825534511,-0.0485086940838365
"19",0.0900955012945628,0.0932328361883625,-0.0764855180981156,-0.00273174095561578,0.0654276327729232,0.0313206506504426,0.0954788475830552,-0.0518772220439576,0.105851940333512
